epoch_no,source,size_bucket,total_active_stake_ada,active_pool_count,0pct_stake_ada,0pct_pool_count,gt_0_0001pct_stake_ada,gt_0_0001pct_pool_count,0001pct_001pct_stake_ada,0001pct_001pct_pool_count,001pct_01pct_stake_ada,001pct_01pct_pool_count,01pct_1pct_stake_ada,01pct_1pct_pool_count,1pct_10pct_stake_ada,1pct_10pct_pool_count,10pct_50pct_stake_ada,10pct_50pct_pool_count,gt_50pct_stake_ada,gt_50pct_pool_count
216,local_history,10M-30M ADA,1140204604.272621,65,0.0,0,77153613.182245,4,31279627.385645002,2,93093551.06481999,5,283542037.227513,14,563504908.480708,33,91630866.93169,7,0.0,0
216,local_history,30M-70M ADA,2238056453.156036,45,86537441.773806,2,0.0,0,50091013.581808,1,710027979.341444,12,947765419.123633,21,381001007.05542004,8,62633592.279925,1,0.0,0
216,local_history,3M-10M ADA,475691945.774429,85,0.0,0,5780816.454298,1,8824721.947623,2,25031034.10238,5,58492061.588316,9,221446614.37603295,39,135108805.39948002,25,21007891.906299,4
216,local_history,<3M ADA,403957998.4015621,831,7685598.4153700005,21,106860.90494,1,5248196.265791,8,12349155.557813002,25,44672482.279659994,69,117592936.77382502,178,144727207.62356395,254,71575560.580599,275
216,local_history,>70M ADA,10138636845.009115,81,561330735.497842,5,664772564.406005,4,197209509.181835,1,2221231918.5162354,18,3708408370.529566,31,2785683746.8776307,22,0.0,0,0.0,0
217,local_history,10M-30M ADA,1085462774.3020751,62,0.0,0,74902958.093711,4,43228686.782183,3,44106208.127989,3,273702584.389941,14,587446738.6953571,33,62075598.212894,5,0.0,0
217,local_history,30M-70M ADA,2348496670.268707,48,89946635.459544,2,0.0,0,42119164.94706,1,689946402.2925079,12,1045545850.1193181,23,380787557.26534694,8,100151060.184931,2,0.0,0
217,local_history,3M-10M ADA,487150983.5535622,83,0.0,0,6518963.235979,1,17660915.959261,3,10764850.833627999,2,56988089.911091,9,226386782.59679595,37,147505387.171896,27,21325993.844911,4
217,local_history,<3M ADA,407633441.9535989,844,7340622.170712,21,1005194.052668,1,4909623.148978,8,13584782.30417,25,54478102.148913,74,111649255.46380298,177,141317772.11507106,253,73348090.549284,285
217,local_history,>70M ADA,10447374400.3918,82,561718498.455058,5,664437291.1503509,4,190490287.17613,1,2505920706.7444663,20,3692622963.838372,30,2832184653.0274196,22,0.0,0,0.0,0
218,local_history,10M-30M ADA,1048768931.8667988,59,0.0,0,74327075.890542,4,45656625.226895005,3,64511773.908149,4,257614076.79637104,12,514628415.634215,29,92030964.41062701,7,0.0,0
218,local_history,30M-70M ADA,2674467487.8141212,55,89998122.704505,2,0.0,0,112670012.065846,2,742667478.3316199,13,1321537252.7240982,29,303112953.575055,7,104481668.412997,2,0.0,0
218,local_history,3M-10M ADA,473647151.33826303,82,0.0,0,5334525.972224,1,11218138.138842,2,7716954.509766,1,61379891.703497,10,231616007.31177193,38,135141485.880645,26,21240147.821516998,4
218,local_history,<3M ADA,421228786.771842,843,8751489.883031,22,1134965.461834,2,3819466.9331439994,8,19973756.126373004,27,37845399.081598,66,131075062.22691196,185,138279860.24077398,241,80348786.81817596,292
218,local_history,>70M ADA,10369318891.276838,80,563110762.3384789,5,531623514.05731,3,185509766.138933,1,2423826959.965835,19,3846018196.871418,30,2819229691.904863,22,0.0,0,0.0,0
219,local_history,10M-30M ADA,1075400065.828967,60,0.0,0,74245004.950249,4,47251611.924015,3,63996244.587043,4,293524775.8550199,14,535258390.049202,30,61124038.463438,5,0.0,0
219,local_history,30M-70M ADA,2716298684.830834,55,90199548.976615,2,0.0,0,113018952.11962399,2,592651141.3000101,10,1416336245.5633879,30,402346402.306175,9,101746394.56502199,2,0.0,0
219,local_history,3M-10M ADA,497228307.10985374,91,0.0,0,0.0,0,13313534.867423,2,15611269.844392,2,61553688.986956,11,227183829.700562,40,149932424.38667902,31,29633559.323841996,5
219,local_history,<3M ADA,398196707.7081739,840,8474065.874945998,21,1005194.052668,1,3533332.2074539997,5,16799588.800087,29,41028084.64707499,65,122504790.703715,180,129074996.36081709,241,75776655.06141198,298
219,local_history,>70M ADA,10970867742.59513,82,1050349248.34139,6,531964366.95401394,3,174317730.298232,1,2519349027.628314,20,3868143365.5033445,30,2826744003.8698354,22,0.0,0,0.0,0
220,local_history,10M-30M ADA,1084854431.6178231,60,0.0,0,74022187.228699,4,12494608.484213,1,64980581.160342,4,349292616.171614,17,521927597.2852659,29,62136841.28768899,5,0.0,0
220,local_history,30M-70M ADA,2750665752.541088,56,90263780.858026,2,0.0,0,114347387.673906,2,593209099.812809,10,1396241441.414265,30,454518817.5759139,10,102085225.206169,2,0.0,0
220,local_history,3M-10M ADA,504638784.473647,89,0.0,0,0.0,0,15823209.378861,2,15564290.394749999,2,62051534.990238,11,236900895.020506,40,146527322.68363094,29,27771532.005661,5
220,local_history,<3M ADA,390242826.3578589,844,8986144.890507001,22,1006933.840677,1,3471754.9457859993,5,15432777.447718997,29,36941960.79906899,57,120852316.63560006,185,127781391.15354602,243,75769546.64495495,302
220,local_history,>70M ADA,11129586848.319107,85,1050809327.0327219,8,541637551.441282,3,174872440.990663,1,2760568446.08423,22,3774349403.600254,29,2827349679.1699557,22,0.0,0,0.0,0
221,local_history,10M-30M ADA,1178677605.290437,64,11877680.740377,1,73879793.941862,4,12661017.272482,1,77551314.86740601,5,373816984.112754,17,571906089.873298,31,56984724.482258,5,0.0,0
221,local_history,30M-70M ADA,2458357969.701124,50,89383634.104499,2,0.0,0,45351518.444362,1,642928177.244962,11,1212585508.734146,26,364051700.374068,8,104057430.799088,2,0.0,0
221,local_history,3M-10M ADA,511735722.80409515,91,8207551.498658,1,0.0,0,7091759.723086,1,14283248.173436001,2,70920932.964164,12,239740182.63315403,41,153836291.847537,30,17655755.96406,4
221,local_history,<3M ADA,394042609.67726177,846,5355499.150110001,17,1006933.840677,1,4855953.345540999,6,17536822.273667,28,43686590.027619995,60,117318014.88388997,182,134182396.34349903,244,70100399.81225798,308
221,local_history,>70M ADA,11521284771.386747,89,1050898699.4879729,8,552007106.258155,3,248162088.02652,2,2740621747.0321527,22,4016593822.388498,31,2913001308.1934505,23,0.0,0,0.0,0
222,local_history,10M-30M ADA,1111220113.742412,62,20776838.272058003,2,42642266.179333,3,12988418.138387,1,78051415.022991,5,323714477.89252496,15,564577700.5413011,31,68468997.69581701,5,0.0,0
222,local_history,30M-70M ADA,2528227838.1192813,52,89455979.383725,2,30367974.772222,1,0.0,0,714629699.2921189,12,1239118970.654033,27,414236688.61317104,9,40418525.404011,1,0.0,0
222,local_history,3M-10M ADA,486920686.526803,87,0.0,0,0.0,0,7780486.545349,1,14454846.854229,2,58358252.14541601,10,242109967.85700315,42,147137009.16106802,28,17080123.963738002,4
222,local_history,<3M ADA,386995063.74056584,854,4283352.805264,19,1193456.929318,2,4932237.240134,5,14868225.765347999,23,43462814.98903599,57,120821994.90984392,183,127644535.28248401,237,69788445.81913804,328
222,local_history,>70M ADA,11857881077.694956,91,1052492580.015675,8,782821080.0143491,5,174774532.548795,1,2699313385.1894584,21,4416177414.647112,34,2732302085.2795687,22,0.0,0,0.0,0
223,local_history,10M-30M ADA,1207294713.635459,66,10064810.005114,1,28949902.197581,2,13136892.978744,1,92500131.508497,6,359846553.7457289,17,598119565.7253462,33,104676857.47444798,6,0.0,0
223,local_history,30M-70M ADA,3353260789.2372084,65,89505220.603145,2,30395592.615395,1,0.0,0,917705350.310284,15,1817093393.1297252,36,458623087.3344161,10,39938145.244243,1,0.0,0
223,local_history,3M-10M ADA,497938686.3072609,88,0.0,0,0.0,0,15861350.578204,2,14327302.829195999,2,64422125.454311,12,233288617.84176698,40,156646089.69077504,29,13393199.913007999,3
223,local_history,<3M ADA,369321631.17605424,848,6395485.179748,21,1193456.929318,2,5883350.738237999,5,15449788.841372,23,33211719.906697,57,122103881.47688997,185,120195165.94504099,232,64888782.15875002,323
223,local_history,>70M ADA,11315416032.474295,87,1053272144.8578199,8,783003945.278583,5,175035001.097115,1,2709721092.362389,21,3675451863.5384583,29,2918931985.33993,23,0.0,0,0.0,0
224,local_history,10M-30M ADA,1175649073.704103,64,10736735.505476,1,28948268.1731,2,14015750.290291,1,78612724.99426499,5,344919503.711572,16,616714068.898473,34,81702022.130926,5,0.0,0
224,local_history,30M-70M ADA,3244405445.92661,64,89583223.773799,2,30408924.813105,1,0.0,0,876072951.548013,14,1649825472.865788,33,487336049.162852,11,77834385.903935,2,33344437.859118,1
224,local_history,3M-10M ADA,478959353.4749551,84,6910038.682927,1,0.0,0,10497106.678927,2,14117917.048675,2,61613851.179234,11,210278342.32813698,35,156685571.074007,29,18856526.483048,4
224,local_history,<3M ADA,377497724.4398565,856,6052859.659628001,16,1010035.111309,1,3443803.585744,4,16887967.472105,26,34855778.46614701,58,122022186.77958506,181,130403372.03586596,243,62821721.329472035,327
224,local_history,>70M ADA,11704445898.189156,90,1053490170.2597679,8,794683814.229368,5,176240167.58704,1,3118823622.068262,24,3641806433.348054,29,2919401690.696663,23,0.0,0,0.0,0
225,local_history,10M-30M ADA,1239857419.0780497,66,11846891.17234,1,58764386.049672,3,14108468.551225,1,78380056.002683,5,426866935.1955271,20,595742849.332575,32,54147832.774028,4,0.0,0
225,local_history,30M-70M ADA,3220937832.072814,63,89643381.439118,2,0.0,0,38849593.719713,1,815503486.4797689,13,1623038294.5007753,32,500554500.485371,11,117975459.59696698,3,35373115.851101,1
225,local_history,3M-10M ADA,476740707.08294225,84,5640834.628948,1,0.0,0,7575678.984463,2,6413237.942039,1,61544419.814228,11,217139857.02180403,37,158707128.38500196,28,19719550.306458,4
225,local_history,<3M ADA,388012492.075837,854,7573550.845454,17,1307807.211694,2,1337920.311297,2,15803500.749160003,26,33632833.807647005,60,124513895.69729102,175,134016369.66253203,242,69826613.79076205,330
225,local_history,>70M ADA,11770521559.55319,90,1053926396.370178,8,794580140.62187,5,177588952.161583,1,3093712777.9186654,24,3708768353.0925064,29,2941944939.3883905,23,0.0,0,0.0,0
226,local_history,10M-30M ADA,1162931144.381419,62,12812955.055245,1,58832172.84625,3,14339827.984389,1,64797291.79549199,4,399402672.59624803,18,559247677.2489331,31,53498546.854862005,4,0.0,0
226,local_history,30M-70M ADA,3440521912.8408275,67,89665078.25997001,2,0.0,0,38878845.786778,1,933403102.718609,15,1712859584.184072,34,551307702.644557,12,78725727.895581,2,35681871.35126,1
226,local_history,3M-10M ADA,489371110.56053686,86,5396753.154846,1,0.0,0,9589247.989206001,2,7955621.277718,1,62961678.5656,11,211545378.82178497,36,172581166.59015906,31,19341264.161223,4
226,local_history,<3M ADA,384101456.46773887,853,7618650.260279,19,1345641.24222,2,3257728.995931,3,14799991.264139999,23,34481741.741211005,62,127213246.55777602,174,128102432.78981301,233,67282023.61636902,337
226,local_history,>70M ADA,11731758017.748495,88,943254741.8153129,7,794941308.8230121,5,209287452.505591,1,3254863478.9923167,25,3540295540.902624,27,2989115494.709643,23,0.0,0,0.0,0
227,local_history,10M-30M ADA,1191440332.5300362,65,12882149.084388,1,59274938.833669,3,14733272.230454,1,68391228.273527,4,375865318.08371097,18,611678351.907545,34,38535645.22049101,3,10079428.896251,1
227,local_history,30M-70M ADA,3618598147.297609,70,89716498.632201,2,0.0,0,38930269.462776,1,810992281.84121,13,1651742743.5342171,34,913440341.5246159,17,82863236.729991,2,30912775.572597,1
227,local_history,3M-10M ADA,456864430.13500893,81,0.0,0,0.0,0,8364865.642410001,2,7925834.879683,1,52763375.66944,9,212838520.59929997,37,162336815.99120092,29,12635017.352975,3
227,local_history,<3M ADA,384791061.19609326,854,7886656.293129998,20,1758057.022322,2,1636517.198495,5,12272147.580149997,22,40566560.119811,60,136550601.05492204,174,125783988.51968095,240,58336533.40758202,331
227,local_history,>70M ADA,11608473533.295637,88,1054605797.307758,8,793764321.398155,5,208747945.594947,1,3078127792.545767,24,3753734415.077119,29,2719493261.371893,21,0.0,0,0.0,0
228,local_history,10M-30M ADA,1162390939.3513842,66,12896350.618058,1,58921528.528702,3,14924162.717073,1,69946838.35795501,4,326544905.806213,16,618526172.312429,36,50367766.547589004,4,10263214.463365,1
228,local_history,30M-70M ADA,3606316091.6635695,70,89758963.503419,2,0.0,0,38897491.944769,1,751611781.5961838,12,1633410107.146081,34,1004907698.448358,19,49555542.651637,1,38174506.373121,1
228,local_history,3M-10M ADA,405042820.813648,74,0.0,0,0.0,0,4133991.710274,1,7960965.846396,1,41014856.557608,7,184098734.495365,34,155188276.16686597,28,12645996.037138999,3
228,local_history,<3M ADA,383892039.39533794,862,5852110.3461879995,20,1765939.57278,2,2603831.583856,5,11573487.578118999,21,39234466.609533004,59,134240304.58492595,171,125958301.63566302,241,62663597.48427304,343
228,local_history,>70M ADA,11790950084.406998,89,1054046962.4866139,8,792941628.870169,5,200843160.589718,1,2955668545.853553,23,4070425257.609227,31,2717024528.9977202,21,0.0,0,0.0,0
229,local_history,10M-30M ADA,1109190041.6989436,61,14444778.996343,1,58958794.28446,3,15110009.344224,1,72914815.289126,4,282891404.299099,14,601044001.944428,34,63826237.541264,4,0.0,0
229,local_history,30M-70M ADA,3551942705.8691936,68,89842906.395721,2,0.0,0,0.0,0,920470704.368982,15,1535613215.4764311,32,914043092.6821511,17,91972786.945908,2,0.0,0
229,local_history,3M-10M ADA,466278197.80148,84,0.0,0,0.0,0,3689359.096711,1,5992456.349197,1,56988479.35978,10,214216999.983933,38,162399896.660027,30,22991006.351832002,4
229,local_history,<3M ADA,387090695.39168316,875,6293485.209332,21,5419386.231593,4,1870309.790622,4,10765660.638242,20,41011684.63970501,59,127633654.98613599,163,128335770.63169609,243,65760743.26435712,361
229,local_history,>70M ADA,13995653775.330534,107,2104518220.7235231,15,1836243488.126645,12,200981659.485509,1,2871385472.971733,23,4250887878.5359707,34,2731637055.4871535,22,0.0,0,0.0,0
230,local_history,10M-30M ADA,1234921161.933413,67,17056827.412234,1,59910466.007493995,3,10974062.815569,1,85079559.688786,5,303535279.66866904,15,652144124.359,35,106220841.98166099,7,0.0,0
230,local_history,30M-70M ADA,3908997929.578529,73,89930069.369763,2,0.0,0,0.0,0,1005101005.6021539,16,1734733686.1774468,35,963618398.0814741,18,115614770.347691,2,0.0,0
230,local_history,3M-10M ADA,493849313.9628011,89,0.0,0,26208544.729149997,3,4701731.717202,1,7072051.586042,1,74112316.123259,13,234137045.27758396,41,134811194.542194,27,12806429.98737,3
230,local_history,<3M ADA,383041471.3052826,902,7129642.779048001,29,3399564.1358240005,4,2989479.0900609996,5,14779326.952791002,24,44474508.23211201,69,116005804.329065,161,130920012.95631905,247,63343132.83006207,363
230,local_history,>70M ADA,13615573059.890722,105,2105004993.050333,15,1221562614.9370632,8,196186858.378897,1,3007463342.197398,23,4233830211.2527213,35,2851525040.07431,23,0.0,0,0.0,0
231,local_history,10M-30M ADA,1423531344.710408,75,17514444.306884,1,102954347.862687,6,0.0,0,74049327.763548,4,393292082.225447,20,708260809.4465231,37,116367495.68959701,6,11092837.415722,1
231,local_history,30M-70M ADA,4522471303.696687,85,89961726.600813,2,0.0,0,66016387.896847,1,1263876635.032993,21,1852592317.738522,36,1190596644.8230343,24,59427591.604476,1,0.0,0
231,local_history,3M-10M ADA,495749967.06095487,91,0.0,0,5460703.679011,1,16057675.628735,2,27671152.013397,6,70656751.1325,12,223361774.04008606,40,136434454.655643,26,16107455.911582999,4
231,local_history,<3M ADA,394221224.6725987,904,7142074.921214001,26,3561351.3789859996,3,5217813.726877,6,13430390.801702997,23,24546230.344241,49,142782092.43015796,183,129663607.48604494,245,67877663.58337402,369
231,local_history,>70M ADA,13071933929.744822,104,2105370304.864162,15,1221641899.9033601,8,193329499.73852,1,3437813021.9966364,28,3221963796.102512,28,2757722831.46345,23,134092575.676176,1,0.0,0
232,local_history,10M-30M ADA,1417931969.3372917,74,21034328.386713,1,132519957.30318,6,10347592.652174,1,58654732.067357,3,526241332.6623211,27,589447585.093168,31,66692589.855932,4,12993851.316447,1
232,local_history,30M-70M ADA,5571706804.1878395,106,89967504.25788,2,32603744.105433,1,41900976.101993,1,1644243863.2071788,28,2129601753.4174874,40,1537485837.720053,32,95903125.37781301,2,0.0,0
232,local_history,3M-10M ADA,558748523.0827959,100,0.0,0,8528579.685334,1,23088328.946218,3,34215804.078164004,5,83321138.12684998,13,242943110.31673494,45,147965302.63956898,28,18686259.289926,5
232,local_history,<3M ADA,382715010.4538065,884,8791569.338192,24,2540089.60133,2,7835764.600858999,8,12175988.862678,25,22144990.72129499,45,131908779.26362401,176,124114587.521866,241,73203240.54396197,363
232,local_history,>70M ADA,12046291263.269053,98,2107409710.3580909,15,1222408305.8500068,8,191922948.134625,1,3243319662.924763,28,2608129403.3309507,23,2522831310.4023304,22,150269922.268284,1,0.0,0
233,local_history,10M-30M ADA,1478901520.4091368,77,47212437.341143,2,93445784.67110899,5,24271624.007812,2,60287581.378385,3,642416121.275697,32,556514343.4751242,29,39381742.68128601,3,15371885.578581,1
233,local_history,30M-70M ADA,6638249684.46559,125,547386074.7389091,10,44212108.793801,1,0.0,0,1813509167.2513857,31,2418638890.6122932,46,1749976566.5241249,35,64526876.545076996,2,0.0,0
233,local_history,3M-10M ADA,575050748.6862842,104,0.0,0,0.0,0,5633319.833371,1,22844703.642989002,4,104931517.50600299,16,263579428.14891195,48,154686624.238934,29,23375155.316074997,6
233,local_history,<3M ADA,380582695.839109,878,6419832.811936,19,3939654.236098,4,244160.465501,2,12088456.776545,25,20752643.031309005,43,139019626.16155598,169,124893245.17857102,241,73225077.177592,375
233,local_history,>70M ADA,10844728479.333721,92,1620797847.1610932,12,1223269133.1126351,8,336409217.561305,2,2684320272.1545625,25,2335384528.36799,22,2470585253.125275,22,173962227.85086,1,0.0,0
234,local_history,10M-30M ADA,1990418403.7607567,109,46255752.35690799,2,80955608.96044199,4,30067602.280989,2,79847594.15679699,4,848166546.1263613,45,830244955.5466073,47,64542440.478041,4,10337903.854612,1
234,local_history,30M-70M ADA,9534205538.734108,180,550320199.9710281,10,55016766.925952,1,207379504.265618,4,2820417586.980153,48,3542764897.046027,69,2285307247.782902,46,72999335.762422,2,0.0,0
234,local_history,3M-10M ADA,550994126.026706,97,0.0,0,3701113.726191,1,3261553.775621,1,30282945.309357002,4,128032542.72564602,21,245694048.33531603,42,129115788.43361199,25,10906133.720963,3
234,local_history,<3M ADA,362964650.56090283,860,5294322.816528,18,2150190.717702,2,1938912.418505,3,13026117.194463,25,18319402.116774995,53,131718511.80893794,167,127042704.95746604,230,63474488.530525036,362
234,local_history,>70M ADA,7655711202.428747,63,1622085174.183292,12,1052009390.7094672,7,258634366.19820303,2,1124748696.071708,9,1381304223.404549,13,2124293668.7937553,19,92635683.067771,1,0.0,0
235,local_history,10M-30M ADA,2052035992.154156,111,0.0,0,74103434.943522,3,55931912.985642,3,57338824.645863,3,874256950.4813058,47,889995986.6906329,48,89646905.907473,6,10761976.499717,1
235,local_history,30M-70M ADA,11011377960.337664,207,872325734.3272417,16,0.0,0,216300376.58992702,4,3260062278.8954763,57,4087877717.0228705,79,2483184639.8120337,49,91627213.69011301,2,0.0,0
235,local_history,3M-10M ADA,548910980.664389,97,0.0,0,0.0,0,0.0,0,20226655.924242,3,121395259.400602,20,269426885.74228007,46,119772954.97820199,24,18089224.619063,4
235,local_history,<3M ADA,370043772.6304179,872,5384434.144739001,21,1821391.124121,2,2110839.062535,3,9795031.317778002,22,18216598.366469007,54,142737299.54216698,164,129392154.70976196,250,60586024.362846054,356
235,local_history,>70M ADA,6235740301.145017,49,1052614583.790746,7,1052742655.5565641,7,233999261.32434702,2,931925276.1858591,7,935497054.126632,8,1946586781.0111687,17,82374689.149701,1,0.0,0
236,local_history,10M-30M ADA,2199859606.1525893,122,0.0,0,74255906.552998,3,61807783.261918,3,66800130.595914006,3,902113907.6294788,50,903077671.8374089,51,117860848.504201,8,73943357.77067,4
236,local_history,30M-70M ADA,14088006560.020605,263,880175028.8779557,16,0.0,0,556416901.824476,11,3338402415.6178136,59,4364946748.174643,87,2873733026.543995,57,208803327.937741,4,1865529111.0440001,29
236,local_history,3M-10M ADA,579579670.650236,109,0.0,0,0.0,0,8293073.509536,1,20462414.361326,3,71797101.345744,13,258596547.53610706,46,178198233.93244302,36,42232299.96508,10
236,local_history,<3M ADA,372826693.49443144,861,5278461.7831460005,22,2152884.380078,3,3633439.773976,3,9651606.678442,21,17576397.290347002,46,143303067.34235296,166,128589916.02067702,250,62640920.22541204,350
236,local_history,>70M ADA,3147545105.1067677,24,1053285038.6455772,7,1053328616.257504,7,224226440.574412,2,448074440.4271951,4,169404833.08052498,2,199225736.121555,2,0.0,0,0.0,0
237,local_history,10M-30M ADA,2329726706.32189,126,0.0,0,70534276.757779,3,71410295.474943,3,56949743.176855996,3,1013275998.3872539,54,962851299.7633091,53,143864607.941926,9,10840484.819823,1
237,local_history,30M-70M ADA,14446680978.632984,268,533412190.6917321,10,0.0,0,561373156.796569,11,3972634828.4592795,70,4456231698.956882,88,2711027408.741381,54,169961481.035067,3,2042040213.9520922,32
