epoch_no,source,size_bucket,total_active_stake_ada,active_pool_count,0pct_stake_ada,0pct_pool_count,gt_0_0001pct_stake_ada,gt_0_0001pct_pool_count,0001pct_001pct_stake_ada,0001pct_001pct_pool_count,001pct_01pct_stake_ada,001pct_01pct_pool_count,01pct_1pct_stake_ada,01pct_1pct_pool_count,1pct_10pct_stake_ada,1pct_10pct_pool_count,10pct_50pct_stake_ada,10pct_50pct_pool_count,gt_50pct_stake_ada,gt_50pct_pool_count
260,local_history,>70M ADA,632193644.578114,6,293454384.152437,2,0.0,0,0.0,0,73474387.380542,1,74764892.753913,1,0.0,0,0.0,0,190499980.29122198,2
261,local_history,10M-30M ADA,3534496973.775634,194,26021022.651299,1,97658215.127812,5,54630740.725439996,3,153985654.88379598,8,1672104523.6330254,92,1382588407.5440226,77,147508409.21023896,8,0.0,0
261,local_history,30M-70M ADA,16933780637.016891,334,976188610.7659708,24,2823038386.32998,44,1553804149.6684299,32,3652958275.2521806,68,5378854287.975502,113,1865563403.4624112,41,233730210.443213,5,449643313.11919105,7
261,local_history,3M-10M ADA,1119420655.3005455,208,10472375.943942,2,0.0,0,16934952.63504,4,19170081.403279003,4,312577366.3193491,55,517865218.38791496,99,225943564.50943598,41,16457096.101585,3
261,local_history,<3M ADA,491358222.5805684,1636,12850281.478615995,67,1901594.169286,5,6292293.970322999,9,15657020.544101,26,45448744.87165699,86,179245139.5888051,291,163484207.05735794,480,66478940.90042204,672
261,local_history,>70M ADA,637169061.496101,6,297924616.511113,2,0.0,0,0.0,0,75177943.785992,1,73566520.907774,1,0.0,0,0.0,0,190499980.29122198,2
262,local_history,10M-30M ADA,3661509627.5591116,198,26039880.176918,1,107753744.145349,5,71728044.820071,3,154483839.76943302,8,1693870510.6606398,93,1438931675.2703595,80,168701932.71634203,8,0.0,0
262,local_history,30M-70M ADA,16821835403.277424,331,1053603622.5613171,25,2818687678.8370757,44,1518702822.3473928,31,3432567285.811003,64,5471686720.978076,115,1835936676.5074852,40,241007283.115885,5,449643313.11919105,7
262,local_history,3M-10M ADA,1131047804.359979,212,10655310.671616,2,0.0,0,20623354.575143,5,37912776.067416996,8,307163993.96565,54,508618466.8618882,99,233166905.241976,42,12906996.976289,2
262,local_history,<3M ADA,495734685.1316543,1643,12844145.230860999,66,1750595.1468019998,3,5158602.580703,8,15465544.31333,26,44140712.005272016,83,188352902.5068461,294,165446058.85750705,492,62576124.49033399,671
262,local_history,>70M ADA,645561200.012131,6,305684960.641414,2,0.0,0,0.0,0,77053285.314272,1,72322973.765223,1,0.0,0,0.0,0,190499980.29122198,2
263,local_history,10M-30M ADA,3618993725.638209,197,38317894.961296,2,86569186.27790001,4,40713116.725105,2,175133706.577367,9,1710888436.3938446,94,1396094388.0886147,78,171276996.61408404,8,0.0,0
263,local_history,30M-70M ADA,16902477665.731953,334,1076212399.9220052,25,2812801708.218605,44,1548071377.2132363,32,3461132811.832191,65,5328853195.135151,113,2032711271.7800205,44,192993278.392005,4,449701623.23875606,7
263,local_history,3M-10M ADA,1124420572.983815,211,4287947.635412,1,0.0,0,20840965.272588998,5,34888336.427432,8,291847469.684526,52,514524007.7689212,99,245027108.51907104,44,13004737.675864,2
263,local_history,<3M ADA,499862000.2978278,1663,13643733.842728997,69,4306583.1477459995,4,5983648.959526,8,14911279.760071998,26,49200021.428681,86,187784384.07102412,295,160258127.00320593,488,63774222.08484405,687
263,local_history,>70M ADA,581163744.221542,5,240642409.17207,1,0.0,0,0.0,0,77708051.96348,1,72271558.4269,1,0.0,0,0.0,0,190541724.659092,2
264,local_history,10M-30M ADA,3747958894.5143657,204,50336044.450751,3,86732666.875782,4,40974508.579255,2,177784299.612207,9,1818319600.1689734,99,1371422360.644872,77,189536663.102335,9,12852751.080189,1
264,local_history,30M-70M ADA,17163697131.82567,337,1148810963.2523072,27,2761717331.671708,43,1555412310.1551578,32,3302172740.1695967,62,5317505330.109813,111,2089094954.216661,46,222033013.141037,4,766950489.1093811,12
264,local_history,3M-10M ADA,1172352614.904805,222,9366619.883161,2,0.0,0,19260368.708056,5,31545264.892758004,7,314645058.55505294,56,522744649.762509,102,261503846.77432603,48,13286806.328942,2
264,local_history,<3M ADA,476133433.2283606,1677,14168109.963467,69,3950097.634004,5,3673140.1978279995,7,20559529.408949,29,41318331.63879501,81,166991919.36343092,285,159525874.675237,497,65946430.34665105,704
264,local_history,>70M ADA,395811587.42361295,3,244612409.17207,1,0.0,0,0.0,0,78866345.967514,1,72332832.284029,1,0.0,0,0.0,0,0.0,0
265,local_history,10M-30M ADA,3742878210.3542533,202,50394069.05506,3,116630701.722336,5,38470926.279303,2,153008250.43536,8,1735247387.4709044,93,1426330362.3030474,80,210170570.294099,10,12625942.794143,1
265,local_history,30M-70M ADA,17212365547.529667,337,1165390170.143538,27,2731564740.7552543,42,1557793727.918919,32,2965337570.171192,56,5800840817.778987,120,2066372633.1939828,45,157897502.427723,3,767168385.1400571,12
265,local_history,3M-10M ADA,1189235607.4353921,224,9368594.052075,2,0.0,0,18078034.445063,5,31533491.570878997,7,317606430.1423699,57,524328051.92165184,101,274587410.13523495,50,13733595.168118998,2
265,local_history,<3M ADA,483670956.4326011,1693,11326776.438144,70,3904059.687879,6,3644845.606759,7,20185694.727840997,29,39554922.72833701,82,178007761.81063187,293,162550243.41829196,489,64496652.01471802,717
265,local_history,>70M ADA,398248901.659613,3,244612409.17207,1,0.0,0,0.0,0,81280092.259209,1,72356400.228334,1,0.0,0,0.0,0,0.0,0
266,local_history,10M-30M ADA,3738149162.7613754,201,50429698.327598006,3,107757680.91615899,5,36660854.212307006,2,152637779.31282002,8,1807619735.7801995,94,1411469728.7018309,79,158675302.965114,9,12898382.545347,1
266,local_history,30M-70M ADA,17233903998.802628,338,1089284142.0456107,26,2733368379.7440696,42,1559488449.2418332,32,2311658150.634353,45,6288581057.815851,129,2010641948.8401275,43,221998937.83574802,5,1018882932.645042,16
266,local_history,3M-10M ADA,1219184100.0542927,229,9415255.272900999,2,9536553.046103,2,18092729.460666,5,31434580.270738997,7,334290648.31315,59,536734713.4448191,102,265783826.09785604,50,13895794.148059,2
266,local_history,<3M ADA,490535150.3628462,1715,10718232.230447,67,2673827.165393,4,5464577.100929,8,22473232.495053004,30,39830364.161464006,79,182108018.85606292,307,160946549.3638981,486,66320348.989600025,734
266,local_history,>70M ADA,401861802.13653696,3,244612409.17207,1,0.0,0,0.0,0,81878609.296293,1,75370783.668174,1,0.0,0,0.0,0,0.0,0
267,local_history,10M-30M ADA,3750071513.870338,200,50457462.90234099,3,77125203.624884,4,32760476.283719003,2,150566436.00286502,8,1871057409.5690181,96,1406913449.6009755,78,148288876.47778898,8,12902199.408746,1
267,local_history,30M-70M ADA,17159898665.479347,338,1065382680.5579221,26,2766856818.9725223,43,1537736915.5959382,32,2195268883.37747,43,6176663369.880351,128,2041710284.302643,43,232671513.113671,5,1143608199.6788483,18
267,local_history,3M-10M ADA,1212832474.1763668,227,9338540.650665,2,3004406.309443,1,22080055.614328,5,26233111.994584,6,335923871.80128294,59,527650995.0466821,100,272913457.68831706,51,15688035.071064,3
267,local_history,<3M ADA,500267526.8598256,1732,10704152.873796998,66,3024695.699226,4,9460101.198136998,9,19433917.939693008,34,51181438.655854,87,175537467.62296697,292,163902862.22329184,508,67022890.646860085,732
267,local_history,>70M ADA,398584330.033576,3,246562409.17207,1,0.0,0,76604739.81763,1,0.0,0,75417181.043876,1,0.0,0,0.0,0,0.0,0
268,local_history,10M-30M ADA,3789619708.6866117,201,66378022.142624006,4,118181327.216943,6,45038844.868725,2,141448198.332836,7,1897249589.0435157,98,1359575003.941716,75,148839653.22256702,8,12909069.917686,1
268,local_history,30M-70M ADA,16905637303.018568,335,1026343980.741632,26,2736865288.561117,42,1490063721.9143531,31,2184428210.7635283,43,6026126268.422164,126,2017556351.0814655,43,278759176.99327004,6,1145494304.5410352,18
268,local_history,3M-10M ADA,1259887353.9695237,247,13624818.284288,3,11392878.814228998,3,25559506.271609,5,46864036.52802601,11,351711076.51218814,74,552573861.171825,103,243663428.96776998,45,14497747.419588,3
268,local_history,<3M ADA,486770583.3722407,1702,10409780.609057,67,2822580.193142,5,8172352.748563,7,17233653.081215996,31,41355262.867316015,80,173310618.67694098,298,154776818.13897195,493,78689517.05703507,721
268,local_history,>70M ADA,401399840.979797,3,246992409.17207,1,0.0,0,78418777.096266,1,0.0,0,75988654.711461,1,0.0,0,0.0,0,0.0,0
269,local_history,10M-30M ADA,3743510113.6566453,198,65800673.724599004,4,118032435.37791201,6,69884819.037982,3,119541774.42498,6,1856974367.0863528,98,1339044179.122934,72,174231864.881885,9,0.0,0
269,local_history,30M-70M ADA,16901718013.568829,336,962546932.3876419,25,2739062580.112565,42,1480425923.503554,31,2196723923.6758184,43,6244139935.313095,132,1847623199.2697654,39,349351169.99558496,7,1081844349.310802,17
269,local_history,3M-10M ADA,1252790598.8088968,244,13648114.849661,3,8880479.203655,2,23380626.967363,5,43391595.572013006,10,308460350.582637,66,581248961.1843679,107,258138986.94248706,48,15641483.506713,3
269,local_history,<3M ADA,487141176.37143433,1726,9555846.369044999,67,3509713.261365,7,8183392.579689,6,20602912.739571005,35,42900809.808098,78,172918316.17244998,307,149203118.81461996,496,80267066.62659803,730
269,local_history,>70M ADA,401610354.19915104,3,247142409.17207,1,0.0,0,78457265.00652,1,0.0,0,76010680.020561,1,0.0,0,0.0,0,0.0,0
270,local_history,10M-30M ADA,3672572423.5450654,196,66155927.198841,4,118468108.597968,6,16168818.323742,1,119064103.657316,6,1819231501.0804563,96,1347761657.3446429,73,185722307.342102,10,0.0,0
270,local_history,30M-70M ADA,16973462664.84317,338,966949514.3048416,25,2740870775.6895304,42,1551961395.2808468,33,2169787248.1138725,43,6151617019.999234,130,2000178779.9257312,42,309728529.459541,6,1082369402.069556,17
270,local_history,3M-10M ADA,1260464786.5949242,246,13647833.609531,3,12155819.66829,3,28794580.78651,6,44522026.534627,10,313003924.39227194,67,585818385.6688269,108,250382178.01059598,46,12140037.924272,3
270,local_history,<3M ADA,484921617.4039337,1755,8350637.549927999,65,3086169.4290830004,6,6346862.2273,7,18678987.624667004,36,50742047.11474801,94,164787308.23831505,302,151810415.1356939,493,81119190.084199,752
270,local_history,>70M ADA,502357055.686443,4,247142409.17207,1,0.0,0,78500538.276953,1,0.0,0,176714108.23742002,2,0.0,0,0.0,0,0.0,0
271,local_history,10M-30M ADA,3511370310.782983,192,65181267.38008,4,118306887.164963,6,37184304.016027994,3,120571725.62022899,6,1754859178.8420541,95,1256281980.47069,69,158984967.288939,9,0.0,0
271,local_history,30M-70M ADA,17227013425.90564,345,1032782545.0762982,27,2742575593.073055,42,1541202879.5279741,32,2200591245.403354,44,6184684176.832192,131,2112618335.7425036,45,329547496.383344,7,1083011153.8669178,17
271,local_history,3M-10M ADA,1225237923.80075,240,14011585.194691,3,12712850.741728,3,31405330.846544,6,36303530.639194004,9,321474279.07345194,69,564989205.4541229,105,232041185.36059198,42,12299956.490426,3
271,local_history,<3M ADA,501267351.3461572,1789,7998265.085188997,63,3205279.997396,6,6455192.820973999,8,15050504.066430002,32,53606444.334220015,100,170164793.97967896,307,164751568.09849468,504,80035302.96377485,769
271,local_history,>70M ADA,506020557.27582103,4,247292409.17207,1,0.0,0,80094102.276766,1,0.0,0,178634045.826985,2,0.0,0,0.0,0,0.0,0
272,local_history,10M-30M ADA,3514179107.398218,192,64204178.91471501,4,118741803.83637,6,43632010.716012,3,120942021.06490201,6,1709001461.834849,94,1273089996.874737,69,184567634.156633,10,0.0,0
272,local_history,30M-70M ADA,17384717412.68692,347,1036539785.6331843,27,2744417255.682959,42,1542974406.553845,32,2152882710.9622216,43,6501780173.29467,137,1968427476.382389,42,354125488.306841,7,1083570115.870802,17
272,local_history,3M-10M ADA,1213290484.3887393,238,18046534.583247997,3,12551319.182262,3,31138686.601863,6,45984856.939835,10,309343534.74726206,66,549227485.743123,102,234688552.863464,45,12309513.727683,3
272,local_history,<3M ADA,504539844.2476295,1803,10008476.440198,62,1605361.509692,4,6961774.262643999,9,17579329.362182006,37,48644275.797609,95,181988808.34859994,312,159299802.56216478,501,78452015.96454002,783
272,local_history,>70M ADA,403273567.059111,3,247292409.17207,1,0.0,0,80251961.433849,1,0.0,0,75729196.453192,1,0.0,0,0.0,0,0.0,0
273,local_history,10M-30M ADA,3500810643.8507347,192,63797376.037603006,4,117369266.494966,6,48580114.0896,3,120981756.873739,6,1685355586.5486398,93,1275310705.9346228,70,189415837.87156302,10,0.0,0
273,local_history,30M-70M ADA,17358441410.148273,346,997921527.6930295,26,2746126270.0727715,42,1543214071.6904192,32,2221396170.0851183,44,6393048190.749856,135,2039057359.738175,43,333550188.760709,7,1084127631.3581991,17
273,local_history,3M-10M ADA,1220533346.8493826,239,18052308.871317,3,12676679.128825,3,24065911.824594,5,42840013.719275,9,326044221.02783597,69,558770225.484792,105,222402860.934116,41,15681125.858629,4
273,local_history,<3M ADA,519621559.69769794,1814,7745473.572421001,60,1453557.253408,4,6858622.552859,7,17106555.326683003,40,57134948.066165015,96,183721323.3479432,317,165013110.1521679,523,80587969.42605089,767
273,local_history,>70M ADA,476257998.20048404,4,319381091.380877,2,0.0,0,81072169.185837,1,0.0,0,75804737.63377,1,0.0,0,0.0,0,0.0,0
274,local_history,10M-30M ADA,3573623545.595487,196,64079399.98489,4,76185404.94584501,4,50771715.632878,3,121753053.029309,6,1698340387.4510944,94,1383777850.1822548,75,178715734.369219,10,0.0,0
274,local_history,30M-70M ADA,17309713030.971676,345,999159187.099829,26,2779127123.2317204,43,1593663216.0779927,33,2273534255.444846,45,6315308265.182952,134,2072875824.2646298,43,254592940.33132702,5,1021452219.338381,16
274,local_history,3M-10M ADA,1215097561.4182944,239,18060366.853375,3,12744295.274712,3,24448392.725424998,5,39624606.571936,8,325248078.25447196,70,554061446.7713139,105,232191869.263977,43,8718505.703084,2
274,local_history,<3M ADA,510384236.7533135,1850,7639153.466383999,63,1611180.249235,4,7758192.404941999,7,15426645.203283997,39,53636551.30090096,94,175607489.00539103,323,163903957.35940698,523,84801067.76376988,797
274,local_history,>70M ADA,485483642.03717196,4,328381103.18087703,2,0.0,0,81269679.497957,1,0.0,0,75832859.358338,1,0.0,0,0.0,0,0.0,0
275,local_history,10M-30M ADA,3547113524.5006957,195,64204929.952043,4,75483387.73107201,4,64348801.595543995,3,92867610.324896,5,1745720065.9095125,96,1324596972.340463,73,179891756.647162,10,0.0,0
275,local_history,30M-70M ADA,17393608650.071487,346,1093894785.253919,27,2781347766.7910852,43,1563294686.826708,32,2299203926.567118,46,6326979654.761576,134,2058174128.7268972,43,248644442.58095,5,1022069258.5632241,16
275,local_history,3M-10M ADA,1222688233.5463872,239,18067936.02011,3,11770691.574965999,3,25441817.588721998,5,35338137.2446,7,320346717.10000104,69,572414428.4602598,108,230841253.22920102,42,8467252.328528,2
275,local_history,<3M ADA,516440509.1808353,1872,6418690.479624999,61,1608851.891968,4,7500611.989582,7,15585253.891675,37,56143763.39369602,98,180504225.5673551,324,163336312.80205294,544,85342799.16488191,797
275,local_history,>70M ADA,326322062.240886,3,167924362.253723,1,0.0,0,82495497.026358,1,0.0,0,75902202.960805,1,0.0,0,0.0,0,0.0,0
276,local_history,10M-30M ADA,3569083281.9822583,197,63997402.103076,4,76104172.363814,4,63021466.722523995,3,92603383.553262,5,1749007028.6637192,97,1361507556.031951,75,162842272.543912,9,0.0,0
276,local_history,30M-70M ADA,17446622166.539772,346,1106010521.243309,27,2783229081.255143,43,1567799856.6837966,32,2169298049.4080186,43,6362378535.711179,135,2135495893.143182,44,236502543.789526,5,1085907685.3056169,17
276,local_history,3M-10M ADA,1219441686.1214015,237,18077727.342805,3,11763447.868157,3,25310887.756417997,5,41149272.849965,8,326716358.96568394,70,548512072.7357329,103,239751600.65281293,43,8160317.9498270005,2
276,local_history,<3M ADA,530781863.03011495,1883,6496435.922094999,62,1611593.5173479998,4,7748247.9385939995,8,17530439.133417998,38,56674517.501190014,101,191001635.7689321,335,162663474.05304298,543,87055519.19549595,792
276,local_history,>70M ADA,326491023.480336,3,167964466.878623,1,0.0,0,82595201.909669,1,0.0,0,75931354.692044,1,0.0,0,0.0,0,0.0,0
277,local_history,10M-30M ADA,3609382802.567794,197,63190734.242088996,4,75857195.574005,4,68170300.309661,3,91606641.644774,5,1748818446.4242518,96,1418258651.2078218,77,143480833.165192,8,0.0,0
277,local_history,30M-70M ADA,17566046843.232426,347,1252002607.5981538,29,2785276042.2866397,43,1570461824.7916605,32,2292095066.645445,46,6278593311.800855,133,2014023629.782015,41,287057973.106203,6,1086536387.2214568,17
277,local_history,3M-10M ADA,1247251561.4791064,241,18093748.083199,3,11901530.623665001,3,32220536.964883,6,40127081.657068,8,350799658.55184793,73,538447284.6112831,102,234518996.54036197,42,21142724.446797997,4
277,local_history,<3M ADA,536705319.57142967,1896,6101466.451755999,61,1558477.512915,4,10180646.587297,7,17068216.952876,35,54538630.040472984,111,190911180.760405,331,171825260.7934748,551,84521440.47223298,796
277,local_history,>70M ADA,237228746.49781,3,78590397.640807,1,0.0,0,82631694.956505,1,0.0,0,76006653.900498,1,0.0,0,0.0,0,0.0,0
278,local_history,10M-30M ADA,3599354948.7901807,196,63312197.505698,4,75839240.463672,4,72011934.31590599,3,113785919.888746,6,1732618430.70063,94,1398238046.6215763,77,143549179.293953,8,0.0,0
278,local_history,30M-70M ADA,17557757683.017803,347,1252441030.5156262,29,2788245512.576607,43,1575101884.1118262,32,2144396417.6098168,43,6389721536.717047,135,2030756184.8492374,42,290091755.105105,6,1087003361.532523,17
278,local_history,3M-10M ADA,1266796565.7952054,243,18075602.426041998,3,12054919.958218,3,36755200.426805,6,34221884.534343004,7,357085315.58812505,74,545037164.3186051,104,246032927.921623,43,17533550.621444,3
278,local_history,<3M ADA,535159964.8732154,1921,6121447.781525997,64,1402547.2209450002,4,11723905.363251,8,16957983.802119,37,55073664.780806035,112,183058731.90960816,329,175206216.39425284,560,85615467.62070791,807
278,local_history,>70M ADA,237310554.751922,3,78590397.640807,1,0.0,0,82675324.50312,1,0.0,0,76044832.607995,1,0.0,0,0.0,0,0.0,0
279,local_history,10M-30M ADA,3631117758.5421996,201,60705228.85654101,4,76029736.711789,4,53563121.470047,3,116659531.922998,6,1957792581.8765693,109,1227337799.9543605,67,139029757.74989203,8,0.0,0
279,local_history,30M-70M ADA,17460334428.277634,343,1249862722.4810731,29,2788696265.785768,43,1610771005.1115165,33,2169925511.476094,43,6215958064.348887,130,2087363270.2132244,43,250089845.91983998,5,1087667742.94124,17
279,local_history,3M-10M ADA,1346836124.565272,257,22905416.353688,4,12531134.361991,3,44801749.264038,7,40837443.196477994,9,359096542.8767051,75,605483581.9303058,113,243676025.240134,43,17504231.341932,3
279,local_history,<3M ADA,535073361.45807797,1910,6113223.709199001,62,1252057.567332,4,10714463.078722,7,14211359.567638,37,64812609.744745985,119,173188044.18411916,305,170331516.4654588,566,94450087.14086391,810
279,local_history,>70M ADA,237371922.41412902,3,78590397.640807,1,0.0,0,82721803.612067,1,0.0,0,76059721.161255,1,0.0,0,0.0,0,0.0,0
280,local_history,10M-30M ADA,3658131365.944728,204,60742755.739691,4,102914752.41050501,5,57576563.064218,3,112125361.05046898,6,1970702402.2976077,110,1218078040.9129066,68,135991490.469332,8,0.0,0
280,local_history,30M-70M ADA,17372183892.63292,343,1247841193.9634318,29,2791267704.335638,43,1617117553.9303093,33,2005754772.623548,40,6267246770.382536,132,2059707511.96685,43,295034050.212017,6,1088214335.2185931,17
280,local_history,3M-10M ADA,1340593197.3632102,256,18109882.578731,3,12579626.373762,3,58383695.85403299,9,35237851.19072,8,367746036.65136194,77,598317637.4108526,112,233010996.812595,41,17207470.491154,3
280,local_history,<3M ADA,548911672.0511794,1922,6099185.692873001,59,1253993.8099449999,4,16991692.036484,12,16362886.598930998,39,65753873.69563298,117,181403892.10252488,308,164297738.4531408,565,96748409.6616479,818
280,local_history,>70M ADA,311007397.691589,4,78610100.340807,1,0.0,0,82870682.277758,1,75359954.451093,1,74166660.621931,1,0.0,0,0.0,0,0.0,0
281,local_history,10M-30M ADA,3672591266.2559342,205,60784253.779134005,4,102117066.394016,6,41389963.812724,2,132774025.53516999,7,1975689352.4616969,110,1221303362.0345097,68,138533242.23868302,8,0.0,0
281,local_history,30M-70M ADA,17551447659.889202,347,1308381840.36732,30,2837118264.7237124,44,1656015137.5728,34,2030979822.6845589,41,6268589707.861534,132,2104327607.2765665,44,257165736.068048,5,1088869543.334665,17
281,local_history,3M-10M ADA,1308936318.1076217,253,26184546.444523,4,12740335.402064,3,41369283.701332,6,35282202.175059,8,360411170.75835395,75,586739130.279367,113,229368017.09307405,41,16841632.253849,3
281,local_history,<3M ADA,564360389.2969829,1928,6027852.881050001,57,1579464.8301960002,5,22680069.101665005,16,19583768.987006,40,60619746.282413,113,188735829.210652,310,167605054.43197304,577,97528603.57202788,810
281,local_history,>70M ADA,157134972.095489,2,0.0,0,0.0,0,82914327.895346,1,0.0,0,74220644.200143,1,0.0,0,0.0,0,0.0,0
282,local_history,10M-30M ADA,3674529769.149634,206,60823622.302598,4,102111873.19142899,6,55052866.875837,3,136551420.272949,7,1901764375.5219014,106,1248948511.6416605,70,152716870.831903,9,16560228.511354,1
282,local_history,30M-70M ADA,17543266940.21211,348,1305837231.4326649,30,2812238034.3068542,44,1664838903.7961333,34,2086305539.1843977,42,6322768180.351375,134,2046745377.4099774,43,215038537.06198,4,1089495136.6687253,17
282,local_history,3M-10M ADA,1304102928.519057,251,26423693.639871,4,12771170.329746999,3,43506720.177926,6,25731007.834109,7,380760812.66020215,77,575387348.7614028,110,221784699.65399104,41,17737475.461806998,3
282,local_history,<3M ADA,565422485.167494,1951,5739334.639210001,58,1582831.135742,5,20201509.302941,14,22665587.911922,44,60169540.27834801,112,196608034.51940778,320,163503943.80786207,574,94951703.57206284,824
282,local_history,>70M ADA,157338734.311459,2,0.0,0,0.0,0,83075471.028002,1,0.0,0,74263263.283457,1,0.0,0,0.0,0,0.0,0
283,local_history,10M-30M ADA,3633048006.4641743,205,60862188.766618,4,102675741.21671301,6,55261707.514427006,3,137136394.878681,7,1905949618.2375784,106,1203844176.1413736,69,150733743.273881,9,16584436.434904,1
283,local_history,30M-70M ADA,17698075659.8958,351,1306229924.429051,30,2870355247.7573895,45,1630729785.8273523,33,1965995370.1178656,40,6450399487.770993,136,2212366898.543432,47,171846319.66771,3,1090152625.781995,17
283,local_history,3M-10M ADA,1297728559.7553527,251,26450491.692906,4,13175410.22832,3,57418133.54256501,9,26688992.326270998,7,379919629.09124905,78,552955885.857894,107,233153416.609101,41,7966600.407047,2
283,local_history,<3M ADA,565071215.0347923,1962,6253220.273998998,60,3380980.934127,5,18047248.161916003,14,16212822.903059,40,59928879.65817001,109,202920615.35162985,326,161149840.11648306,566,97177607.63540795,842
283,local_history,>70M ADA,83225348.285423,1,0.0,0,0.0,0,83225348.285423,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
284,local_history,10M-30M ADA,3660979945.8755207,207,71672332.08812399,5,102644507.42655098,6,55431069.315619,3,137089791.916727,7,1898801231.5389695,106,1216166336.5552778,69,162692349.443557,10,16482327.590695,1
284,local_history,30M-70M ADA,17666296008.809082,349,1307215636.32415,30,2860763711.6890035,45,1638398237.3292627,33,2011717657.8725991,40,6492520549.900524,137,2045193989.4051135,43,219802423.88123202,4,1090683802.407186,17
284,local_history,3M-10M ADA,1292133381.4109013,249,26486010.699653,4,13155068.625412,3,59107721.330944,9,36798397.082817,8,376602290.918391,77,548983278.9295651,105,219846423.82872593,40,11154189.995393999,3
284,local_history,<3M ADA,572993165.1564676,1992,7264721.514921999,62,1599562.725665,3,17052173.559753,14,20795669.064130995,40,61309626.22546797,108,205275254.79369473,327,161745626.79017803,575,97950530.48265585,863
284,local_history,>70M ADA,83322167.259248,1,0.0,0,0.0,0,83322167.259248,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
285,local_history,10M-30M ADA,3655637507.1653795,207,71272622.572834,5,101432203.612904,6,55560774.920357004,3,167764791.396713,9,1884244001.6010041,105,1197226079.799362,68,161642080.992167,10,16494952.270039,1
285,local_history,30M-70M ADA,17518952986.98134,347,1361136563.8624089,31,2832478633.4861155,44,1646133507.3354893,33,2010906656.287002,40,6327623571.854327,135,2057795082.0049133,43,210030719.738235,4,1072848252.412859,17
285,local_history,3M-10M ADA,1333388554.4276037,256,18459404.130294003,3,18276299.810175,4,64767426.53889399,10,40432102.860917,9,380205757.27257,79,566271635.5602112,106,233817950.628809,42,11157977.625733,3
285,local_history,<3M ADA,568495253.2196821,2002,7259281.633191996,71,1596197.531397,3,18425681.484541,14,23108792.871134005,40,58430541.77563102,104,194270673.13094798,328,169370296.51695597,581,96033788.27588393,861
285,local_history,>70M ADA,83465853.216101,1,0.0,0,0.0,0,83465853.216101,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
286,local_history,10M-30M ADA,3653854416.642804,206,81843625.87227198,6,100833294.835673,6,55445942.14248,3,155237012.80160302,8,1887823590.8372073,104,1195793044.916176,68,160524580.246508,10,16353324.990881,1
286,local_history,30M-70M ADA,17387607180.109177,345,1364943444.866243,31,2875492426.189509,45,1600509580.9371176,32,1946470360.9004476,39,6218033898.77587,133,2139229628.690176,45,216191806.000148,4,1026736033.7496581,16
286,local_history,3M-10M ADA,1362063231.3061473,258,8755272.325830001,2,18398112.430767998,4,68636451.469018,10,62813883.084998995,12,381257633.2582311,78,588847496.476776,108,225859847.520903,42,7494534.739623,2
286,local_history,<3M ADA,582204187.5176114,2012,7384202.3584349975,72,1595799.275922,3,21357901.453509003,16,17059983.8999,34,65268198.21346101,109,209532906.75508603,332,162821569.506582,580,97183626.05471797,866
286,local_history,>70M ADA,155365591.87800097,2,0.0,0,0.0,0,155365591.87800097,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
287,local_history,10M-30M ADA,3710372292.4422245,209,73991500.777864,5,98665975.05934499,6,89516410.317526,6,167211174.29757398,9,1923223499.3551698,107,1171690408.2039552,65,169703718.27037102,10,16369606.160421,1
287,local_history,30M-70M ADA,17136613655.288399,340,1368260672.5518382,31,2886040553.905494,45,1604262536.9884412,32,1889185941.3675919,38,6097519113.691283,131,2167815622.7198334,45,159725255.667855,3,963803958.3960589,15
287,local_history,3M-10M ADA,1374339213.9968138,261,18088098.986445,3,18204112.695475,4,60376492.15929999,8,62657311.711936004,12,369186298.4346121,78,618826854.5804771,113,219552152.66930503,41,7447892.759265,2
287,local_history,<3M ADA,588785044.6920632,2022,7367544.339313997,69,1387604.26038,3,22360588.784211006,18,23796466.374721006,40,64108253.23698298,107,210266131.86896572,333,162087279.67263502,575,97411176.15485391,877
287,local_history,>70M ADA,230986868.657314,3,0.0,0,0.0,0,157823752.772447,2,0.0,0,73163115.884867,1,0.0,0,0.0,0,0.0,0
288,local_history,10M-30M ADA,3881543078.198541,216,74049064.187426,5,124445236.889937,7,109569682.404374,6,161507060.611058,9,1996278735.8200626,109,1216895750.0258021,68,182419124.35882998,11,16378423.901048,1
288,local_history,30M-70M ADA,17066774114.079683,336,1374361264.3924372,31,2839289056.209659,44,1604686123.3272488,32,2019535724.6475577,40,6025645122.871424,129,2006045397.7513726,41,169962544.42870098,3,1027248880.4512641,16
288,local_history,3M-10M ADA,1377392856.052027,261,17979371.748774,3,18298307.39358,4,62733967.094616994,8,64146747.832698,12,398427352.849853,82,589642008.011816,109,214242323.40310797,40,11922777.71758,3
288,local_history,<3M ADA,580213234.6769499,2020,9310971.922691004,72,1387637.8786960002,3,17315988.750817,16,24872784.765920002,44,61281517.962136,102,204218466.09928682,327,162774521.31720325,570,99051345.98019993,886
