epoch_no,start_date_utc,reserve_ada,rho_rate,eta_capped,tau_rate,d_decentralisation,transition_gate,monetary_expansion_nominal_ada,monetary_expansion_eta_adjusted_ada,monetary_expansion_pool_side_ada,is_current_partial_epoch
421,2023-06-29,9063032557.660484,0.003000,0.967917,0.200000,0.000000,1,27189097.672981,26316780.789307,21053424.631445,False
422,2023-07-04,9047622199.764893,0.003000,0.973426,0.200000,0.000000,1,27142866.599295,26421570.051702,21137256.041362,False
423,2023-07-09,9032034292.857262,0.003000,0.967500,0.200000,0.000000,1,27096102.878572,26215479.535018,20972383.628015,False
424,2023-07-14,9016392244.472160,0.003000,0.973843,0.200000,0.000000,1,27049176.733416,26341640.397566,21073312.318052,False
425,2023-07-19,9000866603.128574,0.003000,0.974722,0.200000,0.000000,1,27002599.809386,26320034.091982,21056027.273585,False
426,2023-07-24,8985278126.640116,0.003000,0.971759,0.200000,0.000000,1,26955834.379920,26194581.649747,20955665.319797,False
427,2023-07-29,8969722014.329330,0.003000,0.976157,0.200000,0.000000,1,26909166.042988,26267581.760019,21014065.408015,False
428,2023-08-03,8954215876.954027,0.003000,0.974491,0.200000,0.000000,1,26862647.630862,26177401.388056,20941921.110445,False
429,2023-08-08,8938829163.644506,0.003000,0.977083,0.200000,0.000000,1,26816487.490934,26201942.985933,20961554.388746,False
430,2023-08-13,8923448699.710226,0.003000,0.976343,0.200000,0.000000,1,26770346.099131,26137029.115026,20909623.292021,False
431,2023-08-18,8908035374.574999,0.003000,0.968519,0.200000,0.000000,1,26724106.123725,25882791.671682,20706233.337345,False
432,2023-08-23,8892643599.428595,0.003000,0.939537,0.200000,0.000000,1,26677930.798286,25064904.056501,20051923.245200,False
433,2023-08-28,8877370345.904236,0.003000,0.969259,0.200000,0.000000,1,26632111.037713,25813420.216924,20650736.173539,False
434,2023-09-02,8862589414.115358,0.003000,0.971574,0.200000,0.000000,1,26587768.242346,25831986.311753,20665589.049403,False
435,2023-09-07,8847342747.476446,0.003000,0.973194,0.200000,0.000000,1,26542028.242429,25830554.429820,20664443.543856,False
436,2023-09-12,8832022058.874836,0.003000,0.984352,0.200000,0.000000,1,26496066.176625,26081451.807750,20865161.446200,False
437,2023-09-17,8816766950.673504,0.003000,0.984028,0.200000,0.000000,1,26450300.852021,26027830.768967,20822264.615174,False
438,2023-09-22,8801415188.576256,0.003000,0.971481,0.200000,0.000000,1,26404245.565729,25651235.599595,20520988.479676,False
439,2023-09-27,8786093762.361532,0.003000,0.981898,0.200000,0.000000,1,26358281.287085,25881147.584156,20704918.067325,False
440,2023-10-02,8770985210.124102,0.003000,0.978426,0.200000,0.000000,1,26312955.630372,25745277.976495,20596222.381196,False
441,2023-10-07,8755712247.133776,0.003000,0.984769,0.200000,0.000000,1,26267136.741401,25867049.334553,20693639.467643,False
442,2023-10-12,8740627073.337488,0.003000,0.971343,0.200000,0.000000,1,26221881.220012,25470430.086902,20376344.069522,False
443,2023-10-17,8725270759.466564,0.003000,0.979491,0.200000,0.000000,1,26175812.278400,25638965.758060,20511172.606448,False
444,2023-10-22,8710191636.492474,0.003000,0.976713,0.200000,0.000000,1,26130574.909477,25522071.243761,20417656.995009,False
445,2023-10-27,8694963287.980164,0.003000,0.969259,0.200000,0.000000,1,26084889.863940,25283021.027382,20226416.821906,False
446,2023-11-01,8679810673.091784,0.003000,0.972870,0.200000,0.000000,1,26039432.019275,25332991.872826,20266393.498261,False
447,2023-11-06,8664777302.912098,0.003000,0.982130,0.200000,0.000000,1,25994331.908736,25529803.569997,20423842.855997,False
448,2023-11-11,8649726897.692244,0.003000,0.978426,0.200000,0.000000,1,25949180.693077,25389351.146643,20311480.917314,False
449,2023-11-16,8634608907.096306,0.003000,0.973380,0.200000,0.000000,1,25903826.721289,25214257.259958,20171405.807967,False
450,2023-11-21,8619584135.017586,0.003000,0.966389,0.200000,0.000000,1,25858752.405053,24989611.004772,19991688.803817,False
451,2023-11-26,8604731076.564123,0.003000,0.977315,0.200000,0.000000,1,25814193.229692,25228593.475871,20182874.780697,False
452,2023-12-01,8589957179.575094,0.003000,0.986157,0.200000,0.000000,1,25769871.538725,25413149.705851,20330519.764681,False
453,2023-12-06,8575057374.648348,0.003000,0.968796,0.200000,0.000000,1,25725172.123945,24922451.475263,19937961.180210,False
454,2023-12-11,8560024968.913102,0.003000,0.979630,0.200000,0.000000,1,25680074.906739,25156962.269750,20125569.815800,False
455,2023-12-16,8545305926.326569,0.003000,0.981389,0.200000,0.000000,1,25635917.778980,25158804.864760,20127043.891808,False
456,2023-12-21,8530456126.418253,0.003000,0.971157,0.200000,0.000000,1,25591368.379255,24853246.967205,19882597.573764,False
457,2023-12-26,8515623736.425579,0.003000,0.987407,0.200000,0.000000,1,25546871.209277,25225169.868123,20180135.894498,False
458,2023-12-31,8501083191.092514,0.003000,0.973194,0.200000,0.000000,1,25503249.573278,24819620.799994,19855696.639995,False
459,2024-01-05,8486301514.701735,0.003000,0.970231,0.200000,0.000000,1,25458904.544105,24701030.672723,19760824.538178,False
460,2024-01-10,8471762024.474669,0.003000,0.965880,0.200000,0.000000,1,25415286.073424,24548107.099530,19638485.679624,False
461,2024-01-15,8457302540.309566,0.003000,0.959907,0.200000,0.000000,1,25371907.620929,24354682.065386,19483745.652309,False
462,2024-01-20,8442920926.434661,0.003000,0.968843,0.200000,0.000000,1,25328762.779304,24539584.198264,19631667.358611,False
463,2024-01-25,8428636511.768877,0.003000,0.944630,0.200000,0.000000,1,25285909.535307,23885819.359185,19108655.487348,False
464,2024-01-30,8414256054.893475,0.003000,0.959722,0.200000,0.000000,1,25242768.164680,24226045.558047,19380836.446438,False
465,2024-02-04,8400262854.415407,0.003000,0.966296,0.200000,0.000000,1,25200788.563246,24351428.652411,19481142.921929,False
466,2024-02-09,8386071088.078952,0.003000,0.968657,0.200000,0.000000,1,25158213.264237,24369689.635538,19495751.708431,False
467,2024-02-14,8371794055.621580,0.003000,0.979630,0.200000,0.000000,1,25115382.166865,24603772.530132,19683018.024106,False
468,2024-02-19,8357522743.470265,0.003000,0.986435,0.200000,0.000000,1,25072568.230411,24732463.485433,19785970.788347,False
469,2024-02-24,8343083956.124781,0.003000,0.984398,0.200000,0.000000,1,25029251.868374,24638749.188761,19710999.351009,False
470,2024-02-29,8328570503.552617,0.003000,0.986620,0.200000,0.000000,1,24985711.510658,24651411.944612,19721129.555690,False
471,2024-03-05,8314145263.148908,0.003000,0.983102,0.200000,0.000000,1,24942435.789447,24520954.814301,19616763.851441,False
472,2024-03-10,8299712464.198532,0.003000,0.970093,0.200000,0.000000,1,24899137.392596,24154468.746502,19323574.997202,False
473,2024-03-15,8285364056.959992,0.003000,0.971481,0.200000,0.000000,1,24856092.170880,24147233.246007,19317786.596805,False
474,2024-03-20,8271283701.035530,0.003000,0.968843,0.200000,0.000000,1,24813851.103107,24040715.834940,19232572.667952,False
475,2024-03-25,8257181621.486334,0.003000,0.982731,0.200000,0.000000,1,24771544.864459,24343776.983235,19475021.586588,False
476,2024-03-30,8243160250.015058,0.003000,0.970556,0.200000,0.000000,1,24729480.750045,24001334.927961,19201067.942368,False
477,2024-04-04,8228975392.411645,0.003000,0.970833,0.200000,0.000000,1,24686926.177235,23966890.830399,19173512.664319,False
478,2024-04-09,8214994323.137691,0.003000,0.983472,0.200000,0.000000,1,24644982.969413,24237656.167557,19390124.934046,False
479,2024-04-14,8201129718.611947,0.003000,0.990741,0.200000,0.000000,1,24603389.155836,24375579.996986,19500463.997588,False
480,2024-04-19,8187070476.979147,0.003000,0.987917,0.200000,0.000000,1,24561211.430937,24264430.126147,19411544.100918,False
481,2024-04-24,8172897979.043621,0.003000,0.990972,0.200000,0.000000,1,24518693.937131,24297344.616865,19437875.693492,False
482,2024-04-29,8158797579.880842,0.003000,0.996574,0.200000,0.000000,1,24476392.739643,24392538.431183,19514030.744946,False
483,2024-05-04,8144675912.835745,0.003000,0.997546,0.200000,0.000000,1,24434027.738507,24374073.874149,19499259.099319,False
484,2024-05-09,8130526817.894675,0.003000,0.993565,0.200000,0.000000,1,24391580.453684,24234616.116505,19387692.893204,False
485,2024-05-14,8116368193.817815,0.003000,0.979028,0.200000,0.000000,1,24349104.581453,23838449.749259,19070759.799407,False
486,2024-05-19,8102288065.038969,0.003000,0.981667,0.200000,0.000000,1,24306864.195117,23861238.351540,19088990.681232,False
487,2024-05-24,8088437919.200592,0.003000,0.974120,0.200000,0.000000,1,24265313.757602,23637336.424708,18909869.139767,False
488,2024-05-29,8074565826.556158,0.003000,0.981296,0.200000,0.000000,1,24223697.479668,23770624.619401,19016499.695520,False
489,2024-06-03,8060828529.222149,0.003000,0.984630,0.200000,0.000000,1,24182485.587666,23810791.827708,19048633.462166,False
490,2024-06-08,8047010081.468560,0.003000,0.979120,0.200000,0.000000,1,24141030.244406,23636974.474025,18909579.579220,False
491,2024-06-13,8033172145.504738,0.003000,0.966296,0.200000,0.000000,1,24099516.436514,23287273.475135,18629818.780108,False
492,2024-06-18,8019423454.847030,0.003000,0.978287,0.200000,0.000000,1,24058270.364541,23535894.031163,18828715.224930,False
493,2024-06-23,8005883735.416310,0.003000,0.971389,0.200000,0.000000,1,24017651.206249,23330479.518959,18664383.615167,False
494,2024-06-28,7992233702.329513,0.003000,0.984815,0.200000,0.000000,1,23976701.106989,23612610.460549,18890088.368439,False
495,2024-07-03,7978730256.074581,0.003000,0.978148,0.200000,0.000000,1,23936190.768224,23413140.673659,18730512.538927,False
496,2024-07-08,7965004592.410008,0.003000,0.976944,0.200000,0.000000,1,23895013.777230,23344100.959588,18675280.767671,False
497,2024-07-13,7951386216.629221,0.003000,0.985370,0.200000,0.000000,1,23854158.649888,23505181.143713,18804144.914971,False
498,2024-07-18,7937815230.851221,0.003000,0.979444,0.200000,0.000000,1,23813445.692554,23323947.086651,18659157.669321,False
499,2024-07-23,7924170545.862647,0.003000,0.980370,0.200000,0.000000,1,23772511.637588,23305866.038776,18644692.831021,False
500,2024-07-28,7910589154.077874,0.003000,0.985093,0.200000,0.000000,1,23731767.462234,23377988.336176,18702390.668941,False
501,2024-08-02,7897001506.315015,0.003000,0.991389,0.200000,0.000000,1,23691004.518945,23486998.646699,18789598.917359,False
502,2024-08-07,7883390526.253263,0.003000,0.968889,0.200000,0.000000,1,23650171.578760,22914388.462976,18331510.770381,False
503,2024-08-12,7869740167.788845,0.003000,0.986759,0.200000,0.000000,1,23609220.503367,23296616.935590,18637293.548472,False
504,2024-08-17,7856412006.012711,0.003000,0.972685,0.200000,0.000000,1,23569236.018038,22925446.700879,18340357.360703,False
505,2024-08-22,7842889284.966704,0.003000,0.980556,0.200000,0.000000,1,23528667.854900,23071165.979944,18456932.783955,False
506,2024-08-27,7829573342.038784,0.003000,0.993009,0.200000,0.000000,1,23488720.026116,23324516.474082,18659613.179266,False
507,2024-09-01,7816251180.544575,0.003000,0.963102,0.200000,0.000000,1,23448753.541634,22583537.959565,18066830.367652,False
508,2024-09-06,7802782712.972544,0.003000,0.973380,0.200000,0.000000,1,23408348.138918,22785209.241701,18228167.393361,False
509,2024-09-11,7789809997.399209,0.003000,0.980231,0.200000,0.000000,1,23369429.992198,22907450.982630,18325960.786104,False
510,2024-09-16,7776682557.725743,0.003000,0.977315,0.200000,0.000000,1,23330047.673177,22800801.221332,18240640.977066,False
511,2024-09-21,7763466534.897369,0.003000,0.978565,0.200000,0.000000,1,23290399.604692,22791165.576129,18232932.460903,False
512,2024-09-26,7750347819.157560,0.003000,0.981389,0.200000,0.000000,1,23251043.457473,22818315.704236,18254652.563389,False
513,2024-10-01,7737238847.635656,0.003000,0.993287,0.200000,0.000000,1,23211716.542907,23055897.149448,18444717.719558,False
514,2024-10-06,7724114066.210540,0.003000,0.986574,0.200000,0.000000,1,23172342.198632,22861232.048743,18288985.638994,False
515,2024-10-11,7710840811.535124,0.003000,0.980093,0.200000,0.000000,1,23132522.434605,22672013.886139,18137611.108911,False
516,2024-10-16,7697681960.525046,0.003000,0.983287,0.200000,0.000000,1,23093045.881575,22707092.661054,18165674.128843,False
517,2024-10-21,7684715051.166790,0.003000,0.996620,0.200000,0.000000,1,23054145.153500,22976230.681454,18380984.545163,False
518,2024-10-26,7671724883.246433,0.003000,0.976806,0.200000,0.000000,1,23015174.649739,22481350.459947,17985080.367957,False
519,2024-10-31,7658581735.905745,0.003000,0.967685,0.200000,0.000000,1,22975745.207717,22233288.256097,17786630.604878,False
520,2024-11-05,7645768723.008280,0.003000,0.977731,0.200000,0.000000,1,22937306.169025,22426526.341835,17941221.073468,False
521,2024-11-10,7633094000.777687,0.003000,0.972083,0.200000,0.000000,1,22899282.002333,22260010.379768,17808008.303814,False
522,2024-11-15,7620302863.773952,0.003000,0.971389,0.200000,0.000000,1,22860908.591322,22206832.595515,17765466.076412,False
523,2024-11-20,7607610747.076201,0.003000,0.962176,0.200000,0.000000,1,22822832.241229,21959579.743956,17567663.795165,False
524,2024-11-25,7595003223.306721,0.003000,0.978102,0.200000,0.000000,1,22785009.669920,22286060.152611,17828848.122089,False
525,2024-11-30,7582597266.023565,0.003000,0.971435,0.200000,0.000000,1,22747791.798071,22098005.337913,17678404.270330,False
526,2024-12-05,7570016745.300604,0.003000,0.968519,0.200000,0.000000,1,22710050.235902,21995104.209957,17596083.367965,False
527,2024-12-10,7557630419.439671,0.003000,0.970185,0.200000,0.000000,1,22672891.258319,21996903.204136,17597522.563309,False
528,2024-12-15,7545301818.317184,0.003000,0.986574,0.200000,0.000000,1,22635905.454952,22331997.465047,17865597.972038,False
529,2024-12-20,7533008055.566611,0.003000,0.985463,0.200000,0.000000,1,22599024.166700,22270501.315388,17816401.052310,False
530,2024-12-25,7520543391.434932,0.003000,0.981852,0.200000,0.000000,1,22561630.174305,22152178.367438,17721742.693950,False
531,2024-12-30,7508122101.528199,0.003000,0.988009,0.200000,0.000000,1,22524366.304585,22254282.467877,17803425.974301,False
532,2025-01-04,7495773911.585373,0.003000,0.994491,0.200000,0.000000,1,22487321.734756,22363433.249273,17890746.599418,False
533,2025-01-09,7483332054.370326,0.003000,0.988889,0.200000,0.000000,1,22449996.163111,22200551.761299,17760441.409039,False
534,2025-01-14,7470819003.002992,0.003000,0.995509,0.200000,0.000000,1,22412457.009009,22311808.475219,17849446.780175,False
535,2025-01-19,7458430104.616144,0.003000,0.982269,0.200000,0.000000,1,22375290.313848,21978543.268006,17582834.614405,False
536,2025-01-24,7445967855.869507,0.003000,0.999722,0.200000,0.000000,1,22337903.567609,22331698.594395,17865358.875516,False
537,2025-01-29,7433694305.914142,0.003000,0.991019,0.200000,0.000000,1,22301082.917742,22100786.154500,17680628.923600,False
538,2025-02-03,7421230710.104429,0.003000,0.974907,0.200000,0.000000,1,22263692.130313,21705038.374080,17364030.699264,False
539,2025-02-08,7408926927.280507,0.003000,0.994074,0.200000,0.000000,1,22226780.781842,22095066.525357,17676053.220285,False
540,2025-02-13,7396826608.934598,0.003000,0.994444,0.200000,0.000000,1,22190479.826804,22067199.383322,17653759.506657,False
541,2025-02-18,7384491692.705295,0.003000,0.980185,0.200000,0.000000,1,22153475.078116,21714508.071938,17371606.457551,False
542,2025-02-23,7372161971.923491,0.003000,0.985370,0.200000,0.000000,1,22116485.915770,21792929.918114,17434343.934491,False
543,2025-02-28,7360009982.247106,0.003000,0.977963,0.200000,0.000000,1,22080029.946741,21593451.509026,17274761.207221,False
544,2025-03-05,7347811044.701520,0.003000,0.973241,0.200000,0.000000,1,22043433.134105,21453567.191905,17162853.753524,False
545,2025-03-10,7335771117.346353,0.003000,0.979398,0.200000,0.000000,1,22007313.352039,21553921.942703,17243137.554162,False
546,2025-03-15,7323776141.502598,0.003000,1.000000,0.200000,0.000000,1,21971328.424508,21971328.424508,17577062.739606,False
547,2025-03-20,7311783103.862433,0.003000,0.999213,0.200000,0.000000,1,21935349.311587,21918085.379259,17534468.303407,False
548,2025-03-25,7299564319.473914,0.003000,0.988843,0.200000,0.000000,1,21898692.958422,21654360.319395,17323488.255516,False
549,2025-03-30,7287372980.420867,0.003000,0.985324,0.200000,0.000000,1,21862118.941263,21541272.103097,17233017.682477,False
550,2025-04-04,7275303870.393836,0.003000,0.981898,0.200000,0.000000,1,21825911.611182,21430822.192664,17144657.754131,False
551,2025-04-09,7263297721.984758,0.003000,0.991944,0.200000,0.000000,1,21789893.165954,21614363.471006,17291490.776805,False
552,2025-04-14,7251344361.797924,0.003000,0.990324,0.200000,0.000000,1,21754033.085394,21543542.672669,17234834.138135,False
553,2025-04-19,7239343896.065115,0.003000,0.997037,0.200000,0.000000,1,21718031.688195,21653681.964675,17322945.571740,False
554,2025-04-24,7227379990.267374,0.003000,0.998704,0.200000,0.000000,1,21682139.970802,21654033.493062,17323226.794450,False
555,2025-04-29,7215372882.539040,0.003000,0.984861,0.200000,0.000000,1,21646118.647617,21318420.462535,17054736.370028,False
556,2025-05-04,7203284394.203835,0.003000,1.000000,0.200000,0.000000,1,21609853.182612,21609853.182612,17287882.546089,False
557,2025-05-09,7191306922.028738,0.003000,0.982083,0.200000,0.000000,1,21573920.766086,21187388.019027,16949910.415222,False
558,2025-05-14,7179190548.389205,0.003000,0.991389,0.200000,0.000000,1,21537571.645168,21352109.222668,17081687.378134,False
559,2025-05-19,7167304151.917849,0.003000,0.977037,0.200000,0.000000,1,21501912.455754,21008164.836399,16806531.869119,False
560,2025-05-24,7155310770.495321,0.003000,0.988843,0.200000,0.000000,1,21465932.311486,21226428.159307,16981142.527446,False
561,2025-05-29,7143512059.809197,0.003000,0.994769,0.200000,0.000000,1,21430536.179428,21318422.726267,17054738.181013,False
562,2025-06-03,7131582407.880455,0.003000,0.994815,0.200000,0.000000,1,21394747.223641,21283811.497297,17027049.197837,False
563,2025-06-08,7119603164.653180,0.003000,0.988935,0.200000,0.000000,1,21358809.493960,21122478.222244,16897982.577795,False
564,2025-06-13,7107661935.971911,0.003000,0.985648,0.200000,0.000000,1,21322985.807916,21016961.474561,16813569.179649,False
565,2025-06-18,7095848084.245357,0.003000,0.993750,0.200000,0.000000,1,21287544.252736,21154497.101156,16923597.680925,False
566,2025-06-23,7084099836.750283,0.003000,0.986759,0.200000,0.000000,1,21252299.510251,20970903.322291,16776722.657833,False
567,2025-06-28,7072264095.076784,0.003000,0.992222,0.200000,0.000000,1,21216792.285230,21051772.789679,16841418.231743,False
568,2025-07-03,7060557087.817263,0.003000,0.996991,0.200000,0.000000,1,21181671.263452,21117930.123076,16894344.098461,False
569,2025-07-08,7048808450.033904,0.003000,0.991111,0.200000,0.000000,1,21146425.350102,20958457.124767,16766765.699814,False
570,2025-07-13,7036998224.247014,0.003000,0.976343,0.200000,0.000000,1,21110994.672741,20611563.270992,16489250.616794,False
571,2025-07-18,7025299385.648516,0.003000,0.989074,0.200000,0.000000,1,21075898.156946,20845624.454860,16676499.563888,False
572,2025-07-23,7013758119.416311,0.003000,1.000000,0.200000,0.000000,1,21041274.358249,21041274.358249,16833019.486599,False
573,2025-07-28,7002095664.211091,0.003000,0.979352,0.200000,0.000000,1,21006286.992633,20572546.066767,16458036.853413,False
574,2025-08-02,6990408282.261570,0.003000,0.989907,0.200000,0.000000,1,20971224.846785,20759570.818238,16607656.654591,False
575,2025-08-07,6978937917.905659,0.003000,0.984954,0.200000,0.000000,1,20936813.753717,20621792.250478,16497433.800383,False
576,2025-08-12,6967366713.405925,0.003000,0.997454,0.200000,0.000000,1,20902100.140218,20848877.200046,16679101.760037,False
577,2025-08-17,6955875027.747416,0.003000,0.989491,0.200000,0.000000,1,20867625.083242,20648321.801117,16518657.440894,False
578,2025-08-22,6944275078.910457,0.003000,0.986343,0.200000,0.000000,1,20832825.236731,20548302.855026,16438642.284021,False
579,2025-08-27,6932775766.859839,0.003000,0.997870,0.200000,0.000000,1,20798327.300580,20754034.566513,16603227.653211,False
580,2025-09-01,6921352511.879335,0.003000,0.988333,0.200000,0.000000,1,20764057.535638,20521810.197722,16417448.158178,False
581,2025-09-06,6909811396.835559,0.003000,0.987222,0.200000,0.000000,1,20729434.190507,20464558.086961,16371646.469569,False
582,2025-09-11,6898408690.919458,0.003000,0.977963,0.200000,0.000000,1,20695226.072758,20239164.609303,16191331.687443,False
583,2025-09-16,6887049749.971417,0.003000,0.975926,0.200000,0.000000,1,20661149.249914,20163751.212416,16131000.969933,False
584,2025-09-21,6875794228.237686,0.003000,0.985602,0.200000,0.000000,1,20627382.684713,20330386.572910,16264309.258328,False
585,2025-09-26,6864609755.300307,0.003000,0.990880,0.200000,0.000000,1,20593829.265901,20406005.915652,16324804.732521,False
586,2025-10-01,6853355358.464402,0.003000,0.991667,0.200000,0.000000,1,20560066.075393,20388732.191432,16310985.753145,False
587,2025-10-06,6842045700.214541,0.003000,0.992593,0.200000,0.000000,1,20526137.100644,20374091.640639,16299273.312511,False
588,2025-10-11,6830769984.642149,0.003000,0.999120,0.200000,0.000000,1,20492309.953926,20474284.310911,16379427.448729,False
589,2025-10-16,6819500412.179338,0.003000,0.975093,0.200000,0.000000,1,20458501.236538,19948933.011295,15959146.409036,False
590,2025-10-21,6808177356.585720,0.003000,1.000000,0.200000,0.000000,1,20424532.069757,20424532.069757,16339625.655806,False
591,2025-10-26,6797156811.614725,0.003000,0.988287,0.200000,0.000000,1,20391470.434844,20152625.896880,16122100.717504,False
592,2025-10-31,6785833745.559701,0.003000,0.981759,0.200000,0.000000,1,20357501.236679,19986165.334492,15988932.267593,False
593,2025-11-05,6774679983.151336,0.003000,0.993657,0.200000,0.000000,1,20324039.949454,20195132.844219,16156106.275375,False
594,2025-11-10,6763629579.954891,0.003000,0.986204,0.200000,0.000000,1,20290888.739865,20010949.626694,16008759.701355,False
595,2025-11-15,6752442686.173343,0.003000,0.995417,0.200000,0.000000,1,20257328.058520,20164481.971585,16131585.577268,False
596,2025-11-20,6741353528.228937,0.003000,0.901389,0.200000,0.000000,1,20224060.584687,18229743.499252,14583794.799402,False
597,2025-11-25,6730183426.842362,0.003000,0.984074,0.200000,0.000000,1,20190550.280527,19868997.072356,15895197.657885,False
598,2025-11-30,6720091665.402933,0.003000,0.992639,0.200000,0.000000,1,20160274.996209,20011872.971931,16009498.377545,False
599,2025-12-05,6709188390.345296,0.003000,0.989537,0.200000,0.000000,1,20127565.171036,19916971.202117,15933576.961693,False
600,2025-12-10,6698238053.792185,0.003000,0.981481,0.200000,0.000000,1,20094714.161377,19722589.825055,15778071.860044,False
601,2025-12-15,6687334717.040563,0.003000,0.978565,0.200000,0.000000,1,20062004.151122,19631971.376956,15705577.101565,False
602,2025-12-20,6676530725.861594,0.003000,0.996296,0.200000,0.000000,1,20029592.177585,19955408.502853,15964326.802282,False
603,2025-12-25,6665779427.112521,0.003000,0.987176,0.200000,0.000000,1,19997338.281338,19740890.933933,15792712.747147,False
604,2025-12-30,6654841029.684078,0.003000,0.989259,0.200000,0.000000,1,19964523.089052,19750089.322540,15800071.458032,False
605,2026-01-04,6643984742.362112,0.003000,0.987963,0.200000,0.000000,1,19931954.227086,19692032.555834,15753626.044667,False
606,2026-01-09,6633151875.460114,0.003000,1.000000,0.200000,0.000000,1,19899455.626380,19899455.626380,15919564.501104,False
607,2026-01-14,6622348091.463240,0.003000,0.987778,0.200000,0.000000,1,19867044.274390,19624224.844369,15699379.875496,False
608,2026-01-19,6611432787.256889,0.003000,0.970556,0.200000,0.000000,1,19834298.361771,19250288.465563,15400230.772450,False
609,2026-01-24,6600707555.277212,0.003000,0.974074,0.200000,0.000000,1,19802122.665832,19288734.300421,15430987.440337,False
610,2026-01-29,6590161148.227806,0.003000,0.968102,0.200000,0.000000,1,19770483.444683,19139841.634804,15311873.307844,False
611,2026-02-03,6579581543.161096,0.003000,0.976019,0.200000,0.000000,1,19738744.629483,19265380.290684,15412304.232547,False
612,2026-02-08,6569080555.680022,0.003000,0.976528,0.200000,0.000000,1,19707241.667040,19244668.911244,15395735.128995,False
613,2026-02-13,6558529838.561357,0.003000,0.981713,0.200000,0.000000,1,19675589.515684,19315781.281485,15452625.025188,False
614,2026-02-18,6548040565.209483,0.003000,0.989815,0.200000,0.000000,1,19644121.695628,19444042.678358,15555234.142687,False
615,2026-02-23,6537512840.870917,0.003000,0.987824,0.200000,0.000000,1,19612538.522613,19373737.706342,15498990.165074,False
616,2026-02-28,6526859579.650478,0.003000,0.989769,0.200000,0.000000,1,19580578.738951,19380240.410187,15504192.328150,False
617,2026-03-05,6516240756.454205,0.003000,0.970880,0.200000,0.000000,1,19548722.269363,18979456.236611,15183564.989289,False
618,2026-03-10,6505611847.068713,0.003000,0.511250,0.200000,0.000000,1,19516835.541206,9977982.170442,7982385.736353,True
