epoch_no,source,total_active_stake_ada,active_pool_count,lt_3m_ada_stake_ada,lt_3m_ada_pool_count,3m_10m_ada_stake_ada,3m_10m_ada_pool_count,10m_20m_ada_stake_ada,10m_20m_ada_pool_count,20m_30m_ada_stake_ada,20m_30m_ada_pool_count,30m_40m_ada_stake_ada,30m_40m_ada_pool_count,40m_50m_ada_stake_ada,40m_50m_ada_pool_count,50m_60m_ada_stake_ada,50m_60m_ada_pool_count,60m_70m_ada_stake_ada,60m_70m_ada_pool_count,gt_70m_ada_stake_ada,gt_70m_ada_pool_count
453,local_history,22994869891.768414,2877,619507586.827224,2064,1466774605.8656785,262,1626832345.2049549,114,2650026422.9916444,109,3694122703.2547812,107,2835484829.685721,63,2819882122.8252277,51,3878640606.474855,59,3403598668.638306,48
454,local_history,22984219844.001297,2880,606164032.2016788,2065,1478954758.7066863,265,1594090398.3500147,111,2768335646.6329813,114,3664206503.33561,106,2765737290.913249,61,2711736940.6823435,49,4129862066.170303,63,3265132207.0083466,46
455,local_history,22942860543.017483,2877,611475009.2203029,2062,1482746386.4227602,266,1639008441.8826087,113,2742668991.0710297,113,3596659006.614202,104,2758450794.6859555,61,2582510942.227679,47,3980342121.1972847,61,3548998849.695668,50
456,local_history,22770454070.974934,2872,607145930.7620279,2059,1468478056.9274871,265,1624681508.6508975,113,2726476484.1601686,113,3621445604.7895417,105,2710593449.8494267,60,2802709747.536149,51,3933450305.9327703,60,3275472982.366434,46
457,local_history,22779501708.183167,2881,607598609.1785011,2069,1452478054.7699678,263,1619384810.4281158,113,2788515810.8175917,115,3546118807.860753,103,2794996552.8335643,62,2690173310.537022,49,3930856537.783729,60,3349379213.9739065,47
458,local_history,22765662149.259087,2878,607006880.7156831,2065,1463419836.8206728,264,1636662511.4191008,114,2738328854.095725,113,3567108852.3438325,104,2744435802.9026403,61,2798389638.0072584,51,3787965806.2009397,58,3422343966.753227,48
459,local_history,22738105605.272205,2875,615114676.9008907,2064,1453814643.9414608,260,1763259062.7877192,122,2690882736.5169716,111,3456685082.5112853,101,2616103682.002983,58,2752176250.86001,50,3968940978.9649935,61,3421128490.785895,48
460,local_history,22775568090.705124,2870,611329325.9221361,2056,1460396313.4763005,263,1736031895.172832,120,2742679546.1144724,113,3458400423.4445357,101,2663544912.8489695,59,2633395478.3992043,48,3898358831.4906316,60,3571431363.836032,50
461,local_history,22777537504.728706,2872,611265869.0668497,2060,1502912583.7760658,266,1717482697.5724702,117,2692110826.305625,111,3469768422.4186707,101,2601254677.961695,57,2729370334.2121005,50,3894131703.3392158,60,3559240390.0759883,50
462,local_history,22803301466.429295,2873,614119033.8390431,2062,1492275017.9019325,263,1739872712.732409,119,2727837598.560125,112,3355369318.097426,98,2683378876.247359,59,2907569978.7511744,53,3640727486.583887,56,3642151443.715895,51
463,local_history,22790065923.09624,2879,616693773.1773667,2068,1487938565.3797803,262,1779833556.5127087,122,2682902929.4704394,110,3393512082.154629,99,2693404142.3932548,59,2908966726.8648343,53,3649982345.4384003,56,3576831801.7048306,50
464,local_history,22806091554.04759,2880,614464316.838966,2065,1467805986.5780354,262,1825946796.299222,126,2644900712.9571047,109,3385516948.121993,99,2726830209.9744687,60,2978280824.842132,54,3590426308.670021,55,3571919449.7656317,50
465,local_history,22819400151.95053,2883,607571690.3742243,2069,1440836563.159862,259,1846201912.4446726,127,2603239716.005095,108,3601730659.8057923,105,2555526641.450793,56,2924031366.5785894,53,3522983366.313373,54,3717278235.818134,52
466,local_history,22806500155.574528,2885,608118143.214206,2073,1450321556.4418275,258,1808932717.1149719,125,2644463452.6289573,110,3560552557.5974183,104,2447045859.897018,54,2850414808.3919315,52,3436330590.784209,53,4000320469.504014,56
467,local_history,22879836956.660114,2885,601020473.4979254,2073,1445343220.172538,257,1891738384.2456105,130,2611079265.780144,108,3419920734.2056017,100,2491676010.894057,55,2756173483.3464565,50,3498323468.1765785,54,4164561916.3411965,58
468,local_history,22882223369.63171,2881,590487047.8842905,2065,1497642563.1829364,265,1831549596.3452883,125,2555964518.314182,106,3533266701.5214443,104,2453778250.6943736,54,2868643547.627165,52,3456101267.08648,53,4094789876.975578,57
469,local_history,22839587170.00998,2880,582181328.2130542,2061,1516789436.8855467,268,1864958928.2673209,126,2558144866.2339997,106,3527328981.9715014,104,2494194981.868761,55,2757270833.2169094,50,3304679651.9610453,51,4234038161.3918123,59
470,local_history,22861134936.826283,2876,590142468.9903123,2062,1501331774.2255218,264,1839116260.7985952,124,2595465362.1150317,107,3457648444.6997676,102,2580430238.3984237,57,2693737967.1244087,49,3304019214.031452,51,4299243206.442779,60
471,local_history,22860653065.40306,2874,570942681.8052505,2056,1514669457.7588058,267,1860591431.248654,126,2662106107.1857643,109,3413634323.464542,100,2442172421.8084316,54,2661081813.8306403,49,3219151730.6486535,50,4516303097.652336,63
472,local_history,22761022830.643547,2872,571045265.448391,2056,1518009507.9587803,266,1873232364.824452,127,2667936394.936969,109,3379538374.4877257,99,2535878674.559303,56,2567546942.586441,47,3416736473.156099,53,4231098832.6854014,59
473,local_history,22735428098.786266,2872,576506944.0574278,2058,1503246934.1839738,263,1866693507.0708582,127,2625942246.119527,108,3488176781.686894,102,2428941403.946542,54,2683789661.9302206,49,3418079133.31516,53,4144051486.4756737,58
474,local_history,22719453098.782787,2878,584556456.3605136,2065,1517054596.9486315,263,1874086722.8291068,127,2650679529.3163147,109,3419053097.0411854,100,2666894674.7198324,59,2478955235.916492,45,3374319781.8217416,52,4153853003.828966,58
475,local_history,22715556235.537773,2873,577025648.7873311,2057,1505924313.840375,264,1862692887.769619,127,2671076292.2296705,110,3400871688.596917,100,2605053437.0116644,58,2698128780.22497,49,3315599442.360553,51,4079183744.7166524,57
476,local_history,22705372932.636677,2875,573405894.4292556,2057,1495293886.7455347,264,1921788840.2123091,131,2637236219.816317,108,3548209284.775288,104,2528671307.5676913,56,2545154253.4916806,46,3441477999.3313622,53,4014135246.2672677,56
477,local_history,22697968340.213257,2866,568745936.1748097,2049,1473503301.8892996,262,1920664782.0423157,131,2597890564.1334286,107,3531101087.6982603,104,2616973817.1760807,58,2606249432.0858564,47,3296993024.7640386,51,4085846394.249208,57
478,local_history,22639199712.41948,2864,563701607.7254897,2046,1516723923.7849922,268,1885149528.673889,127,2565698311.8514504,106,3595494630.1679993,106,2576681463.8860054,57,2378866569.625273,43,3551805705.0873957,55,4005077971.616983,56
479,local_history,22641739799.139397,2865,564483658.2319095,2046,1503661664.8340333,267,1961076692.3747678,132,2499907014.0157723,103,3633549458.6365547,107,2435244180.952441,54,2737063775.79413,49,3517118975.1060433,54,3789634379.193745,53
480,local_history,22661310740.997368,2872,563327446.3156184,2054,1490024100.1673653,264,2015293498.8565428,136,2453668983.1753373,101,3710750806.536456,109,2294788914.837135,51,2729160477.0807896,49,3306605797.622368,51,4097690716.405756,57
481,local_history,22654534217.562325,2875,567794853.0951648,2059,1486821807.754158,261,2020818685.9877083,137,2474807184.27025,102,3676605043.5927844,108,2243987684.565027,50,2586914213.491857,47,3432212864.065162,53,4164571880.7402425,58
482,local_history,22653275811.8436,2877,573852716.0849208,2060,1452671204.498076,256,2087248703.8815188,143,2475738156.678247,102,3663773812.152754,108,2375403411.7520046,53,2594918109.1605077,47,3186651243.495144,49,4243018454.140406,59
483,local_history,22681562360.72714,2882,565485394.9811907,2063,1441773820.5125175,256,2108336617.154651,145,2479671809.941668,102,3707206076.102572,109,2332634894.754837,52,2485522361.9673915,45,3320433075.0935144,51,4240498310.218802,59
484,local_history,22686138659.428135,2891,564786169.5075293,2071,1458004924.030866,258,2010129591.8705513,139,2578432238.2036476,107,3708478827.484993,109,2375452489.537502,53,2372003607.4395614,43,3301833388.5854,51,4317017422.768067,60
485,local_history,22695629742.500473,2893,570301701.3315307,2076,1460230259.1919796,257,1886151649.4412327,132,2753801443.500713,114,3575956953.434931,105,2408915380.4123397,54,2368675933.9298186,43,3504397289.0654893,54,4167199132.1924925,58
486,local_history,22706311003.43738,2890,565467950.2171348,2069,1422335156.4191153,255,1941365102.6918128,137,2725301847.524758,113,3601952769.662879,106,2542071330.822379,57,2373970824.002589,43,3313501776.3714814,51,4220344245.725254,59
487,local_history,22710321196.09124,2891,566032162.7585136,2070,1421266999.2949467,255,1983773284.4460552,139,2770800059.504755,114,3628354059.449171,106,2371229743.2732854,53,2487711812.0648575,45,3118244859.442014,48,4362908215.85764,61
488,local_history,22700671337.27283,2893,566904951.2408323,2071,1424743480.8086064,256,1964433445.485876,138,2755474348.0777965,114,3649163687.1367035,107,2422581782.1235313,54,2431433731.0276113,44,3122521185.399811,48,4363414725.972085,61
489,local_history,22705703216.59127,2892,572242815.8415449,2072,1421831120.0361161,255,1978940315.504378,139,2790997481.364626,115,3584394034.4323816,105,2338534565.2717214,52,2319893645.108725,42,3257020233.5547404,50,4441849005.477108,62
490,local_history,22734331818.384853,2887,570702185.9268022,2064,1433528678.8243642,257,1997710230.2913756,140,2766309615.6119757,114,3521844622.6055875,103,2447166370.2055163,54,2585106996.4601274,47,3254546755.119159,50,4157416363.3399463,58
491,local_history,22736272601.621376,2884,570470898.014768,2061,1449182852.8793535,259,1998242764.1910849,140,2731241871.8829026,112,3559532580.970204,104,2318934041.223111,51,2750487515.5011067,50,3061692780.571174,47,4296487296.387645,60
492,local_history,22732567937.7845,2884,577622103.6007951,2060,1477016323.6817896,262,1942767784.7724907,136,2741643479.8952656,113,3709449361.1015515,108,2039543008.25272,45,2961780733.2064896,54,3130523015.3014956,48,4152222127.9719553,58
493,local_history,22744116768.308426,2883,580244462.9181328,2059,1481812599.405362,263,1959385127.3503554,136,2722792460.019823,112,3639674303.3877006,106,2220534418.8784795,49,2923252605.0532365,53,3002069958.3046503,46,4214350832.9907184,59
494,local_history,22756607315.44458,2881,577832629.5312309,2055,1496272410.9031222,266,1931479314.702745,134,2775405638.976823,114,3569095580.947729,104,2208866154.0780277,49,2901420973.130436,53,2864322107.2173624,44,4431912505.957146,62
495,local_history,22771232974.79649,2878,582678738.1722448,2055,1496077477.402014,266,1907692709.551038,132,2693654749.721662,111,3488259795.169102,102,2290647582.068227,51,3010491393.4695363,55,2729690089.29894,42,4572040439.943712,64
496,local_history,22789583284.062202,2879,576908425.4272009,2052,1516123999.1470885,270,1899784774.118301,131,2690096125.2055435,111,3515534556.2646594,103,2336014543.8410687,52,2902568532.926299,53,2640066527.3898783,41,4712485799.742165,66
497,local_history,22801813336.374466,2880,580441003.8656377,2053,1512872538.8032315,268,1904188197.0375526,131,2684440502.207881,111,3629772417.3833046,106,2205213306.1111665,49,3150239535.4885845,58,2915520742.1878457,45,4219125093.2893043,59
498,local_history,22830844849.20344,2881,601788747.5008671,2063,1460238313.663238,258,1864472885.9800618,129,2768565280.98221,114,3669174894.5115347,107,2218576125.2989573,49,2983677657.511286,55,3042308065.3229933,47,4222042878.4322987,59
499,local_history,22873579013.689537,2882,586520594.727543,2056,1500923307.0864666,267,1824035564.6620328,127,2815018347.6396627,116,3649093859.308206,106,2171680084.113885,48,2980409635.7341003,55,2833542364.5988755,44,4512355255.818789,63
500,local_history,22852658455.110947,2884,578446772.2501144,2056,1505371526.0607107,268,1848274612.38153,129,2835816783.993411,116,3700887912.482198,107,2076720991.378368,46,2981806774.353063,55,2959619042.3051834,46,4365714039.906399,61
501,local_history,22794903139.97478,2882,578395969.3780897,2056,1507212332.9938753,267,1868163494.9953089,130,2808562130.987135,115,3577393854.9318504,104,2205614182.209177,49,2918179804.8545303,54,2895660519.3948846,45,4435720850.229932,62
502,local_history,22810377476.386906,2879,584595986.4138076,2058,1513501132.7445984,264,1862350828.0899067,129,2826534202.2518873,115,3505032322.0226507,102,2151093062.0883675,48,3088000314.6309752,57,2775927591.397184,43,4503342036.747548,63
503,local_history,22745376906.0606,2877,594988404.7421857,2060,1501239093.517773,262,1880839145.2936692,130,2719818953.3713408,111,3614325124.4593916,105,2015761233.702137,45,3187714851.3977184,59,2791483492.260292,43,4439206607.316109,62
504,local_history,22781672667.23977,2872,591216848.9673116,2056,1505911991.1957414,262,1855983733.344748,128,2714718027.5530243,111,3695582729.5446386,107,1925240609.2897277,43,3240163405.8105717,60,2737434631.800442,42,4515420689.733575,63
505,local_history,22600556855.95611,2872,593084296.9205986,2062,1506328355.0926332,262,1843597246.4732285,128,2747650363.4139767,112,3390385210.551641,98,2112848040.6565661,47,3082439099.4874063,57,2595478064.9216266,40,4728746178.438428,66
506,local_history,22600232613.96386,2868,597632273.4080958,2060,1511097263.4973202,262,1811978156.14271,125,2753113668.7923045,112,3476771329.160685,101,1930081350.30487,43,3194675084.739083,59,2603432162.5886493,40,4721451325.3301325,66
507,local_history,22567839323.0835,2867,610627612.0978535,2062,1489356579.41879,258,1858499524.2221649,128,2762751972.1686797,112,3478205529.8121595,101,1838817591.380189,41,3259401476.2048244,60,2476242092.325952,38,4793936945.452915,67
508,local_history,22586623335.121468,2861,613295618.1211466,2059,1465936568.3793216,254,1876676412.5331883,129,2760040224.8062367,112,3408161426.347976,99,1925409207.7177873,43,3086139694.771972,57,2726608837.737012,42,4724355344.706798,66
509,local_history,22610003947.264744,2863,605200829.3154142,2059,1455113663.504019,254,1865419367.7930799,129,2770459517.0065904,113,3356045942.718795,98,2013324170.4286075,45,3207712508.148201,59,2474601422.8810697,38,4862126525.468925,68
510,local_history,22588758523.42417,2862,607110179.2104138,2059,1471940198.9480422,256,1841901536.188314,127,2741035590.9903336,111,3381584018.7752614,99,2064008592.5419846,46,3111644223.305202,57,2663193848.5672555,41,4706340334.897385,66
511,local_history,22637728145.881916,2863,602393859.2363527,2057,1454462405.7807598,256,1851118553.8168397,128,2794995207.530669,113,3314082263.6219535,97,2114133368.3004415,47,3094407718.1820297,57,2922001981.27257,45,4490132788.140344,63
512,local_history,22656152037.29198,2862,602828212.1112688,2061,1438673012.8421674,253,1841532764.6620762,128,2777571505.3848386,112,3312721212.381086,97,2029006649.1208978,45,2912302493.287707,54,3048400284.9322443,47,4693115902.569701,65
513,local_history,22686595602.6512,2862,602782931.1078811,2062,1440976379.7709098,253,1788308068.137494,124,2761944354.953783,112,3401973980.973085,100,2076146469.051111,46,2810562525.6948094,52,2904776741.284303,45,4899124151.677826,68
514,local_history,22671216420.97091,2862,598622066.0261985,2060,1437084090.124027,254,1812241474.6375244,125,2757351492.575699,112,3328043044.408213,98,2109242359.7044008,47,2975028452.430329,55,2985662774.652257,46,4667940666.4123125,65
515,local_history,22476173550.896652,2853,606031120.922587,2060,1399570806.2844121,248,1806594521.5696154,125,2734191547.353899,111,3492998269.317459,103,1891135609.9572701,42,2759906445.236851,51,2911170173.785462,45,4874575056.469121,68
516,local_history,22493985848.363213,2850,606687310.7492523,2057,1407186935.3682003,249,1787412667.4321873,123,2742003837.465399,111,3578520007.640112,105,1840527928.7745743,41,2867454046.4835324,53,2913531427.5080314,45,4750661686.941966,66
517,local_history,22481238040.040405,2848,614598840.0821785,2057,1414001749.688713,249,1763371878.2059584,121,2745505745.57183,111,3463452549.3999124,102,2015786749.4679368,45,2867394887.720079,53,2779549076.5217757,43,4817576563.382069,67
518,local_history,22380307136.01809,2850,610274102.6405615,2059,1424391400.273504,251,1728195758.8105633,119,2825233273.8525796,114,3396355036.9210916,100,2160410803.714411,48,2701626194.273203,50,2780487173.3865695,43,4753333392.145638,66
519,local_history,22355453996.921192,2848,611302700.9492965,2060,1408842266.379146,248,1798979014.0126579,123,2610893537.708242,106,3523298201.4356327,104,2014383429.2348492,45,2851890689.661623,53,2641307515.073836,41,4894556642.465955,68
520,local_history,22411934449.12923,2848,614631787.9421448,2062,1368964281.8093128,242,1810088659.932122,125,2652340762.7459397,108,3499624437.0750422,103,2065602838.3110867,46,2744323135.3416677,51,2834317137.8778377,44,4822041408.094104,67
521,local_history,22423816005.46901,2847,620115469.3387895,2063,1367483719.0714388,240,1803443684.8605018,124,2706593000.4465585,110,3477239799.1249385,102,2195777182.85779,49,2526804074.241247,47,2830280749.335315,44,4896078326.192479,68
522,local_history,22331739656.03664,2844,591452819.2548267,2053,1386760102.9372559,247,1837963025.9300241,126,2689112675.3363214,110,3399323263.9056053,100,2298483520.5344086,51,2531066349.6315475,47,3056131809.7949243,47,4541446088.711743,63
523,local_history,22226152478.286816,2840,593151597.0111281,2053,1337129476.064928,240,1962299579.70991,134,2718119755.720408,110,3312792078.064882,97,2142769411.7801497,48,2758749368.7314777,51,3359460892.6685977,51,4041680318.5353484,56
524,local_history,22138381507.576553,2841,607206146.7056099,2062,1335869489.662497,236,1951497914.488989,132,2654466468.971539,109,3197256086.1323204,94,2186942008.0450544,49,2593493689.7473807,48,3515922052.7682276,54,4095727651.0549703,57
525,local_history,21944929264.932163,2834,606278603.2034497,2061,1314631446.0345414,233,1949258053.6647837,132,2689827935.582648,110,3189737748.3876915,93,2263363618.4427676,51,2381384044.786179,44,3454027465.1252303,53,4096420349.704906,57
526,local_history,21924175535.46516,2830,589880665.2226466,2052,1339418480.3703365,238,1924440829.8884017,130,2772593260.8081837,114,3154004754.7026134,92,2231256060.429699,50,2477242457.348495,46,3269383579.6901875,50,4165955447.004598,58
527,local_history,21802449607.29808,2827,590714641.1329502,2050,1327173250.6991537,237,1901194201.8396337,130,2756089830.575935,114,3219526109.390853,94,2234358655.2253585,50,2495229465.3764224,46,3465019059.0763097,53,3813144393.981486,53
528,local_history,21737769803.65687,2816,586444437.5494871,2042,1311201772.1613328,235,1881248400.5608943,129,2798454808.1345496,115,3223930758.2077546,94,2278163822.742241,51,2368061827.2853413,44,3331118644.681715,51,3959145332.3335376,55
529,local_history,21717339085.15295,2818,591682608.5619619,2048,1310193502.6528563,233,1908809323.7040288,130,2736399135.8957176,112,3180053490.410284,93,2327205438.601076,52,2429674569.953005,45,3054663213.8250585,47,4178657801.5489573,58
530,local_history,21697209082.962887,2806,579067923.712734,2032,1320101660.3352964,237,1831563809.777803,126,2848186882.3315096,117,3106905540.07221,91,2363875640.816483,53,2362246302.895285,44,3106986514.816221,48,4178274808.205378,58
531,local_history,21804749802.154938,2807,590320157.5245898,2035,1361429488.3931835,238,1765715240.2365112,121,2832488698.1836796,117,3038261719.1605625,89,2634120684.786272,59,2211239065.025577,41,3178674395.9243193,49,4192500352.920234,58
532,local_history,21817460645.661064,2809,589243405.9713703,2038,1328650238.6023464,234,1795790065.6299303,124,2888932235.72712,119,3021177085.433062,88,2540316526.6853356,57,2205020718.213652,41,3104864016.0633545,48,4343466353.334922,60
533,local_history,21783994147.2986,2786,594781503.5769479,2018,1304264203.5458488,230,1839234656.6305056,127,2873876895.6493273,118,3101213558.4713826,90,2425150891.452906,54,2323226843.4969444,43,3189375120.140006,49,4132870474.3347855,57
534,local_history,21814492372.711903,2787,598224984.6287446,2019,1319767994.755482,231,1833251628.9286978,126,2895010603.9772243,119,3072688628.4653273,89,2279384288.8595686,51,2415543794.8222375,45,2975762238.178046,46,4424858210.09664,61
535,local_history,21798903569.41789,2792,583522497.2521267,2021,1341390932.637178,235,1877390203.42627,128,2804340162.9752574,115,3059568461.9025707,89,2362163920.21751,53,2316312874.958695,43,3106074675.1724386,48,4348139840.875863,60
536,local_history,21765141117.697952,2789,584978813.31561,2024,1309967713.8801796,228,1909554052.7689064,131,2753725721.800095,113,3031919096.289332,88,2551859214.478793,57,2111307818.3963845,39,3233238527.717226,50,4278590159.051477,59
537,local_history,21731394373.885307,2790,582718640.4079024,2023,1307723948.855589,229,1915264758.876602,132,2750598762.1354494,113,3081695239.8998785,90,2398978418.788446,54,2240966303.5376196,41,3521008621.679443,54,3932439679.704471,54
538,local_history,21732597322.645786,2785,582963554.7863014,2019,1288713576.8872547,227,1904946226.3809643,132,2796975769.8114057,115,3051439024.8444314,89,2308792997.395255,52,2102603737.6176515,39,3765699886.8040404,58,3930462548.118518,54
539,local_history,21755527964.838093,2783,585319746.4901568,2017,1283004452.776733,225,1889161765.292386,131,2959315248.270528,121,2998131071.1578293,87,2409416102.844391,54,2231604751.070662,41,3176702981.4770474,49,4222871845.4583936,58
540,local_history,21837205631.43786,2781,586588863.1782216,2015,1286015339.5302918,225,1875837268.9364438,130,2918375779.018564,119,3068570437.2236805,89,2550547107.8176885,57,2065749146.516117,38,3458974603.495429,53,4026547085.7214966,55
541,local_history,21854080344.758396,2784,593608991.1762441,2020,1281266190.5332317,224,1814108196.5948672,127,2910972098.0842576,119,3025827186.728856,88,2638068431.1024537,59,2010725242.423723,37,3589100901.6101108,55,3990403106.504656,55
542,local_history,21872113567.830074,2783,594089998.1688657,2020,1287441278.6102734,224,1824415865.027367,127,2875657731.376853,117,3094174851.2842703,90,2552243060.9419966,57,1878248896.1332715,35,3780388521.210321,58,3985453365.076883,55
543,local_history,21796340953.635178,2782,599564291.951567,2022,1280514833.3388805,223,1824709803.2353938,127,2892545635.385324,118,3063462279.211258,89,2320779575.9759493,52,2032926138.764201,38,3640999363.467017,56,4140839032.3056154,57
544,local_history,21823502285.94703,2782,600560624.7127053,2022,1271041483.4842377,222,1848206015.1092775,128,2847331125.6293373,116,3104543854.0059724,90,2370380445.859948,53,2148336468.1061883,40,3717920522.5179405,57,3915181746.5214477,54
545,local_history,21673243447.482246,2782,597540447.0913421,2021,1289529477.296037,225,1860653669.4156404,129,2790694126.8678913,114,3166035893.5522313,92,2279612293.2303305,51,2256348914.3219824,42,3523271168.1944213,54,3909557457.5123878,54
546,local_history,21637834989.75983,2781,593308530.5111531,2021,1296205429.9786582,226,1792261236.4156911,125,2802421313.8511715,115,3174400970.372827,92,2408346494.6151905,54,2273406371.7444415,42,3390976712.8809786,52,3906507929.3897567,54
547,local_history,21655503103.340816,2780,602705577.1904302,2022,1297434608.3193207,225,1801427782.330102,125,2743050526.005755,113,3157115852.0948114,92,2353971626.0556827,53,2271181275.3618846,42,3379688207.9171486,52,4048927648.0656743,56
548,local_history,21726082507.638474,2781,608769190.5403371,2024,1281541649.8199508,222,1811500969.2960618,127,2714728516.5203085,112,3236652874.184507,94,2180484951.2648163,49,2265934949.7436004,42,3433733293.588356,53,4192736112.6805816,58
549,local_history,21766071182.100227,2779,608803123.1388391,2023,1293055620.6643522,223,1831402839.3990586,127,2654926832.027761,109,3271048301.0261006,95,2229372469.0770025,50,2336926509.638111,43,3190344477.1892877,49,4350191009.939742,60
550,local_history,21812491878.436512,2782,607942589.6489772,2026,1317175233.2084708,227,1824474315.6055324,125,2615463650.398969,107,3314946450.4199295,96,2105898498.0971417,47,2372942192.665921,44,2934548016.519009,45,4719100931.872562,65
551,local_history,21839712488.768883,2782,609164041.1984618,2031,1286095323.1374366,223,1852898780.0239532,128,2652651544.745465,108,3347940130.0532784,97,1770955093.482504,39,2478645535.1468005,46,3012421605.943844,46,4828940435.037185,64
552,local_history,21832860292.65119,2784,603733028.4116607,2031,1287775710.5624368,224,1898893956.7370646,131,2639146157.877177,107,3260248652.6076927,95,1915605439.515036,42,2440533735.365835,45,2809283716.296216,43,4977639895.27809,66
553,local_history,21769745271.314156,2782,594974959.497742,2026,1292376629.03082,226,1918091268.8951778,133,2669286115.3365226,108,3188578832.6325874,93,1914532506.7338831,42,2330529133.5698543,43,3185084533.981383,49,4676291291.6362,62
554,local_history,21825006603.82674,2783,590535121.9511365,2020,1278875484.4286392,225,1980893186.2604983,138,2568999447.6935673,104,3222502726.076803,94,2028802124.787165,45,2500928750.3130937,46,3245183551.849814,50,4408286210.466063,61
555,local_history,22049432187.784702,2781,596825552.3256152,2017,1282874385.142252,225,1904958992.835616,132,2649514484.9249773,107,3317993747.850534,97,1939245806.0962806,43,2499545844.9132986,46,3381161928.1825027,52,4477311445.5136595,62
556,local_history,22054102090.672836,2778,598389662.3018063,2016,1264138935.3812342,224,1904029548.5008137,132,2651258703.5819874,107,3367897843.5441713,98,1884484619.915955,42,2447906095.437937,45,3178766332.0022774,49,4757230350.006684,65
557,local_history,22081183126.92928,2771,598845246.2039748,2006,1272055610.1030734,226,1889687449.4927385,132,2668719631.334604,108,3319223282.831014,97,1929993521.9658513,43,2456333246.586149,45,3182064960.795761,49,4764260177.616098,65
558,local_history,22085192251.00088,2772,599962276.8276892,2008,1255497729.6859467,224,1904322165.609826,133,2755969303.1584115,111,3153369831.607871,92,1961181644.386282,44,2506544237.046154,46,3182064890.823727,49,4766280171.854992,65
559,local_history,22080315873.73435,2771,592754408.017873,2007,1275543303.1443112,226,1864275146.9465601,130,2747034780.761849,111,3108815215.7083592,91,2099458986.9145877,47,2280085192.669515,42,3371796554.944481,52,4740552284.626818,65
560,local_history,22086101194.9186,2771,596222054.1275107,2011,1237160726.4296887,220,1896083492.664298,133,2703969148.5379515,109,3146675763.5650053,92,2103528313.3629134,47,2278440197.524481,42,3453811638.0838423,53,4670209860.622884,64
561,local_history,22109408030.9811,2768,595184494.2815634,2009,1217592093.5361378,218,1928637915.7962935,136,2664022817.9646707,107,3037634949.0636225,89,2183907103.872504,49,2236104572.101442,41,3304028153.332319,51,4942295931.03257,68
562,local_history,22055740205.171726,2766,593427330.6220993,2008,1228421546.329419,220,1887347572.0515134,133,2713500067.8244805,109,3089557552.113264,90,2103203720.3491518,47,2172798518.7498217,40,3303934306.1305447,51,4963549591.001452,68
563,local_history,21959294096.131447,2765,585396114.9505389,2009,1257397572.625134,223,1883932837.6833591,132,2728803825.40511,109,2919106481.6534758,85,2090393267.1669474,47,2174348941.214552,40,3446907484.2189293,53,4873007571.21342,67
564,local_history,21922356837.245125,2766,589225512.1428107,2011,1243293760.2151148,222,1853649552.7666514,131,2789037359.9481707,111,2920350074.5586224,85,2091482272.9000103,47,2169033075.846597,40,3394878489.2243814,52,4871406739.642762,67
565,local_history,21958011810.684765,2772,584391841.9051366,2014,1284871597.9150405,228,1830863628.8569753,129,2695122882.225691,107,2978890898.24756,87,2180937513.380655,49,2000564229.6076493,37,3170052293.9754806,49,5232316924.570575,72
566,local_history,21909218295.498905,2770,585671558.6889315,2013,1281033163.2736173,228,1913652328.7371109,133,2599825033.383336,103,2941686324.518279,86,2042778454.4559166,46,2202846184.2535453,41,3109682923.990527,48,5232042324.19765,72
567,local_history,21911352429.41882,2766,581927415.617661,2009,1274341034.3369255,227,1904626143.4788036,133,2629670651.916716,104,3014380440.45223,88,1960950932.1633396,44,2325036316.0786676,43,2979949582.321471,46,5240469913.052992,72
568,local_history,22022928316.83449,2766,577555687.6143996,2008,1272574085.74519,227,1941612775.6524794,135,2532110708.1037717,100,3051085033.4053445,89,1871755986.4634728,42,2432750363.8842545,45,3237391445.8253937,50,5106092230.140245,70
569,local_history,22035038886.51615,2767,569067488.136024,2007,1275269709.5335462,229,1924159284.3904161,134,2585506066.006343,102,2983209481.5622783,87,1915034996.1076486,43,2488802946.8245535,46,3048022593.5702796,47,5245966320.385082,72
570,local_history,22056635838.406742,2769,563988780.7000006,2008,1257093675.622449,228,1928466878.4421,135,2581586614.2670507,102,3050432253.335881,89,1926215938.26014,43,2445093779.4897757,45,2978270047.77739,46,5325487870.512017,73
571,local_history,22028539050.854687,2769,571299486.8187565,2011,1257576218.7580354,226,1898741073.9493675,133,2608667901.698354,103,3077556750.112383,90,1878507137.360193,42,2393172039.040885,44,3236492099.2836747,50,5106526343.8330555,70
572,local_history,21928035208.025116,2769,572159007.8491706,2011,1256936978.2552593,227,1937809599.3462048,135,2571342240.1146474,102,3118729501.6208663,91,1776847921.497353,40,2397325842.176353,44,2978855377.4012814,46,5318028739.764023,73
573,local_history,21889641633.435146,2766,580553847.2336812,2011,1285235848.178265,227,1903680770.2095246,132,2575276715.341934,102,3110365342.227792,91,1862252218.654891,42,2274219017.069933,42,2967167876.411132,46,5330889998.108003,73
