epoch_no,source,total_active_stake_ada,gt70_pool_count,gt70_stake_ada,zero_pledge_gt70_pool_count,zero_pledge_gt70_stake_ada,very_low_pledge_gt70_pool_count,very_low_pledge_gt70_stake_ada,ge80sat_pool_count,ge80sat_stake_ada,zero_pledge_ge80sat_pool_count,zero_pledge_ge80sat_stake_ada,very_low_pledge_ge80sat_pool_count,very_low_pledge_ge80sat_stake_ada,zero_pledge_gt70_share_of_gt70_count_pct,zero_pledge_gt70_share_of_gt70_stake_pct,zero_pledge_gt70_share_of_total_active_stake_pct,very_low_pledge_gt70_share_of_gt70_count_pct,very_low_pledge_gt70_share_of_gt70_stake_pct,very_low_pledge_gt70_share_of_total_active_stake_pct,zero_pledge_ge80sat_share_of_ge80sat_count_pct,zero_pledge_ge80sat_share_of_ge80sat_stake_pct,very_low_pledge_ge80sat_share_of_ge80sat_count_pct,very_low_pledge_ge80sat_share_of_ge80sat_stake_pct
236,local_history,20387817635.4246,24,3147545105.1067677,7,1053285038.6455772,14,2106613654.9030812,206,13947487539.134018,22,1901798551.9481924,33,3180768273.9648805,29.166666666666668,33.46369959676396,5.166247106386977,58.333333333333336,66.9287836887606,10.332707956160844,10.679611650485436,13.635420333677335,16.019417475728158,22.805313609639335
237,local_history,20478038471.514507,20,2724162866.2328577,7,1053590121.257246,14,2107207355.6436648,205,13696811880.495651,16,1554414465.1872838,27,2840197768.195055,35.0,38.675739043246566,5.14497578819777,70.0,77.35247336946644,10.29008397740265,7.804878048780488,11.348731943969968,13.170731707317074,20.73619607961116
238,local_history,20598560072.62083,20,2731401491.922042,7,1053863225.6657419,14,2107806188.2934139,210,13989599821.439545,16,1554687569.5957794,28,2898181927.9517565,35.0,38.58324119623131,5.116198520432088,70.0,77.16940166164241,10.232784140552937,7.6190476190476195,11.113166848512472,13.333333333333334,20.71668929021252
239,local_history,21356205100.359573,6,613914802.454577,0,0.0,0,0.0,238,14546758862.91216,24,1466980347.8634279,57,3548834533.6339326,0.0,0.0,0.0,0.0,0.0,0.0,10.084033613445378,10.084585588364861,23.949579831932773,24.396049780421535
240,local_history,21440591255.207733,5,501637529.438354,0,0.0,0,0.0,234,14273416815.607473,24,1474586433.677587,57,3555196167.572059,0.0,0.0,0.0,0.0,0.0,0.0,10.256410256410255,10.330998195647025,24.358974358974358,24.90781439020669
241,local_history,21632982170.7612,7,591933855.7008129,0,0.0,0,0.0,237,14419002194.683136,25,1523472755.799267,59,3656719222.4150515,0.0,0.0,0.0,0.0,0.0,0.0,10.548523206751055,10.565729411991022,24.894514767932492,25.360417961261085
242,local_history,21755094259.019897,5,412196027.5648091,0,0.0,0,0.0,238,14426611119.257797,23,1424369274.2158782,57,3568973281.7581286,0.0,0.0,0.0,0.0,0.0,0.0,9.663865546218489,9.873207660768758,23.949579831932773,24.738819479191317
243,local_history,21849089085.26033,5,412339886.463388,1,92084375.20968,1,92084375.20968,239,14502473669.387426,23,1454200362.7330902,57,3597496435.9659166,20.0,22.332153214543858,0.42145635843373114,20.0,22.332153214543858,0.42145635843373114,9.623430962343097,10.027257389907845,23.84937238493724,24.80608838173379
244,local_history,21956206748.623653,4,335519278.68829596,1,92434274.509132,1,92434274.509132,239,14516025536.162344,23,1455249699.1119351,58,3660152866.5962257,25.0,27.549616484185773,0.42099382451354594,25.0,27.549616484185773,0.42099382451354594,9.623430962343097,10.025124959215695,24.267782426778243,25.214566187404724
245,local_history,22086904770.458763,4,341396479.4325299,1,99534274.509132,1,99534274.509132,237,14429117746.308094,23,1462995878.5195332,59,3720091515.8873878,25.0,29.155038351472783,0.45064836174899026,25.0,29.155038351472783,0.45064836174899026,9.70464135021097,10.139191489333175,24.894514767932492,25.78183629306947
246,local_history,22190441040.634068,4,343579930.083287,1,103034274.509132,1,103034274.509132,237,14398776349.157415,23,1467125044.5448375,59,3731175102.055827,25.0,29.988443878009846,0.46431828155402854,25.0,29.988443878009846,0.46431828155402854,9.70464135021097,10.18923420274314,24.894514767932492,25.91314019732078
247,local_history,22275517879.395283,4,322895647.798214,1,83534174.152962,1,83534174.152962,234,14186728420.706911,24,1500594717.770141,60,3773682196.117042,25.0,25.870331397332645,0.37500440889964937,25.0,25.870331397332645,0.37500440889964937,10.256410256410255,10.57745431695074,25.64102564102564,26.60008766086609
248,local_history,22376311335.66071,6,496517679.438346,1,91434174.152962,1,91434174.152962,240,14507757580.147833,24,1513968345.4419804,60,3796451619.5713634,16.666666666666664,18.415089318952564,0.40862040566643826,16.666666666666664,18.415089318952564,0.40862040566643826,10.0,10.43557791118366,25.0,26.16842471069659
249,local_history,22369166376.49282,5,460281594.815269,1,133084174.152962,1,133084174.152962,224,13640310703.558401,23,1499199901.6784263,59,3772721726.3059397,20.0,28.91364235547469,0.5949447194993227,20.0,28.91364235547469,0.5949447194993227,10.267857142857142,10.990951263942428,26.339285714285715,27.6586201612089
250,local_history,23034831199.28575,6,585293641.127421,1,161134174.152962,2,254204040.46627,219,13404188629.49755,25,1643891768.0176992,61,3940576276.750246,16.666666666666664,27.530484329639656,0.699524006748347,33.33333333333333,43.43188147006173,1.1035637216831535,11.415525114155251,12.264015476476624,27.85388127853881,29.398096264316425
251,local_history,23028427838.128735,4,430679906.365892,1,174534174.152962,1,174534174.152962,220,13366809277.44216,25,1665377077.0373394,61,3923110180.2896457,25.0,40.525265184924436,0.7579074671523233,25.0,40.525265184924436,0.7579074671523233,11.363636363636363,12.459047200200809,27.727272727272727,29.349638338225493
252,local_history,22675992136.32678,6,691749128.731652,1,175984073.80216,1,175984073.80216,196,12062775048.419662,23,1551681170.4545271,58,3754270971.009551,16.666666666666664,25.440447481998767,0.7760810320631341,16.666666666666664,25.440447481998767,0.7760810320631341,11.73469387755102,12.863384786884607,29.591836734693878,31.122780255289566
253,local_history,22807568628.32658,5,791310583.4331479,1,184234073.80216,1,184234073.80216,191,11992646170.092993,9,656114963.838976,58,3771362861.009843,20.0,23.282144540876672,0.8077760361240114,20.0,23.282144540876672,0.8077760361240114,4.712041884816754,5.4709774184381565,30.36649214659686,31.44729534683336
254,local_history,22929461287.895603,5,761133204.753439,1,200921353.80216,1,200921353.80216,193,12056461917.105236,11,780745470.4198699,60,3895841686.5826707,20.0,26.397659771950998,0.8762585011459724,20.0,26.397659771950998,0.8762585011459724,5.699481865284974,6.475742848838421,31.088082901554404,32.31330811119142
255,local_history,22753958467.474937,4,675940942.996343,1,201571353.80216,1,201571353.80216,183,11494705795.216413,11,799038024.5167849,59,3866594911.2696047,25.0,29.82085282608048,0.8858737880280962,25.0,29.82085282608048,0.8858737880280962,6.0109289617486334,6.9513569007508575,32.240437158469945,33.63805024812997
256,local_history,22488877070.796886,3,614474171.4635229,1,209901353.80216,1,209901353.80216,174,10934503545.073267,11,806493440.081059,60,3934775726.4890046,33.33333333333333,34.159508007021316,0.9333563127290562,33.33333333333333,34.159508007021316,0.9333563127290562,6.321839080459771,7.375674960976521,34.48275862068966,35.9849508509409
257,local_history,22670949084.364777,3,565637890.845362,1,216251355.28364,1,216251355.28364,178,11123821590.206583,11,819317090.0907398,61,4001594067.3531737,33.33333333333333,38.23141249615477,0.9538698820190976,33.33333333333333,38.23141249615477,0.9538698820190976,6.179775280898876,7.365428179934735,34.26966292134831,35.97319531694196
258,local_history,22760955541.83454,4,643963126.872922,1,216251355.28364,1,216251355.28364,181,11310342575.613132,11,829140895.052997,62,4068982291.5391736,25.0,33.581325740458816,0.950097876542006,25.0,33.581325740458816,0.950097876542006,6.077348066298343,7.330820348808483,34.25414364640884,35.97576522847801
259,local_history,22791959380.285606,6,624017477.262803,2,287604495.057028,2,287604495.057028,183,11244549556.666061,11,835141898.5985938,66,4291161446.8253727,33.33333333333333,46.089173065885824,1.2618682328198498,33.33333333333333,46.089173065885824,1.2618682328198498,6.0109289617486334,7.427081844318965,36.0655737704918,38.16214624872599
260,local_history,22796009141.13442,6,632193644.578114,2,293454384.152437,2,293454384.152437,186,11408746624.9693,11,844030373.114433,65,4242488621.8007665,33.33333333333333,46.4184331287085,1.2873059592826324,33.33333333333333,46.4184331287085,1.2873059592826324,5.913978494623656,7.398099027523141,34.946236559139784,37.18628137919737
261,local_history,22716225550.169712,6,637169061.496101,2,297924616.511113,2,297924616.511113,182,11145543018.335674,8,656137632.4062091,63,4108715777.164792,33.33333333333333,46.75754591906469,1.3115058038719254,33.33333333333333,46.75754591906469,1.3115058038719254,4.395604395604396,5.886995647738193,34.61538461538461,36.864204556076736
262,local_history,22755688720.340305,6,645561200.012131,2,305684960.641414,2,305684960.641414,175,10786817060.513186,10,785165182.0902818,62,4065149716.4111433,33.33333333333333,47.351817400994626,1.3433342510445563,33.33333333333333,47.351817400994626,1.3433342510445563,5.714285714285714,7.278932957568183,35.42857142857142,37.68627662456846
263,local_history,22726917708.8734,5,581163744.221542,1,240642409.17207,1,240642409.17207,175,10741595169.290403,10,782686293.6529679,60,3957730791.22085,20.0,41.40698926331098,1.0588431403441683,20.0,41.40698926331098,1.0588431403441683,5.714285714285714,7.286499642907997,34.285714285714285,36.844907379639224
264,local_history,22955953661.89682,3,395811587.42361295,1,244612409.17207,1,244612409.17207,177,10835423857.938513,10,782140222.105788,60,3959368888.832387,33.33333333333333,61.80021427979982,1.0655728477884459,33.33333333333333,61.80021427979982,1.0655728477884459,5.649717514124294,7.218362958019011,33.89830508474576,36.5409691465976
265,local_history,23026399223.41148,3,398248901.659613,1,244612409.17207,1,244612409.17207,177,10849763723.364546,8,680742877.441356,59,3914322755.6511254,33.33333333333333,61.42199216437324,1.0623128992020898,33.33333333333333,61.42199216437324,1.0623128992020898,4.519774011299435,6.274264535138241,33.33333333333333,36.07749307223882
266,local_history,23083634214.1177,3,401861802.13653696,1,244612409.17207,1,244612409.17207,174,10691898842.285885,6,557321722.337204,56,3743019495.964795,33.33333333333333,60.869783560309685,1.059678934881353,33.33333333333333,60.869783560309685,1.059678934881353,3.4482758620689653,5.212560748639208,32.18390804597701,35.00799578426008
267,local_history,23021654510.41951,3,398584330.033576,1,246562409.17207,2,323167148.98969996,169,10400370910.084055,6,553077899.2723529,56,3757160123.279837,33.33333333333333,61.85953400408392,1.0710021256746634,66.66666666666666,81.07873908702757,1.4037529268082614,3.5502958579881656,5.317867065068769,33.13609467455622,36.12525126038483
268,local_history,22843314790.026745,3,401399840.979797,1,246992409.17207,2,325411186.268336,165,10175688574.959394,5,493918227.07096,55,3700229581.2212358,33.33333333333333,61.532762088089974,1.0812459200531852,66.66666666666666,81.06908699166982,1.4245357526238207,3.0303030303030303,4.853904710551059,33.33333333333333,36.36343185980415
269,local_history,22786770256.60496,3,401610354.19915104,1,247142409.17207,2,325599674.17859,162,10007988618.038662,4,436566966.551671,53,3591743463.460808,33.33333333333333,61.537857923233894,1.0845872687922213,66.66666666666666,81.07352581281589,1.4288978671043207,2.4691358024691357,4.362184882632572,32.71604938271605,35.88876447148386
270,local_history,22893778548.073586,4,502357055.686443,1,247142409.17207,2,325642947.449023,163,10107862848.7693,4,436600961.959647,53,3595475022.090202,25.0,49.1965637537157,1.0795177766444586,50.0,64.82300661708634,1.4224080431512014,2.4539877300613497,4.319419134310929,32.515337423312886,35.57107052088637
271,local_history,22970909569.111313,4,506020557.27582103,1,247292409.17207,2,327386511.44883597,158,9873895973.005352,4,436794434.64594305,53,3599600918.2065754,25.0,48.870032178806554,1.0765460045369772,50.0,64.69826309257719,1.4252222379956099,2.5316455696202533,4.423729355060183,33.54430379746836,36.45573062596235
272,local_history,23020000415.780613,3,403273567.059111,1,247292409.17207,2,327544370.605919,159,9880473212.020916,4,436827960.59066504,53,3600655382.3356047,33.33333333333333,61.32125419859774,1.0742502376435525,66.66666666666666,81.22138353737135,1.4228686563419068,2.515723270440252,4.421123879564852,33.33333333333333,36.4421349572096
273,local_history,23075664958.74651,4,476257998.20048404,2,319381091.380877,3,400453260.56671405,158,9852766339.467915,5,508957156.54249597,54,3675161830.381718,50.0,67.06052026163167,1.384060186139165,75.0,84.08326203020333,1.7353920733492356,3.1645569620253164,5.165626982380885,34.177215189873415,37.30081181018031
274,local_history,23094302016.775856,4,485483642.03717196,2,328381103.18087703,3,409650782.678834,161,10001617436.302027,5,517993546.83053195,55,3739876321.3773384,50.0,67.63999334826897,1.4219139549761617,75.0,84.37993522497888,1.7738175519713084,3.1055900621118013,5.1790977822288475,34.161490683229815,37.392715180276994
275,local_history,23006172979.540237,3,326322062.240886,1,167924362.253723,2,250419859.28008097,164,10052180085.760807,6,485256454.247287,56,3709558104.2128034,33.33333333333333,51.45970244873109,0.7299100219887108,66.66666666666666,76.7400946048278,1.0884898566257997,3.6585365853658534,4.827375256981978,34.146341463414636,36.90302076330184
276,local_history,23092420021.153866,3,326491023.480336,1,167964466.878623,2,250559668.788292,163,10030817413.093548,6,485344681.120137,56,3711520474.748943,33.33333333333333,51.445355246876865,0.7273575776153334,66.66666666666666,76.7432029577324,1.0850299299890016,3.6809815950920246,4.838535695870617,34.355828220858896,37.001176692780554
277,local_history,23196615273.348488,3,237228746.49781,1,78590397.640807,2,161222092.597312,160,9817493917.981876,9,579125200.625358,59,3807037778.1930976,33.33333333333333,33.12853050105903,0.33880114281630835,66.66666666666666,67.96060552417089,0.6950242123580265,5.625,5.89891071452179,36.875,38.77810172329282
278,local_history,23196379717.22826,3,237310554.751922,1,78590397.640807,2,161265722.143927,160,9824807448.00339,9,579161939.918542,59,3808802945.959928,33.33333333333333,33.11711007669392,0.33880458329640495,66.66666666666666,67.95556241167183,0.6952193579765933,5.625,5.894893543549702,36.875,38.76720196418667
279,local_history,23210733595.257263,3,237371922.41412902,1,78590397.640807,2,161312201.25287402,159,9797736326.675257,9,579197348.690495,59,3810718308.5760527,33.33333333333333,33.10854832430219,0.33859506128175837,66.66666666666666,67.95757459951054,0.6949896718724803,5.660377358490567,5.911542517362667,37.10691823899371,38.89386467975275
280,local_history,23230827525.68359,4,311007397.691589,1,78610100.340807,2,161480782.61856502,159,9792696795.461767,9,579262844.214547,59,3812123053.5508256,25.0,25.275958361209415,0.33838700000633676,50.0,51.92184617379992,0.6951142073610367,5.660377358490567,5.915253543671392,37.10691823899371,38.928225116879744
281,local_history,23254470605.645172,2,157134972.095489,0,0.0,1,82914327.895346,159,9776598383.169796,9,565753907.901475,60,3854916105.627421,0.0,0.0,0.0,50.0,52.76631089160724,0.3565522058163647,5.660377358490567,5.786817517996936,37.735849056603776,39.430034399935835
282,local_history,23244660857.359665,2,157338734.311459,0,0.0,1,83075471.028002,159,9764770602.269358,9,565893701.837094,59,3792803814.111843,0.0,0.0,0.0,50.0,52.800393616711325,0.3573959264787417,5.660377358490567,5.795258535879776,37.10691823899371,38.84170933037982
283,local_history,23277148789.435486,1,83225348.285423,0,0.0,1,83225348.285423,164,10039231239.415867,9,565904701.931247,60,3854888982.376611,0.0,0.0,0.0,100.0,100.0,0.357540990257344,5.487804878048781,5.636932633939152,36.58536585365854,38.39824873483946
284,local_history,23275724668.51116,1,83322167.259248,0,0.0,1,83322167.259248,168,10266080370.035734,9,565946046.941481,61,3913399212.2234707,0.0,0.0,0.0,100.0,100.0,0.3579788317910951,5.357142857142857,5.5127763132786685,36.30952380952381,38.11970168912528
285,local_history,23159940155.010082,1,83465853.216101,0,0.0,1,83465853.216101,158,9705277333.15898,8,501386011.766537,61,3907459737.988278,0.0,0.0,0.0,100.0,100.0,0.36038889849223216,5.063291139240507,5.166117304587528,38.607594936708864,40.26118578433693
286,local_history,23141094607.453682,2,155365591.87800097,0,0.0,2,155365591.87800097,156,9603706224.902802,8,503085085.33437604,62,3980482637.2234526,0.0,0.0,0.0,100.0,100.0,0.671383936298148,5.128205128205128,5.238447257266741,39.743589743589745,41.4473594256965
287,local_history,23041097075.076717,3,230986868.657314,0,0.0,2,157823752.772447,151,9340932554.445204,9,551600368.216267,63,4041366136.4258695,0.0,0.0,0.0,66.66666666666666,68.32585492406935,0.6849663115354133,5.960264900662252,5.905195921297697,41.72185430463576,43.26512489914774
288,local_history,23136223153.98838,3,230299870.98120898,0,0.0,2,158543441.28417,161,9898942183.034084,8,508890440.3261021,63,4055879950.149772,0.0,0.0,0.0,66.66666666666666,68.84217546830764,0.6852606850692448,4.968944099378882,5.1408567796091935,39.130434782608695,40.9728623034206
289,local_history,23311196777.53461,1,75584398.923662,0,0.0,1,75584398.923662,161,9896462112.918625,11,683833825.4364718,65,4149368136.6033907,0.0,0.0,0.0,100.0,100.0,0.3242407485337859,6.832298136645963,6.909881709583974,40.37267080745342,41.92779287445456
290,local_history,23253494675.755272,1,77931215.964319,0,0.0,1,77931215.964319,158,9746427048.26302,12,748064902.0466729,65,4164211767.556366,0.0,0.0,0.0,100.0,100.0,0.33513765157016256,7.59493670886076,7.675273188239694,41.139240506329116,42.72552133141447
291,local_history,23219858534.473045,3,221219471.951923,1,71449734.959278,2,148525383.34977102,150,9294842689.79811,11,695461716.649863,64,4119516467.7914605,33.33333333333333,32.29812200926235,0.30770960491943194,66.66666666666666,67.13938065183052,0.6396480974647836,7.333333333333333,7.482232242759657,42.66666666666667,44.32045388259217
292,local_history,23325839206.372475,2,150335981.83796602,0,0.0,1,77625131.277224,158,9745727790.651377,11,688032246.495343,63,4051774130.0058527,0.0,0.0,0.0,50.0,51.63443264094243,0.33278601721655227,6.962025316455696,7.059834434893003,39.87341772151899,41.57487482764018
293,local_history,23395112387.18589,3,222770459.778634,1,73060784.25889,2,150219747.83341002,154,9577359976.233456,12,760347055.109455,65,4194831903.636078,33.33333333333333,32.79644183142153,0.3122908026674293,66.66666666666666,67.43252583070606,0.6420988510219309,7.792207792207792,7.939004663041612,42.2077922077922,43.7994594966222
294,local_history,23382668673.546524,3,223017494.25057298,1,73778894.513002,2,150537989.57331,154,9587648817.745975,12,761220324.7435919,65,4197347423.3716073,33.33333333333333,33.082110782801266,0.3155281184669488,66.66666666666666,67.50052953432069,0.6438015766079681,7.792207792207792,7.939593316503559,42.2077922077922,43.77869385039063
295,local_history,23411124422.16434,2,147628582.008869,0,0.0,1,76697305.751084,156,9680618296.158495,11,686241060.779986,64,4117674205.6228337,0.0,0.0,0.0,50.0,51.95288385718987,0.3276105169834187,7.051282051282051,7.08881436893657,41.02564102564102,42.53523979203712
296,local_history,23445774697.795326,2,147514862.56755,0,0.0,1,76436681.701884,161,9963960921.814896,12,743194500.2216469,65,4173297910.6501427,0.0,0.0,0.0,50.0,51.81625794952161,0.3260147411937365,7.453416149068323,7.45882592327828,40.37267080745342,41.88392491095793
297,local_history,23478023193.51307,2,146938429.11598098,0,0.0,1,75959637.870283,161,9965212405.242298,12,749142211.047349,64,4121880432.9299045,0.0,0.0,0.0,50.0,51.69487541637373,0.32353506615186617,7.453416149068323,7.517573942059232,39.75155279503105,41.36269519715955
298,local_history,23511990337.86578,2,147288416.657978,0,0.0,1,76295637.425713,158,9814273731.925236,12,754216881.412034,64,4127589058.1152086,0.0,0.0,0.0,50.0,51.800161314029836,0.3244967198835557,7.59493670886076,7.684897548339337,40.50632911392405,42.05699953821761
299,local_history,23564534162.883224,2,153372312.06473,1,75497500.539971,2,153372312.06473,154,9625413653.697964,12,771119526.8832399,60,3932069161.037186,50.0,49.224986911658256,0.32038613629327756,100.0,100.0,0.6508607851298351,7.792207792207792,8.01128714698911,38.961038961038966,40.85091095826863
300,local_history,23882888816.746334,3,229830366.696028,2,152065998.267952,3,229830366.696028,153,9642984417.943642,12,780667138.2328929,59,3886242157.791351,66.66666666666666,66.16445009160752,0.636715262691863,100.0,100.0,0.9623223072364441,7.8431372549019605,8.095700505128157,38.56209150326798,40.30123859331185
