epoch_no,source,total_active_stake_ada,active_pool_count,0_ada_stake_ada,0_ada_pool_count,gt_0_1k_ada_stake_ada,gt_0_1k_ada_pool_count,1k_10k_ada_stake_ada,1k_10k_ada_pool_count,10k_100k_ada_stake_ada,10k_100k_ada_pool_count,100k_1m_ada_stake_ada,100k_1m_ada_pool_count,1m_10m_ada_stake_ada,1m_10m_ada_pool_count,10m_70m_ada_stake_ada,10m_70m_ada_pool_count,gt_70m_ada_stake_ada,gt_70m_ada_pool_count
488,local_history,22700671337.27283,2893,3174888253.4137435,207,3233280679.6690745,823,1759183152.6950824,482,4244403394.9045925,804,6439299112.823012,452,2209117036.217158,88,1496647991.0459788,35,143851716.504211,2
489,local_history,22705703216.59127,2892,3204021896.037796,205,3235573625.719139,825,1760730665.534516,481,4218747617.4390097,804,6441565747.652894,452,2198440126.896078,88,1502687098.892327,35,143936438.419573,2
490,local_history,22734331818.384853,2887,3239018411.7505455,204,3243782394.963082,825,1759308278.4908679,477,4211123770.041053,804,6425449473.999174,452,2211950179.4210396,88,1499695261.7214289,35,144004047.997651,2
491,local_history,22736272601.621376,2884,3263728612.990619,204,3246311414.1094337,826,1759857853.4544985,477,4183860791.746627,801,6424914417.733036,450,2213085269.862696,89,1500429157.2643652,35,144085084.460077,2
492,local_history,22732567937.7845,2884,3250274678.8615623,204,3243010278.7124844,828,1759561341.5434668,476,4211889799.4912405,801,6415801847.279297,449,2207278587.6668487,89,1500593550.959469,35,144157853.270186,2
493,local_history,22744116768.308426,2883,3261524681.8193345,204,3242726122.7867913,830,1756643837.8142214,476,4215627381.1612415,799,6419796196.637284,448,2198493083.2809377,89,1505081983.6935186,35,144223481.115126,2
494,local_history,22756607315.44458,2881,3271210518.4859805,204,3244634450.4452667,831,1758580124.7551036,474,4249392367.5727253,800,6391112344.958442,446,2256677198.361726,90,1440701042.247101,34,144299268.618274,2
495,local_history,22771232974.79649,2878,3264470700.0891333,204,3397222532.948642,833,1781518893.9580743,472,4111145885.4875574,798,6371222290.442979,445,2262073418.105538,90,1439201436.091707,34,144377817.672847,2
496,local_history,22789583284.062202,2879,3280048654.669633,205,3469008033.45936,834,1752030406.554545,473,4097453509.0505176,796,6345858119.197023,445,2262908797.8354177,90,1437824392.167864,34,144451371.127842,2
497,local_history,22801813336.374466,2880,3296716778.141758,206,3414365396.3620973,833,1747745353.8838975,474,4101296192.171966,794,6348799367.952928,445,2265772762.7134995,90,1482595502.4034443,36,144521982.744912,2
498,local_history,22830844849.20344,2881,3298817277.025718,206,3426066604.5510297,836,1748654832.3758607,474,4072048256.555673,792,6377234897.6397085,445,2264311441.1393375,90,1499111573.558996,36,144599966.35712498,2
499,local_history,22873579013.689537,2882,3296132584.8798637,206,3433536476.7730966,837,1721296369.4309547,472,4110962955.4700108,795,6398613124.173257,444,2279810131.2380524,90,1488548424.2621102,36,144678947.462217,2
500,local_history,22852658455.110947,2884,3373422268.5870094,212,3435848393.630367,838,1714728086.5173678,472,4013041888.0695415,792,6427316812.0544195,442,2269111497.6089735,90,1474432816.9542434,36,144756691.689054,2
501,local_history,22794903139.97478,2882,3382985966.365735,211,3390892366.79314,837,1712860276.1029067,472,4011089810.201051,792,6419195113.883778,442,2267173011.531371,90,1465874403.425395,36,144832191.67141,2
502,local_history,22810377476.386906,2879,3387579513.867503,209,3389059619.672331,839,1719798244.9005694,472,4015115655.9569983,790,6422016247.908081,441,2268615516.4727383,90,1463275921.9792662,36,144916755.629439,2
503,local_history,22745376906.0606,2877,3400025061.7237015,210,3420014677.8644342,839,1717000902.946227,472,4002412922.18443,789,6405725632.758644,441,2178306695.1781287,88,1476906477.0637438,36,144984536.341307,2
504,local_history,22781672667.23977,2872,3411301708.864519,210,3441859646.073065,836,1700849412.7902906,474,3995291189.290241,786,6479194057.86008,442,2134882017.8449469,86,1473232006.8646412,36,145062627.651997,2
505,local_history,22600556855.95611,2872,3328455793.3127966,206,3242861062.259485,835,1688217542.2391105,474,4006457715.0554924,787,6569955676.417576,446,2129939923.4336903,86,1489523804.580697,36,145145338.657246,2
506,local_history,22600232613.96386,2868,3332879020.6852603,206,3240837775.956668,835,1682241445.3000278,473,4002753614.125087,786,6582353957.987373,445,2113503790.2739177,85,1500445938.3190587,36,145217071.316457,2
507,local_history,22567839323.0835,2867,3327574700.968269,206,3264407942.888357,835,1679106391.3423634,473,3997314073.1557584,785,6607414682.453137,446,2081302077.80749,84,1465431741.632518,36,145287712.83564502,2
508,local_history,22586623335.121468,2861,3336405843.3505955,205,3220400913.5097003,832,1693331972.607484,474,3995856405.2326674,784,6620306858.990993,443,2102286734.9722772,85,1472677459.7644808,36,145357146.693238,2
509,local_history,22610003947.264744,2863,3348225827.6596007,207,3218268298.3594656,831,1694568343.7009623,476,3991198426.130988,784,6623694795.075106,443,2120093711.6418693,84,1468533838.626177,36,145420706.070526,2
510,local_history,22588758523.42417,2862,3294040526.3727417,208,3233562219.2136555,833,1707493102.4012501,477,4005816262.6441746,782,6604327848.388339,442,2123379839.2717817,84,1474678984.2102034,34,145459740.922043,2
511,local_history,22637728145.881916,2863,3337577415.323059,207,3243778182.7236166,833,1703966882.2334173,479,4014552747.397843,782,6606665938.649903,442,2126299548.0439963,84,1459368492.6493201,34,145518938.860808,2
512,local_history,22656152037.29198,2862,3344907949.086502,207,3318416915.295462,836,1663882335.6539989,475,4004159271.058734,783,6627204267.559694,441,2126014944.486776,84,1425980050.798438,34,145586303.352379,2
513,local_history,22686595602.6512,2862,3371770393.279283,207,3312352529.639856,836,1663172866.3249123,475,4007168147.335151,784,6635867089.926422,440,2123294090.9559171,84,1427313732.4561572,34,145656752.733506,2
514,local_history,22671216420.97091,2862,3425113656.020455,207,3257136919.7436624,837,1667202939.8100383,476,3959994913.346097,782,6669226535.151817,440,2117240184.014675,84,1429573753.557987,34,145727519.326226,2
515,local_history,22476173550.896652,2853,3377925249.1167936,205,3218529439.374892,837,1664660029.9604173,475,3844862879.039637,776,6674450022.3087225,440,2117830665.9557405,84,1432124286.086752,34,145790979.05372298,2
516,local_history,22493985848.363213,2850,3401845745.755325,206,3207919255.1757164,836,1667686023.914481,473,3829398450.848534,775,6668990561.620855,440,2123349924.6178045,84,1448937933.960764,34,145857952.46977198,2
517,local_history,22481238040.040405,2848,3397468433.8570094,206,3208494985.913192,836,1662035192.641823,473,3823553098.7592998,773,6643071044.846352,440,2138791420.3152661,84,1461885232.079542,34,145938631.627963,2
518,local_history,22380307136.01809,2850,3398650136.3525333,208,3209912792.5578713,837,1662670998.281311,472,3818456882.4985414,773,6627761098.390608,440,2098035501.981863,83,1418806357.0602791,35,146013368.89511502,2
519,local_history,22355453996.921192,2848,3362875913.878475,206,3265095546.00996,840,1658230239.6954644,473,3838215129.4971004,773,6603848959.848943,438,2104920173.7802403,83,1376178989.0744534,33,146089045.13660198,2
520,local_history,22411934449.12923,2848,3364187061.6778803,207,3315824127.463834,839,1657530280.9715896,473,3818529320.1230025,773,6599718427.427406,438,2115163967.2292166,83,1394819772.0094008,33,146161492.22693002,2
521,local_history,22423816005.46901,2847,3382451629.9478827,208,3328691714.248184,838,1649048596.4333177,473,3815903556.17676,773,6596019182.599329,437,2108861947.873994,83,1396609928.376017,33,146229449.813577,2
522,local_history,22331739656.03664,2844,3354391438.975202,210,3339454023.0844207,839,1638352361.5824003,470,3775174493.4316506,771,6564891229.973223,436,2109503428.8303485,83,1403682008.258005,33,146290671.90141302,2
523,local_history,22226152478.286816,2840,3302132884.738186,209,3351029897.441236,839,1632309757.480282,470,3752400714.023417,769,6517840844.340087,435,2106479267.429341,83,1417602014.9707139,33,146357097.86356902,2
524,local_history,22138381507.576553,2841,3274331970.360445,209,3350004372.3118024,840,1624571679.5982924,472,3751206421.6086755,770,6476807461.166736,434,2130539329.468322,82,1384493831.2413378,32,146426441.820979,2
525,local_history,21944929264.932163,2834,3218742200.7519774,210,3342928002.598579,838,1593337184.3767264,473,3763374096.024514,765,6425580169.437246,434,2072217047.701103,81,1382256537.684806,31,146494026.357245,2
526,local_history,21924175535.46516,2830,3206566238.6886754,210,3366419738.1279325,840,1588842548.8647878,471,3761537122.684545,762,6419748463.040743,432,2042807097.484774,82,1391693104.736548,31,146561221.837157,2
527,local_history,21802449607.29808,2827,3217794880.1011443,210,3353844426.855355,841,1585137562.7323968,473,3736474763.217662,763,6345394782.726302,425,2026008948.9338562,82,1391165311.8488429,31,146628930.882543,2
528,local_history,21737769803.65687,2816,3214568041.1983137,210,3350481150.20157,842,1574576107.4502487,472,3960591222.800306,763,6073388477.996993,415,2018811132.224218,81,1398658636.1507132,31,146695035.634487,2
529,local_history,21717339085.15295,2818,3243240545.4876547,213,3296644449.853173,839,1591436150.839565,471,3954728577.5432973,767,6060672145.781256,414,2015902939.4855263,81,1407945587.383011,31,146768688.779466,2
530,local_history,21697209082.962887,2806,3250458376.495207,214,3298205965.6950336,837,1617866222.0706568,472,3916336717.272404,757,6049231387.254784,413,2009116101.4676752,80,1409151664.3247988,31,146842648.38235903,2
531,local_history,21804749802.154938,2807,3244169856.397683,215,3407599645.410922,840,1617250193.011352,471,3888583423.9389052,755,6080591404.868333,413,2007780751.2409782,80,1411861742.5866148,31,146912784.700139,2
532,local_history,21817460645.661064,2809,3254105988.9160123,215,3403053513.6901374,839,1618352741.3051584,475,3840256815.3414264,756,6145417276.023522,411,1992121882.1457672,80,1417187477.9862852,31,146964950.252774,2
533,local_history,21783994147.2986,2786,3249865435.657202,216,3408495342.867652,816,1613984013.5768929,474,3834122133.321167,757,6126075751.019366,410,1992516055.0024204,80,1411937555.0799325,31,146997860.77402198,2
534,local_history,21814492372.711903,2787,3242657584.264746,218,3487781555.953045,817,1612310944.7558672,472,3845554718.058511,758,6101707977.560006,409,1984575618.4460218,80,1392839131.6729925,31,147064842.000777,2
535,local_history,21798903569.41789,2792,3242770221.767618,217,3486146085.3484745,820,1648993290.6201305,477,3806398138.757207,758,6090548676.800685,408,1973783886.0759454,79,1403136844.126108,31,147126425.92173898,2
536,local_history,21765141117.697952,2789,3244732749.977669,218,3672386990.7289314,823,1643598746.2011025,475,3768155932.7338967,756,6120450102.929701,409,1882924307.6559243,77,1285699249.8631148,29,147193037.607661,2
537,local_history,21731394373.885307,2790,3236461888.8811,219,3674181616.5429645,823,1669897191.2680721,474,3769113809.30701,757,6048095367.492309,408,1888568453.0685298,77,1297810138.020337,29,147265909.30507302,3
538,local_history,21732597322.645786,2785,3236577184.3673844,218,3676390760.3078623,823,1674448209.1930094,474,3758799409.1097245,754,6041944057.90532,407,1899059675.2496612,77,1298032432.1391406,29,147345594.373723,3
539,local_history,21755527964.838093,2783,3262470502.471372,217,3667468741.106265,825,1675413397.6190789,473,3743961805.5932975,752,6046094749.90776,406,1904642628.5187535,77,1308068662.747417,30,147407476.87419,3
540,local_history,21837205631.43786,2781,3290091112.291401,217,3680893648.0518384,824,1683414928.8431444,472,3754825189.6051445,753,6067100373.913479,406,1906384899.201253,77,1307023444.139975,29,147472035.39169598,3
541,local_history,21854080344.758396,2784,3269675631.1922407,216,3706599160.551963,827,1683233919.867824,473,3942043961.6432233,756,5910359690.572695,403,1906219724.2455795,77,1288402046.3904324,29,147546210.29443902,3
542,local_history,21872113567.830074,2783,3275864068.9213696,215,3712938581.464778,828,1681982219.6076376,472,3939506047.0808244,756,5913334667.053686,403,1904914716.0919554,77,1295960486.8008232,29,147612780.80901998,3
543,local_history,21796340953.635178,2782,3290289615.87678,215,3658156895.881441,828,1630115768.7304375,472,3934236423.301837,755,5934433795.01023,403,1906039414.4178877,77,1295388609.531132,29,147680430.885456,3
544,local_history,21823502285.94703,2782,3301349124.099994,214,3664454114.9212813,827,1629041583.6643007,476,3922212629.601358,753,5947830193.656441,404,1914107401.9190006,76,1296757839.0304332,29,147749399.054245,3
545,local_history,21673243447.482246,2782,3260512329.877064,215,3660839751.844994,829,1613660169.4218898,474,3992293343.9150968,757,5822572178.680324,401,1883042791.7986429,74,1292514907.3627362,29,147807974.581515,3
546,local_history,21637834989.75983,2781,3260680388.0060863,215,3666154465.734141,831,1602835214.7151585,475,3985694533.6500206,756,5818353742.872772,398,1862137329.3050756,74,1294108816.813933,29,147870498.662673,3
547,local_history,21655503103.340816,2780,3270909148.1659074,215,3660378031.318915,833,1600653462.918495,475,3984413047.5728054,753,5828837145.781131,398,1865528089.8541398,74,1296845706.4355743,29,147938471.293843,3
548,local_history,21726082507.638474,2781,3320574708.4971557,217,3684075919.6297626,835,1587560714.8960702,474,3985734001.9737186,751,5845645462.312669,398,1867530310.9600017,74,1286955099.620826,29,148006289.748312,3
549,local_history,21766071182.100227,2779,3362841643.196331,217,3674689958.285237,837,1584583736.1959336,472,3986791073.970331,749,5854399783.589551,397,1865246026.6336355,74,1289437818.5534923,30,148081141.675738,3
550,local_history,21812491878.436512,2782,3410650343.5195074,219,3682816510.1101103,838,1581888165.184995,472,3973595107.229778,749,5839327925.44491,395,1876698822.8637962,74,1299367659.9244952,30,148147344.158919,5
551,local_history,21839712488.768883,2782,3431280568.347752,221,3681668252.4650297,836,1582115389.8380067,473,3965738860.4822397,749,5854730601.448524,394,1873941999.7789788,74,1302020096.601708,30,148216719.80668202,5
552,local_history,21832860292.65119,2784,3426674312.0049343,220,3685115036.385924,837,1585905599.9319441,475,3959437831.5323772,749,5848429897.74197,393,1859652735.999772,74,1097359052.1095052,30,370285826.94478196,6
553,local_history,21769745271.314156,2782,3438977330.855965,219,3589838743.8192854,836,1586885592.3838034,476,3951936545.546764,749,5858297255.418286,392,1896077138.9502397,75,1077382015.638185,29,370350648.70163196,6
554,local_history,21825006603.82674,2783,3445851453.2927766,219,3604183966.4505806,838,1592485992.9283464,475,3944072708.005704,749,5901564660.581985,392,1891196998.5240781,75,1075234986.260421,29,370415837.782878,6
555,local_history,22049432187.784702,2781,3488703241.0609307,219,3793507326.3033895,840,1631064752.8479223,475,3903810964.776149,748,5900370250.100493,392,1885153640.48871,75,1076238000.98584,26,370584011.22129804,6
556,local_history,22054102090.672836,2778,3453751801.212786,219,3866528624.221549,838,1630442185.1773303,476,3940633162.9327745,747,5827804221.514425,391,1887095155.0434816,75,1077187629.24646,26,370659311.324044,6
557,local_history,22081183126.92928,2771,3457203512.889284,218,3878871398.7737694,838,1632467167.1218626,473,3914999741.6032877,744,5859007521.380619,391,1889672784.385267,75,1078245097.6616268,26,370715903.113538,6
558,local_history,22085192251.00088,2772,3393627531.2263703,218,3892444056.8669653,839,1599979348.828827,473,3946895475.285936,744,5845412272.724894,391,1882272112.155089,75,1079777177.1522532,26,444784276.760563,6
559,local_history,22080315873.73435,2771,3417644484.845613,219,3884428733.966533,839,1604223102.0238926,474,3927768241.826376,742,5830889347.757693,390,1893058591.502558,75,1077439769.522823,26,444863602.28885794,6
560,local_history,22086101194.9186,2771,3419086144.719508,218,3932190727.2722406,842,1605689758.121114,475,3930470859.1014605,741,5832665927.273911,389,1891821205.3876474,75,1029259865.184196,25,444916707.85849404,6
561,local_history,22109408030.9811,2768,3462940369.4006658,219,3942194957.1663814,841,1582324455.5124936,475,3934290697.8791423,739,5826630986.070705,388,1886213245.9495106,75,1029791267.411091,25,445022051.59113,6
562,local_history,22055740205.171726,2766,3469270117.7801995,219,3854763668.20478,840,1578763733.8463845,474,3928551064.3884616,740,5808513971.252457,386,1887248479.5917866,75,1083550825.719625,26,445078344.388054,6
563,local_history,21959294096.131447,2765,3475946037.3983254,218,3742978673.044307,840,1575227920.0696528,473,3924491795.554113,740,5820252147.56965,386,1889723346.3551116,75,1085514843.300319,27,445159332.839986,6
564,local_history,21922356837.245125,2766,3490839450.1013103,218,3693980939.2644606,842,1575945814.0091503,474,3906093112.1701255,738,5832703096.085257,386,1891475593.247694,75,1086108235.2663329,27,445210597.10078895,6
565,local_history,21958011810.684765,2772,3497886437.160649,224,3701766486.627682,843,1588811924.6343236,476,3884446670.999653,735,5839970771.007169,386,1893839150.3414953,75,1106006389.2328281,27,445283980.680957,6
566,local_history,21909218295.498905,2770,3479263922.5339556,224,3710147199.1093817,847,1581394223.951607,473,3879755600.5253353,735,5821353723.823252,383,1965139485.9431255,76,1026813762.3353858,26,445350377.276863,6
567,local_history,21911352429.41882,2766,3475063876.8906527,224,3722724611.5884476,847,1579439455.0147705,473,3912015495.4925632,735,5790499308.57692,380,1958079908.1788545,75,1028096325.4906969,26,445433448.185899,6
568,local_history,22022928316.83449,2766,3480269430.3492436,224,3789682872.5412536,846,1580785478.1227493,474,3935458792.8611107,735,5814414508.42868,379,1949541661.053651,75,1027281582.17196,27,445493991.305897,6
569,local_history,22035038886.51615,2767,3487900120.3504715,224,3796171933.1688647,846,1588327941.4958515,475,3934845596.675481,735,5813563847.328031,379,1938635174.614541,75,1030040578.3430837,27,445553694.53983897,6
570,local_history,22056635838.406742,2769,3492088276.5733604,227,3824047159.99976,847,1608560100.2825534,475,3997934843.3486333,735,5817194664.3492985,379,1839308326.2750516,73,1031867276.1706898,27,445635191.407454,6
571,local_history,22028539050.854687,2769,3419625882.361101,226,3831595065.7730255,847,1612782333.0789874,476,3995451456.783517,734,5794335784.893279,379,1833716093.745298,73,1095359939.327635,28,445672494.891857,6
572,local_history,21928035208.025116,2769,3339531010.129789,226,3787683739.3601613,847,1610568893.407773,478,4000791389.190456,731,5771685411.418065,379,1803607277.4761593,73,1094424982.570043,28,519742504.4727101,7
573,local_history,21889641633.435146,2766,3324753980.179553,223,3750081230.3659935,849,1865623337.5068724,485,3853618891.73783,724,5826014499.770512,379,1658899808.2368162,70,1090834656.427059,29,519815229.21050996,7
574,local_history,21898643146.872257,2765,3321285190.315703,225,3773862570.8228197,851,1861376797.8461483,484,3910700795.9763427,723,5755573985.024165,376,1654102478.785466,70,1101870988.4671798,29,519870339.634422,7
575,local_history,21895552138.15842,2763,3339195112.8740163,225,3736394985.053687,852,1861509755.1954918,485,3920774237.9174128,721,5777376063.964811,375,1637947383.0272765,70,1102396496.2090158,28,519958103.916756,7
576,local_history,21879134170.304836,2764,3360094292.250639,224,3698172519.098121,854,1846704568.5407677,486,3932682428.624232,720,5784108873.591062,375,1633055300.049511,70,1104262594.792967,28,520053593.35759896,7
577,local_history,21897320121.806564,2763,3386969564.2783937,224,3684709306.8857365,851,1855433303.6050863,489,3924862214.244159,720,5789457032.71338,375,1633950665.1429293,70,1101820080.772065,27,520117954.164842,7
578,local_history,21857567223.311726,2765,3383453956.2293105,225,3669365057.1678915,851,1873151570.8686907,488,3917307574.950559,722,5766046358.740233,375,1634119606.0567498,70,1093955038.1270418,27,520168061.1712481,7
579,local_history,21898391706.924866,2757,3399025305.7030454,217,3677712427.296269,851,1877455729.4978094,486,3920113832.3865933,723,5774804219.085628,375,1634280730.52824,70,1094770096.6025581,28,520229365.824731,7
580,local_history,21887150568.89372,2760,3410524042.440079,216,3701124235.4928145,854,1850957823.592927,486,4083939740.317373,730,5597019835.677905,370,1629078093.893367,70,1094220993.0935638,27,520285804.38569,7
581,local_history,21887105805.085033,2762,3409053617.5964212,217,3700135822.0049567,853,1868936340.541844,488,3893158405.430911,724,5782473070.313075,378,1613755309.0158505,68,1099250642.3699646,27,520342597.81199706,7
582,local_history,21932976973.70454,2718,3439005281.97555,216,3684708606.9827213,809,1877477750.8199842,490,3889438252.178433,724,5796980236.840488,377,1627349286.1615202,68,1097594482.594267,27,520423076.151595,7
583,local_history,21822469474.536007,2714,3389566490.4575562,216,3668630079.0681276,809,1889148737.7923284,487,3855426080.1234403,723,5958792667.156113,381,1462672564.83193,64,1077754549.459663,27,520478305.64685905,7
584,local_history,21798391155.204655,2714,3431516238.8394833,216,3635272963.6438804,812,1886145973.1507366,486,3826445742.6128163,722,5958415946.423753,381,1459802152.188319,64,1080240453.9673371,26,520551684.37830293,7
585,local_history,21808768736.065712,2717,3387483362.1372867,216,3636997763.3481135,813,1907937708.8368347,491,3793713100.652345,720,5946040901.198141,379,1461091257.7372222,64,1080897514.839365,26,594607127.3164029,8
586,local_history,21732932915.137043,2716,3432949357.280054,217,3559251835.746303,814,1904231277.5985777,490,3761919497.940138,718,5946650322.637351,379,1452312622.3647397,64,1004341611.3676339,25,671276390.202238,9
587,local_history,21741130576.69622,2719,3442631881.4784203,217,3550341847.0396056,816,1903641015.5208879,491,3795381079.699068,719,5945351795.230129,378,1428076899.3150175,64,1004349272.6380471,25,671356785.7750521,9
588,local_history,21752023558.94228,2720,3478718106.7079535,218,3560079033.2794433,817,1904389347.179235,491,3707226539.2830944,718,6020353645.8521805,378,1407609501.2000163,64,1002529269.8492151,25,671118115.591165,9
589,local_history,21766293850.806084,2720,3537908570.2103496,220,3591379303.185781,821,1903601082.345243,489,3788631260.492699,719,5900484771.334268,375,1391785311.0668426,62,981268774.1401092,25,671234778.0308139,9
590,local_history,21834289199.20885,2721,3487675963.109391,219,3603752726.0129557,822,1904235312.535861,490,3835894965.5507092,718,5864787723.393001,374,1407905895.2922852,63,973841730.0994548,25,756194883.2151811,10
591,local_history,21737104837.933693,2717,3405967152.634982,220,3603264791.371894,822,1900148080.9515214,490,3837470281.0291147,715,5852920207.794561,372,1406542090.2094796,63,745703787.532644,21,985088446.4094559,14
592,local_history,21768154434.483376,2717,3372628677.7138166,220,3672435093.080779,823,1898293509.9454548,490,4194655418.73227,719,5490364618.123322,367,1408701834.2200806,63,745911063.469576,21,985164219.1980641,14
593,local_history,21884432047.703247,2715,3484735032.4018974,220,3709225937.898428,822,1902615322.9057817,491,4170754253.839943,718,5483661594.877616,366,1401636162.0830514,63,746059694.3217759,21,985744049.374731,14
594,local_history,21796543431.606354,2711,3447039994.376603,220,3733406266.1525383,822,1891194018.7207181,491,4137737010.1742516,716,5451102414.462015,364,1402645993.5080216,63,747557941.6178101,21,985859792.594357,14
595,local_history,21775051520.898815,2710,3411095461.1633377,219,3764628490.9892783,824,1885692479.6699076,490,4140642783.163295,718,5448423932.97237,362,1392021266.0428267,62,747318110.7855688,21,985228996.1122451,14
596,local_history,21773369871.3556,2720,3413149898.2419925,219,3773526717.929489,836,1874062797.9820697,490,4125256513.857441,715,5469847109.384845,363,1382086287.5395672,62,750123891.1773932,21,985316655.2427969,14
597,local_history,21430486660.512627,2722,3304623556.2171807,219,3634188379.404494,837,1899146249.4948475,490,4050621907.318286,715,5433303969.30221,364,1376142909.302713,62,746734422.7829291,21,985725266.6899707,14
598,local_history,21343208608.3776,2721,3293121134.922904,219,3647786999.0036936,840,1892829128.7782366,489,4013845785.575948,713,5411209097.322525,364,1356236394.664097,61,741878677.1214981,21,986301390.9887221,14
599,local_history,21480447664.888157,2724,3303293684.9527497,222,3716009451.7600284,841,1929248280.085872,490,3944493371.048727,711,5357997800.199907,362,1359925307.6364107,61,743310961.496339,21,1126168807.7081459,16
600,local_history,21398446571.51061,2728,3302938289.57908,223,3799908752.4497066,840,1863114784.8441453,490,3668237189.5412793,711,5172063759.386705,361,1345781369.9922788,61,742486938.5171219,21,1503915487.200292,21
601,local_history,21341397816.18839,2726,3332866621.1260962,222,3912310816.48471,842,1842442317.497303,492,3500393178.932844,706,5276267621.787375,365,1223862987.2205236,57,741217432.4606509,21,1512036840.6789563,21
602,local_history,21451565514.021805,2724,3368787532.648435,223,3925131932.033267,841,1859904792.2138371,492,3518918314.874146,705,5305183831.334936,364,1218667747.704472,57,742731985.4208992,21,1512239377.7918158,21
603,local_history,21475204604.420357,2721,3371006858.0316463,224,3927690639.5268188,840,1860925290.767589,491,3497377484.2790728,703,5363301557.251155,365,1196529622.0847933,56,746160688.8968332,21,1512212463.582453,21
604,local_history,21380792173.008934,2719,3358865996.9774685,224,3863057503.7748055,839,1859474892.7536547,491,3527028777.980883,704,5326025374.212087,363,1181852805.1913767,56,752159827.7450169,21,1512326994.373668,21
605,local_history,21393258962.888855,2722,3371884331.952179,225,3894396434.2407427,840,1851928388.8983443,491,3522503888.1699047,704,5301234434.452875,364,1177708459.892456,56,761484030.4595621,21,1512118994.822771,21
606,local_history,21385329421.9866,2723,3376478110.2360954,225,3912838250.1321354,841,1852851348.1054616,491,3499349844.177143,704,5300616207.3416815,364,1180114239.4412792,56,750873696.195649,21,1512207726.357192,21
607,local_history,21404991557.392998,2724,3389175848.2210197,225,4013264132.200466,839,1837511225.0913856,494,3500115855.131153,704,5328151581.881069,364,1272904747.3087451,56,551628420.492043,21,1512239747.0671248,21
608,local_history,21452877819.651585,2710,3428712002.4074306,225,4029210904.8776436,830,1836702571.4427586,495,3501136995.411591,701,5331713996.193489,363,1257560767.0879552,56,552330036.341182,19,1515510545.8895352,21
609,local_history,21514024128.616703,2711,3500849601.223853,226,4077166849.8043327,836,1821115417.7885294,495,3453736343.646136,698,5334892623.31378,361,1257953336.870271,56,552492487.099462,18,1515817468.8703554,21
610,local_history,21570932611.491543,2714,3523050254.1114492,226,4140361952.409046,835,1821844278.0965526,498,3437065087.1729198,698,5336453285.041672,361,1242577013.913184,56,552140913.748733,18,1517439826.998008,22
611,local_history,21556514440.366013,2725,3534705068.028346,225,4189323802.111469,840,1817373802.0601385,500,3458223353.1639814,699,5300277436.859307,366,1191664032.810528,55,550627392.928516,18,1514319552.403731,22
612,local_history,21333861050.004173,2724,3495995454.0119843,225,3997850213.120387,841,1814366709.5522597,499,3445663526.42928,698,5297158484.936975,366,1146297544.0505612,55,551532930.150973,18,1584996187.751805,22
613,local_history,21331595884.01638,2722,3530387472.9546175,225,3984473094.939858,841,1812081806.3446584,498,3523200297.1008725,700,5192361676.792239,363,1140005420.043799,55,564014324.8189981,18,1585071791.021313,22
614,local_history,21513392623.540985,2721,3559484530.6872835,225,4130769603.2322636,842,1814581749.4816628,498,3530886065.6261344,698,5187629286.222051,363,1142717424.91438,55,562206326.020904,18,1585117637.356291,22
615,local_history,21523562757.696983,2722,3621547388.1594267,225,4138290660.9013257,843,1815858509.3492563,499,3531883332.8358536,696,5208294538.329663,364,1135456891.9399579,55,564465402.430043,18,1507766033.7514422,22
617,live_koios,21787928036.041107,2726,3599545050.9719944,227,4412784328.430089,848,1800522394.6940737,498,3522012529.357059,697,5220784737.964997,362,1154417099.6987762,54,646480974.7853019,19,1431380920.138814,21
