pool_id_bech32,pool_id_hex,active_epoch_no,margin,fixed_cost,pledge,deposit,reward_addr,owners,relays,ticker,pool_group,meta_url,meta_hash,pool_status,active_stake,retiring_epoch
pool1z5uqdk7dzdxaae5633fqfcu2eqzy3a3rgtuvy087fdld7yws0xt,153806dbcd134ddee69a8c5204e38ac80448f62342f8c23cfe4b7edf,589,0.009,340000000,50000000000,,stake1uy89kzrdlpaz5rzu8x95r4qnlpqhd3f8mf09edjp73vcs3qhktrtm,"[""stake1uy89kzrdlpaz5rzu8x95r4qnlpqhd3f8mf09edjp73vcs3qhktrtm""]","[{""dns"":""octaluso.dyndns.org"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3002}]",OCTAS,,https://raw.githubusercontent.com/Octalus/cardano/master/p.json,\xca7d12decf886e31f5226b5946c62edc81a7e40af95ce7cd6465122e309d5626,registered,64661928596608,
pool1pu5jlj4q9w9jlxeu370a3c9myx47md5j5m2str0naunn2q3lkdy,0f292fcaa02b8b2f9b3c8f9fd8e0bb21abedb692a6d5058df3ef2735,411,0.049,340000000,250000000000,,stake1u98nnlkvkk23vtvf9273uq7cph5ww6u2yq2389psuqet90sv4xv9v,"[""stake1u98nnlkvkk23vtvf9273uq7cph5ww6u2yq2389psuqet90sv4xv9v""]","[{""dns"":""relays.mainnet.stakenuts.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001}]",NUTS,5BINARIES,https://stakenuts.com/mainnet.json,\x47c0c68cb57f4a5b4a87bad896fc274678e7aea98e200fa14a1cb40c0cab1d8c,registered,5729842053175,
pool1c8k78ny3xvsfgenhf4yzvpzwgzxmz0t0um0h2xnn2q83vjdr5dj,c1ede3cc9133209466774d4826044e408db13d6fe6df751a73500f16,276,0,340000000,50100000000,,stake1uyx0ut5wc5nmu0tacjc9pyyahdyq5ujghwljkdxrpfw5vecnyn4gg,"[""stake1uyx0ut5wc5nmu0tacjc9pyyahdyq5ujghwljkdxrpfw5vecnyn4gg"",""stake1uyacuruhne34456jh7vzuc9ly0rqmxanu9z4pzyly06z94gmm4a8a""]","[{""dns"":""relay.zenithpool.io"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":31400}]",,,https://metadata.zenithpool.io,\x21cc44498ab6e74e081a805e629fff171a66d0c8d034f9c4c645dc65c321e7df,retired,,385
pool1q80jjs53w0fx836n8g38gtdwr8ck5zre3da90peuxn84sj3cu0r,01df29429173d263c7533a22742dae19f16a08798b7a57873c34cf58,617,0,340000000,2000000000,,stake1uxxsa2rlkv728pve3ks7kn7c6v68luagdjgwa0medy6vp9suv96q8,"[""stake1uxxsa2rlkv728pve3ks7kn7c6v68luagdjgwa0medy6vp9suv96q8""]","[{""dns"":null,""srv"":null,""ipv4"":""140.238.214.192"",""ipv6"":null,""port"":6060}]",000,,https://ispool.live/poolMetaData.json,\x7c7e95ecf8deadc13c729dbe968377627fccb0611b8df10cf4b0fc12bb83333b,registered,6410477684494,
pool1ddskftmsscw92d7vnj89pldwx5feegkgcmamgt5t0e4lkd7mdp8,6b6164af70861c5537cc9c8e50fdae35139ca2c8c6fbb42e8b7e6bfb,217,0.05,340000000,7149000000,,stake1u9w20uzsevkxe6vp2nlmqjjrcj4gvcf560tvufuvrcjpxvgqaqg0t,"[""stake1u9w20uzsevkxe6vp2nlmqjjrcj4gvcf560tvufuvrcjpxvgqaqg0t""]","[{""dns"":null,""srv"":null,""ipv4"":""139.162.148.181"",""ipv6"":null,""port"":8088}]",,,https://pool.adascan.net/meta/v1/poolmeta.json,\x79e7cf8d936bf0ced040516b288e2edc76f2f87af5400f92010a682de3a052e9,registered,2671108363,
pool1qqqqqdk4zhsjuxxd8jyvwncf5eucfskz0xjjj64fdmlgj735lr9,00000036d515e12e18cd3c88c74f09a67984c2c279a5296aa96efe89,463,0.01,340000000,1300000000000,,stake1uxrkez465cmpdrragd3rhcgrc6lllnasxd7qtl735l489egx9yfxe,"[""stake1uyu7kwazvf97ccvqrd5u6zruzep2yedn9z8mzqvl420rafq78lk3g"",""stake1uy7ccasgje45h004zws56ktp7nvcnktvez5c76hd84n6a6sd2g66l""]","[{""dns"":""relays.stakepool.at"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001},{""dns"":""relay-1.stakepool.at"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001},{""dns"":""relay-2.stakepool.at"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001}]",ATADA,ATADA,https://stakepool.at/atada.metadata3.json,\x4811109f4fa6e2c1e3077fde6d1aa3120cc7a9edbd11d2c07a7828e452b48803,registered,67865231968848,
pool1dmqzwuql5mylffvn7ln3pr9j7kh4gdsssrmma5wgx56f6rtyf42,6ec027701fa6c9f4a593f7e7108cb2f5af54361080f7bed1c835349d,462,0.03,170000000,1000000000000,,stake1u9h7awdh7aestzrkq0k8krfeesc957kmsmcrr0s3rl8wcfqeg3lgn,"[""stake1uy9tvq444lvkwtzlalqpn5sswecfat6fgxmham5hushmacs2p9wdq"",""stake1u9h7awdh7aestzrkq0k8krfeesc957kmsmcrr0s3rl8wcfqeg3lgn"",""stake1u87vkp9awhqjmly3c27a60y6l6hpjdwal2tnnnrl8dsnngs9wr8cp""]","[{""dns"":""relay1.cryptobounty.org"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":8081},{""dns"":""relay2.cryptobounty.org"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":8082}]",BNTY1,,https://tinyurl.com/y3aryqrz,\xf9d5e977d38c1eb387cfdec0677284d11a3f9129855b542bd332d636f9bd7bbf,registered,7329132455798,
pool13gdtqme63jprkug3j4wzslhmu0yk4kdx323rtxpjuz7rqv3yyes,8a1ab06f3a8c823b7111955c287efbe3c96ad9a68aa2359832e0bc30,211,0.036,340000000,168000000000,,stake1u8gu2vzsk2nc6hsphudhl3p6aum7nd59ajqjg9zp00uvxcqwsdray,"[""stake1uxzkym2524wme8qv3vaj55jlqrmqdnyvv83vrmtvvgsawwq8aw9xu"",""stake1u8gu2vzsk2nc6hsphudhl3p6aum7nd59ajqjg9zp00uvxcqwsdray""]","[{""dns"":""relayone.dezentstaking.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":8885},{""dns"":""relaytwo.dezentstaking.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":8885},{""dns"":""relaythree.dezentstaking.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":8885}]",,,http://dezent.online/deznt.metadata.json,\x588db1c310d430bd4ee12a39eeda3e845fb9cae3fd92ec32a119a3ba2136b2d8,retired,,215
pool1qzlw7z5mutmd39ldyjnp8n650weqe55z5p8dl3fagac3ge0nx8l,00beef0a9be2f6d897ed24a613cf547bb20cd282a04edfc53d477114,419,0.02,340000000,10000000000,,stake1uy2ntdynjp9ezkxtfnghh6h3lhxnlz9e9geptf8pegdw5zq2c7dzu,"[""stake1uyjd7xxuahjznpk6nvmmzf90eqykqqnlm9umltnphlrprpch8nyxg""]","[{""dns"":""relay0.bluecheesestakehouse.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":5000}]",BCSH,WESTBERG,https://cardanostakehouse.com/be8fc51e-cd0d-440f-b385-11a.json,\x4a09e738e49267737f41912a1be1c63790b877659483107f6e7f3cc80c7cd89e,registered,20916823831038,
pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z,d2f12c2f3094ed0784f048fe93a62d8b061525b356e043be084470d9,419,0.01,340000000,5000000,,stake1u9jln683r9ysex8v8mft6wt2thha9xpeapm92f52gswzp5sgc5ve4,"[""stake1u9msfg7dtt3plmtfznkxljwes70wxsqgc4ql5qxe4et37hcm98d6n""]","[{""dns"":null,""srv"":null,""ipv4"":""45.83.107.139"",""ipv6"":null,""port"":3001},{""dns"":null,""srv"":null,""ipv4"":""45.83.107.231"",""ipv6"":null,""port"":3001}]",TAPSY,,https://tap-ada.github.io/poolmeta.json,\xeecc610ce196d8f56b9f7dbda6fb1617c9a731286a573aaec835a99d0dfee058,registered,7430583338457,
pool1qzlwlpcsgflr9z3f24fg836tyq45p0kf5cnrp20s8v0psp6tdkx,00beef8710427e328a29555283c74b202b40bec9a62630a9f03b1e18,512,0.02,340000000,10000000000,,stake1ux5ncxkwkw97jn9cm7ujqgm5lv52espertjlkzxp9epw23qcj03uy,"[""stake1uyspqx4xxjmx2hgv8zl048fme2rrzuvw8h92j3mhvy9fkwql02yxj""]","[{""dns"":""relay1.bluecheesestakehouse.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":5001}]",BCSH0,WESTBERG,https://cardanostakehouse.com/43d70337-06d3-4cac-bb57-0ab.json,\x5bf29957967f2d1029acfe5a6260ee8776baf4f926cc1f497964438867b9c5c7,registered,21584211745018,
pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz,0960deeaabd7ca77a970e2932d06ec594c902301973041c6d9b1dc2e,580,0,340000000,200000000000,,stake1uy76j6taxp45dwxe5247ch5pcf8hrlqsxknt5ytz3he4nwg5y2yma,"[""stake1uycj7mvz8v20swfy7g68czqjavwvqrj7wgya6zy83wuwcps9lv0a0"",""stake1uy76j6taxp45dwxe5247ch5pcf8hrlqsxknt5ytz3he4nwg5y2yma""]","[{""dns"":null,""srv"":""relay-k8s-pool.subnet.dev"",""ipv4"":null,""ipv6"":null,""port"":null},{""dns"":""relay-k8s-pool.subnet.dev"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":30018},{""dns"":""relay-p2p-01-k8s-pool.subnet.dev"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":30021},{""dns"":""relay-p2p-02-k8s-pool.subnet.dev"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":30022},{""dns"":""relay-p2p-03-k8s-pool.subnet.dev"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":30023},{""dns"":""89.217.176.121"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":30021},{""dns"":""89.217.176.121"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":30022},{""dns"":""89.217.176.121"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":30023},{""dns"":""89.217.176.121"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":30018}]",K8S,,https://k8s-pool.subnet.dev/pool-metadata/pool.json,\x0368aa856fb7dee995237cc69fd680e421bade4cafe147e79082d02e8c56d582,registered,963230866757,
pool19u64770wqp6s95gkajc8udheske5e6ljmpq33awxk326zjaza0q,2f355f79ee007502d116ecb07e36f985b34cebf2d84118f5c6b455a1,212,0.012,340000000,312000000000,,stake1u8ghhvtxv9ghytgghak7zw0d75a98dcz794lqjvununpv9cxrxcej,"[""stake1u8ghhvtxv9ghytgghak7zw0d75a98dcz794lqjvununpv9cxrxcej""]","[{""dns"":""relays.cardanobay.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001}]",,,https://cardanobay.com/metadata.json,\xfff344601a911eb386781b8c006666a1c5fe90cc83c9f93e030699b517aa617a,retired,,225
pool18xykgvvvxej2e5ap04ks72d8fdke4qsqeh30satznyrtj88634d,398964318c3664acd3a17d6d0f29a74b6d9a8200cde2f875629906b9,236,0,340000000,1015000000000,,stake1ux3yde6zlk0af7y7lasm7w8u667lnhscpej4v0v8sl2nxjghksu2d,"[""stake1ux3yde6zlk0af7y7lasm7w8u667lnhscpej4v0v8sl2nxjghksu2d""]","[{""dns"":""relay-1.teqwyse.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3000},{""dns"":""relay-2.teqwyse.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3000}]",TQWS,,https://teqwyse.com/tqws_pool.metadata.json,\x3817cf2b4b7a19fe17ba0784423d1d0de930701211424e448ba968496947aa84,registered,88261409393,
pool1qqq6qqa0hpzvumv5p87ynczfmdj557xuwlc3289ke42g72z7f74,0001a003afb844ce6d9409fc49e049db654a78dc77f1151cb6cd548f,588,0.01,380000000,400000000000,,stake1u8utpkk6pjwellhwjhtl2dnenfqrfzrwd4s2wdnlsx2g5qs65sldl,"[""stake1u9g0quhuuppferkkw2y7r2lhckh8uhftmkyh4geu3exjjcctmep00"",""stake1uxvgqjt3z02cdryt6ujdckdyxnuns4jey2ddar62p7xgutqny7vsg"",""stake1u8utpkk6pjwellhwjhtl2dnenfqrfzrwd4s2wdnlsx2g5qs65sldl""]","[{""dns"":""relay1-pub.ahlnet.nu"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":2111},{""dns"":""relay2-pub.ahlnet.nu"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":2111},{""dns"":""relay3-pub.ahlnet.nu"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":2111},{""dns"":""relay-fallback.ahlnet.nu"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":55218}]",AHL,,https://ahlnet.nu/pool/ahl-meta2.json,\x603ec3dd664492abe6835f471a4d8a6c63d630d2bb8e1a6886de45a23ea8f3ca,registered,11284236140393,
pool1e556526sqwugxwnmeumt9lhj5jukklg8vv3ynk75xt9vs7adr5y,cd29aa2b5003b8833a7bcf36b2fef2a4b96b7d07632249dbd432cac8,273,0.009,500000000,500000000000,,stake1u82t8aj9gtytweva4kfl4kwqwf9mktu2uc395zj33r4hm5cnahy56,"[""stake1u8245ltj5nln6w59rrj0kx2jlz5uv0kl23f8kwgnzkz5jssxpsg87""]","[{""dns"":""cardano-mainnet-relays.eastus2.cloudapp.azure.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3013},{""dns"":""cardano-mainnet-relays.westus2.cloudapp.azure.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3011}]",CHEAP,CHEAP,http://meta.cheapstaking.com/cheap/meta.json,\x15374ca26cdd8445abc531f2eb1eda1cfdc5da8f7f0117d7ffcffb6155e9ad73,registered,3633054261209,
pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,557fb2fa1a4d61d5ffc613f9f1211a5b22f5c2c3244589adc3168f3d,449,0.035,340000000,100000000000,,stake1u8e0qyeqhneap6s759yww5s6nl7csyhlcgd9vw3s9xqlsaggtexpd,"[""stake1u8e0qyeqhneap6s759yww5s6nl7csyhlcgd9vw3s9xqlsaggtexpd""]","[{""dns"":null,""srv"":null,""ipv4"":""3.129.162.200"",""ipv6"":null,""port"":3001},{""dns"":null,""srv"":null,""ipv4"":""3.16.115.103"",""ipv6"":null,""port"":3001}]",SHARP,,https://cardanosharp.com/poolmeta.json,\x876b850a5a8b81008fef3dd1e693b22ed4a1d567836eb64dc603d5f8f355e03b,registered,12845150992,
pool1qqq6qzgsa8n2uvy7pusk4fnxnwd8zx7xylycednw3ugmqxk9mps,0001a00910e9e6ae309e0f216aa6669b9a711bc627c98cb66e8f11b0,215,0.018,475000000,0,,stake1ux6lww2xw20uskz7epcxvjctd67chvttc2yxehanqqcczkgqevg9q,"[""stake1ux6lww2xw20uskz7epcxvjctd67chvttc2yxehanqqcczkgqevg9q""]","[{""dns"":""relay2-pub.ahlnet.nu"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":2111}]",,,https://ahlnet.nu/pool/net-meta0.json,\xb2380daf0bc183b2862c8f24c066a34b582ffb1051fa335df690435e819a1bbb,retired,,214
pool1vx9tzlkgafernd9vpjpxkenutx2gncj4yn88fpq69823qlwcqrt,618ab17ec8ea7239b4ac0c826b667c599489e25524ce74841a29d510,383,0.02,340000000,200000000000,,stake1uyltajtqjrsp2zfxkanh999m08w2r57uncskv4yzrjehgucdtyg9c,"[""stake1uyltajtqjrsp2zfxkanh999m08w2r57uncskv4yzrjehgucdtyg9c""]","[{""dns"":""eu.relays.cardanians.io"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":1000},{""dns"":""ca.relays.cardanians.io"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":1000}]",CRDNS,CRDNS,https://cardanians.io/_storage/pool-crdns.json,\xbf10f48f634f61faf1ab49e6014339d76cbc651ea9d44baaeebcab859d5f1d0a,registered,71274441817645,
pool13qzk5az6sx77lk2nt8zruu0t2tsyepu9q73yaz8l8j3uqxqh9wh,88056a745a81bdefd95359c43e71eb52e04c878507a24e88ff3ca3c0,246,0.01,340000000,75000000000,,stake1uxjqd2nh90sd4d66xs2ewadw46t4xjdehw8jugyhyry79eqld43hj,"[""stake1uyreh5d79mmh6hp4t4ez8vn4zvvchpfxh2wxfuc007teqxs0t0ncx"",""stake1uxjqd2nh90sd4d66xs2ewadw46t4xjdehw8jugyhyry79eqld43hj""]","[{""dns"":""relay1.masp-pool.nl"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001},{""dns"":""relay2.masp-pool.nl"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001}]",,,https://masp-pool.nl/MASP.json,\x5bb1142ea3fd9df55ff1721848b9b6ba0277d88e611a74f9af3afa3838644d96,retired,,271
pool1m83drqwlugdt9jn7jkz8hx3pne53acfkd539d9cj8yr92dr4k9y,d9e2d181dfe21ab2ca7e95847b9a219e691ee1366d22569712390655,599,0.01,340000000,5000000000,,stake1uxys76g5l0y8wx4zyzcua0rfwmj7p38rgfqfpre8snp3plcxf7m4x,"[""stake1uxys76g5l0y8wx4zyzcua0rfwmj7p38rgfqfpre8snp3plcxf7m4x""]","[{""dns"":""relay1.smitblockchainops.nl"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001}]",BKIND,,https://raw.githubusercontent.com/GS1973/BK/main/BKINDMN.json,\xdc16c5fddfe24d68d225b362584bc68112884d39f698b9773daa356d70176725,registered,1685879964915,
pool1krznhwu3h5pu2stuslr53z5rme50t6384macsmylcnljwc7yjky,b0c53bbb91bd03c5417c87c7488a83de68f5ea27aefb886c9fc4ff27,511,0.01,170000000,150000000000,,stake1u8eqt4en4njkrpwxa7srjg5n8v5rkakt86nuzv38zfhme9qvzr4ml,"[""stake1u8eqt4en4njkrpwxa7srjg5n8v5rkakt86nuzv38zfhme9qvzr4ml""]","[{""dns"":null,""srv"":null,""ipv4"":""188.165.236.202"",""ipv6"":null,""port"":3001},{""dns"":null,""srv"":null,""ipv4"":""195.201.107.114"",""ipv6"":null,""port"":3001}]",LEAF,,https://raw.githubusercontent.com/leaf-pool/md/master/m04.json,\x4871cf851a6ee8d86977a596dcea6d271c846953d12de3b75c6d0869ae79207e,registered,49737008552535,
pool1v4wgyctxyxlcf90qtgflznv5f4fcm6cy0z80mchctekt20d3cww,655c82616621bf8495e05a13f14d944d538deb04788efde2f85e6cb5,210,0.01,340000000,305000000000,500000000,stake1uyjdrx4xcs0esy8a65e2vyeskdxjc45dgwzznkwdlatcsccttwhcu,"[""stake1uyjdrx4xcs0esy8a65e2vyeskdxjc45dgwzznkwdlatcsccttwhcu""]","[{""dns"":""pool.cardanoproxy.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":31201},{""dns"":""pool.cardanoproxy.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":31206},{""dns"":""pool.cardanoproxy.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":31211}]",CPX,,https://github.com/CardanoProxy/CPX/raw/master/cardanoproxy.json,\x4841cc0aa34012fab9604a6be8ded5768c9663781d5e580917615118371c9767,retired,,451
pool12584mjtgz3fhgpx823qht56gycnfnezg6aqqthazv4qdxkd5c46,550f5dc96814537404c7544175d348262699e448d74005dfa26540d3,448,0.02,170000000,50000000000,,stake1uyl3nhfm24gu326aszu3u5d9p8ztqx97z2gjhnk7p5slnscnrr2er,"[""stake1uyx6hdehk8l5nn7q2qelqajuv6x924w2g2436gu2255zg7grl57kf"",""stake1uyl3nhfm24gu326aszu3u5d9p8ztqx97z2gjhnk7p5slnscnrr2er""]","[{""dns"":""r1.dolcapool.eu"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3008}]",DOLCA,,https://dolcapool.eu/dolca.metadata.json,\x82e660628124b50bef9b62a32ccd61848b6a10e921314518d7d258fda7085d72,registered,680645776865,
pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,95c4956f7a137f7fe9c72f2e831e6038744b6307d00143b2447e6443,461,0.03,340000000,100000000000,,stake1u98smhcptv87gtky8h4429g65sy0gglas52dljf7j5wnapq6d0m0a,"[""stake1uy8tcvlfqlken2z8m52e98ven6d5uv0wegeym9dty7tsahcr4zpk5"",""stake1u98smhcptv87gtky8h4429g65sy0gglas52dljf7j5wnapq6d0m0a""]","[{""dns"":null,""srv"":null,""ipv4"":""102.130.127.242"",""ipv6"":null,""port"":6000},{""dns"":null,""srv"":null,""ipv4"":""94.16.106.16"",""ipv6"":null,""port"":6000}]",LOVE,,https://data.pooltool.io/md/a97ba54f-faa1-4bec-a4cf-92bfe34fe063,\x7456e2780400998314cc0febbca558ef85e75055f406d4be2593089216a8ef53,registered,22508505515190,
pool13wzpwavanfpkr4r4j30plrlc6dn6p822lkt22zdllmy7q8y7s90,8b8417759d9a4361d475945e1f8ff8d367a09d4afd96a509bffec9e0,288,0,340000000,50000000,,stake1uyrcr530pwf30z80tl3d08duy4u8rqd7767zsrxskh4t7tg0m7ex6,"[""stake1uyrcr530pwf30z80tl3d08duy4u8rqd7767zsrxskh4t7tg0m7ex6"",""stake1uyvr8q8rflt3rc8u6srmsx3r0uqujlfeqprjuktsjn3txtsdk65qg""]","[{""dns"":null,""srv"":null,""ipv4"":""68.183.37.153"",""ipv6"":null,""port"":3001},{""dns"":null,""srv"":null,""ipv4"":""159.65.233.130"",""ipv6"":null,""port"":3002}]",CARBO,,https://djcvd.github.io/CarbonaraMetaData.json,\x297e33817cdb49176c8c9b2f799b7748829c145e1fa2b5b829ff666742b79595,registered,39136235253,
pool1df9rj4n0t3zlpak7xnh4ue6t3yh9zlw7a02w4l8askp77up25rt,6a4a39566f5c45f0f6de34ef5e674b892e517ddeebd4eafcfd8583ef,459,0.02,300000000,100002000000,,stake1u9zzujspwtxg03d4wrnwn49fxzj4c9qqw7dwfqygjmpxsyqqe2m5j,"[""stake1u9zzujspwtxg03d4wrnwn49fxzj4c9qqw7dwfqygjmpxsyqqe2m5j"",""stake1u9xsmrwtmulzssckyj9qw28lmza8zlprnjhvch6gy2e8tjgj6700r""]","[{""dns"":""relay1.ada.vegas"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":4001},{""dns"":""relay2.ada.vegas"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":4002}]",VEGAS,,https://cdn.statically.io/gh/sp33dy/VEGAS/main/vegas.json,\xb0004597785fca668b73aa75d5bdd4231781b0fb9c303c6306d619bd5567bf05,registered,2853503467488,
pool1q3xdrewrldt06rpjx6pzguzm847ujxnmajxrsr7dsthscz4htlv,044cd1e5c3fb56fd0c32368224705b3d7dc91a7bec8c380fcd82ef0c,230,0,340000000,10000000000,,stake1u9904c2r7mnendyysny73qwlt5unc70gamqkhkmzdduchycl50nz2,"[""stake1u9904c2r7mnendyysny73qwlt5unc70gamqkhkmzdduchycl50nz2""]","[{""dns"":null,""srv"":null,""ipv4"":""31.151.55.28"",""ipv6"":null,""port"":3001}]",MICRO,,https://micro86.github.io/MICROpool/micro.metadata.json,\x56d489259dd8c7bd49087d44fbfa2fbd35b559ff247a93271d29894389a503b5,registered,13075453987,
pool1u899yml96tf2cf4zkw4490mnhf832pk6fefnaluvt7487jmqzhg,e1ca526fe5d2d2ac26a2b3ab52bf73ba4f1506da4e533eff8c5faa7f,494,0.02,170000000,492330000000,,stake1uxw43r9h97yxtaza0af0xj98fkqmddcfawf0ggsjv7er9wcddtxld,"[""stake1uxw43r9h97yxtaza0af0xj98fkqmddcfawf0ggsjv7er9wcddtxld""]","[{""dns"":""cardano-relay1.ich-war-hier.de"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001},{""dns"":""cardano-relay2.ich-war-hier.de"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001},{""dns"":""cardano-relay3.ich-war-hier.de"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001}]",IWH,,https://cardano.ich-war-hier.de/mn-iwh.json,\x9faa4f3d6ae8ff9260f3ce58bad4e772ac9d055cf63567c7e5bf4b31db3bfe97,retired,,527
pool1fh4sh2telea0tfdy39h0drx6uq566yt9gf24edpz7335sclx39z,4deb0ba979fe7af5a5a4896ef68cdae029ad116542555cb422f46348,617,0.02,340000000,25000000000,,stake1u8j4gm959d5ppzgj2fpzh78a7hv6lw544dneenalx9fl6jqzpkxrm,"[""stake1u8j4gm959d5ppzgj2fpzh78a7hv6lw544dneenalx9fl6jqzpkxrm""]","[{""dns"":""relay1.cardanocanucks.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001},{""dns"":""relay2.cardanocanucks.com"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001}]",CANUK,HETZFIN,https://cardanocanucks.com/CANUK.metadata.3.json,\x06a2b7f523ce22c864b042414d51a4131807691b2cb559665fb219526fbdf8bc,registered,4355828963716,
pool1pk7cjkcdsawxf25dwml0ely8vhjx7wp7nqans3jwatanceyqae0,0dbd895b0d875c64aa8d76fefcfc8765e46f383e983b38464eeafb3c,594,0.02,250000000,0,,stake1ux8hwgvmgc98u6zaez5ljnc25nvjqgpvlwv3fqcckvs26ec289tgv,"[""stake1ux8hwgvmgc98u6zaez5ljnc25nvjqgpvlwv3fqcckvs26ec289tgv""]","[{""dns"":""relay1.riotpools.pro"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":4001}]",RIOT,,https://tinyurl.com/poolmeta,\x06071959f44a79f26b8274d3db676f645e1b0248a46ce5767192b0558bc2c9a0,retired,,593
pool1g60m45m23f5vta30x5z7e0n2gc02yc4wyz6darfeluy2kgu65fa,469fbad36a8a68c5f62f3505ecbe6a461ea262ae20b4de8d39ff08ab,211,0.01,340000000,51000000000,,stake1u8fne2lfh3a8v33y8splqc5gr5r8gjea2wvrsgch39emnvqny8wlm,"[""stake1u8fne2lfh3a8v33y8splqc5gr5r8gjea2wvrsgch39emnvqny8wlm""]","[{""dns"":""relays-can-ada-io.cloudns.cl"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":55444},{""dns"":""relays.can-ada.io"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":55444},{""dns"":null,""srv"":null,""ipv4"":""104.197.180.29"",""ipv6"":null,""port"":55444},{""dns"":null,""srv"":null,""ipv4"":""35.203.18.48"",""ipv6"":null,""port"":55444},{""dns"":null,""srv"":null,""ipv4"":""34.83.211.149"",""ipv6"":null,""port"":55444}]",,,https://can-ada.io/maplepoolmeta.json,\xa0b42a87829a0260f36d7f500b2142d0fd0bbe127c77110870db91340f44fdfc,retired,,209
pool1g0hsnjnt0du3kp33gjua3npncngr3yg4ak2zfdhd4zvmy6r8hyd,43ef09ca6b7b791b063144b9d8cc33c4d0389115ed9424b6eda899b2,601,0.02,300000000,225000000000,,stake1uxlcrfc30xhm9tqt8mu0r0pkl0zmspxqmzzq3r6q7wy6v4gg6ulcu,"[""stake1uxlcrfc30xhm9tqt8mu0r0pkl0zmspxqmzzq3r6q7wy6v4gg6ulcu""]","[{""dns"":""relays.stakeandeggs.io"",""srv"":null,""ipv4"":null,""ipv6"":null,""port"":3001}]",EGGS,ATADA,https://stakepool.at/eggs.metadata2.json,\x694d1370f6a8caabd55dcb41d9018b3f29b5b0fa468e6a0e169b7fd3a21d50ff,registered,770548100352,
