epoch_no,pool_cnt,total_pool_rewards_ada,total_active_stake_ada,pools_with_observed_pledge,pledge_met_pool_cnt,pledge_unmet_pool_cnt,reward_from_unmet_ada,active_stake_from_unmet_ada,blocks_from_unmet,pledge_met_share_pct,pledge_unmet_share_pct,reward_share_from_unmet_pct,active_stake_share_from_unmet_pct,median_margin_rate,median_margin_pct,median_fixed_cost_ada,pct_fixed_cost_340,median_pledge_coverage_ratio,update_cnt,registration_update_cnt,deregistration_update_cnt,distinct_updated_pool_cnt
235,1370,12817643.874587998,20218109006.931637,1309,1198,111,132249.54934,188280387.4065131,126,91.52024446142093,8.479755538579067,1.0317773737043459,0.9312462769983212,0.02,2.0,340.0,89.63503649635037,1.03218276232875,271,271,0,192
236,1414,14055627.230400994,20387817635.4246,1353,1235,118,128646.350972,261024317.072877,162,91.27864005912787,8.721359940872137,0.9152658139207768,1.280295526183918,0.02,2.0,340.0,87.55304101838756,1.032330365476,242,242,0,180
237,1437,14763646.438042019,20478038471.514507,1376,1258,118,136736.776806,196132557.94150814,136,91.42441860465115,8.575581395348838,0.9261721173006788,0.9577702386599855,0.02,2.0,340.0,87.54349338900487,1.0321885507855,280,280,0,164
238,1446,14600630.934787996,20598560072.62083,1385,1236,149,178916.77299199998,337286609.259136,236,89.2418772563177,10.75812274368231,1.2254043937629184,1.6374280924007414,0.02,2.0,340.0,87.69017980636238,1.0344375844175,195,195,0,135
239,1442,16054983.045108985,21356205100.359573,1371,1251,120,189420.129193,232398427.56892696,173,91.2472647702407,8.752735229759299,1.1798214215536356,1.0882009536657526,0.02,2.0,340.0,86.89320388349515,1.03907771556,168,168,0,113
240,1457,16320349.273337994,21440591255.207733,1387,1253,134,202035.510055,251625927.83327898,185,90.33886085075703,9.66113914924297,1.237936190404078,1.173596030250151,0.02,2.0,340.0,86.68496911461908,1.0362317749718182,163,163,0,115
241,1465,16379203.595418995,21632982170.7612,1395,1254,141,193148.093825,240431442.26189896,175,89.89247311827957,10.10752688172043,1.1792276266656851,1.1114114566546556,0.02,2.0,340.0,86.48464163822526,1.03485248486,122,122,0,90
242,1490,16474618.070864998,21755094259.019897,1417,1274,143,142089.42090899998,258451947.766479,158,89.90825688073394,10.091743119266056,0.8624747493253395,1.1880065638388215,0.02,2.0,340.0,86.30872483221476,1.0370680979158415,158,158,0,121
243,1505,16570233.358934019,21849089085.26033,1433,1287,146,172418.12949300001,296964834.42630506,215,89.81158408932309,10.188415910676902,1.0405292777608286,1.3591634565060255,0.02,2.0,340.0,86.71096345514951,1.038737635592,187,187,0,142
244,1531,16584928.404656997,21956206748.623653,1459,1302,157,201481.46597599998,337832043.22183007,255,89.23920493488691,10.76079506511309,1.2148467636400806,1.5386630627487938,0.02,2.0,340.0,85.95689092096669,1.0402185088545455,155,155,0,118
245,1570,16720650.65518897,22086904770.458763,1497,1338,159,195470.470065,304030694.27620107,215,89.37875751503006,10.62124248496994,1.169036265968149,1.3765201481868212,0.02,2.0,340.0,85.47770700636943,1.04311189698,231,231,0,163
246,1581,16621120.320463004,22190441040.634068,1508,1349,159,203553.158036,275546410.22638804,212,89.45623342175067,10.543766578249338,1.2246656910689504,1.2417347168621873,0.02,2.0,340.0,85.26249209361164,1.0403503219987011,145,145,0,107
247,1639,16644290.70797801,22275517879.395283,1569,1392,177,362677.072145,583157423.3991491,395,88.7189292543021,11.281070745697896,2.17898784939607,2.6179298122561994,0.02,2.0,340.0,85.29591214154972,1.03883411406,223,223,0,164
248,1657,16488989.074963002,22376311335.66071,1586,1407,179,394283.461257,541870324.3069309,437,88.71374527112232,11.28625472887768,2.3911924464531475,2.421624887938354,0.02,2.0,340.0,85.51599275799639,1.0407157598065666,286,286,0,190
249,1700,16439766.158315992,22369166376.49282,1624,1432,192,376313.06442400004,529485399.018471,419,88.17733990147784,11.822660098522167,2.2890414668924204,2.3670323252407544,0.02,2.0,340.0,84.70588235294117,1.0417717528346349,247,247,0,193
250,1785,16506531.928995002,23034831199.28575,1709,1508,201,347736.91240800003,547568285.3634471,404,88.2387361029842,11.761263897015798,2.1066624649189523,2.377131747249034,0.02,2.0,340.0,84.48179271708683,1.0410452618461539,329,329,0,244
251,1882,16716095.843469013,23028427838.128735,1802,1589,213,466115.7388450001,641176465.4312085,543,88.17980022197558,11.820199778024417,2.7884246609360748,2.784282409281961,0.02,2.0,340.0,84.37832093517534,1.0382850151785483,423,423,0,297
252,1952,16094938.09830198,22675992136.32678,1869,1653,216,458524.860766,654195033.8084362,549,88.4430176565008,11.556982343499197,2.8488761992466096,2.884967633942774,0.02,2.0,340.0,84.57991803278688,1.0384435922402708,379,379,0,278
253,2055,15891715.292703997,22807568628.32658,1976,1743,233,444512.3939749999,659047285.841243,557,88.2085020242915,11.791497975708502,2.797132882056343,2.8895990474965334,0.02,2.0,340.0,84.13625304136254,1.03987351918,477,477,0,351
254,2153,15806556.68400501,22929461287.895603,2064,1808,256,514268.370246,745877580.793307,650,87.59689922480621,12.4031007751938,3.253512960013607,3.252922392847727,0.02,2.0,340.0,84.486762656758,1.0372434482425614,513,513,0,328
255,2231,16011228.522957984,22753958467.474937,2143,1884,259,545994.7995380001,774979069.2630451,710,87.91413905739618,12.085860942603826,3.410074365968332,3.4059087800956434,0.02,2.0,340.0,84.71537427162707,1.0373145574,443,443,0,303
256,2293,15606218.34347801,22488877070.796886,2205,1931,274,565979.0162859999,755633961.284721,746,87.57369614512471,12.426303854875284,3.6266250018379886,3.3600342022677316,0.02,2.0,340.0,85.041430440471,1.0367349529714285,496,496,0,307
257,2331,15451201.339417012,22670949084.364777,2242,1981,261,527668.778587,963490043.9456491,877,88.3586083853702,11.641391614629795,3.415066356302554,4.249888438107466,0.02,2.0,340.0,84.85628485628486,1.0387312090641685,412,412,0,274
258,2378,15629508.018847987,22760955541.83454,2288,2023,265,526243.109517,878371956.7378936,815,88.41783216783216,11.582167832167832,3.3669844814206007,3.859117228727281,0.0199,1.9900000000000002,340.0,84.81917577796467,1.03842563005559,390,390,0,259
259,2424,15626459.846937003,22791959380.285606,2334,2055,279,515630.61144799995,760813246.6654156,699,88.04627249357327,11.953727506426736,3.299727619042713,3.3380774069099886,0.0199,1.9900000000000002,340.0,84.73597359735973,1.0392696861818183,374,374,0,251
260,2450,15778260.413607003,22796009141.13442,2362,2081,281,550920.8346550001,750952072.2497667,746,88.10330228619814,11.896697713801863,3.4916449609355658,3.2942260533432846,0.019,1.9,340.0,85.46938775510205,1.0347297868181817,323,323,0,236
261,2471,15721896.723729013,22716225550.169712,2384,2099,285,525425.777726,741186722.4774296,701,88.04530201342283,11.954697986577182,3.341999931426699,3.2628075506667624,0.019,1.9,340.0,85.63334682314853,1.034534335175862,303,303,0,214
262,2492,15775391.52491099,22755688720.340305,2403,2111,292,495983.245765,746902094.9961258,664,87.84852267998335,12.151477320016646,3.1440312906452474,3.2822653894386553,0.018,1.7999999999999998,340.0,85.71428571428571,1.0371240312533334,307,307,0,207
263,2511,15657665.283259982,22726917708.8734,2423,2124,299,531015.800567,772554853.2723902,730,87.65992571192737,12.340074288072637,3.3914111137292156,3.3992944541298584,0.018,1.7999999999999998,340.0,85.74273197929112,1.038740414153846,264,264,0,189
264,2538,15841821.396245008,22955953661.89682,2448,2148,300,519236.15304099995,739551888.2562402,690,87.74509803921569,12.254901960784313,3.277629131484052,3.2216125679142533,0.018,1.7999999999999998,340.0,85.9338061465721,1.0358520740780999,265,265,0,209
265,2558,16099768.508545008,23026399223.41148,2471,2173,298,538525.121334,717658330.997408,716,87.94010522055848,12.059894779441521,3.344924624525974,3.1166763158859334,0.01815,1.815,340.0,85.80922595777952,1.0352942972,246,246,0,203
266,2581,16065904.615027983,23083634214.1177,2492,2173,319,532177.4781289999,814576521.7141491,756,87.19903691813803,12.800963081861957,3.3124650673651037,3.528805361228446,0.018,1.7999999999999998,340.0,85.81944982564897,1.03271962661,225,225,0,184
267,2599,16130960.004041981,23021654510.41951,2514,2189,325,510131.572299,852395975.0182035,784,87.07239459029435,12.927605409705647,3.162437772898667,3.7025834725840943,0.018,1.7999999999999998,340.0,85.95613697575992,1.0330939706128572,260,260,0,195
268,2590,15888498.173823994,22843314790.026745,2506,2184,322,522297.241357,732933545.9045802,707,87.15083798882681,12.849162011173185,3.2872662704992157,3.2085253503776725,0.018,1.7999999999999998,340.0,85.48262548262548,1.0339857883066665,267,267,0,193
269,2611,15876194.008672994,22786770256.60496,2527,2205,322,578997.7435359999,783742753.3821871,786,87.25761772853186,12.742382271468145,3.64695558154366,3.4394639721046554,0.018,1.7999999999999998,340.0,85.56108770585983,1.0353067065925925,272,272,0,205
270,2641,15815957.752305012,22893778548.073586,2559,2232,327,532386.597224,792260732.668028,721,87.22157092614302,12.778429073856975,3.3661356812009076,3.4605940255969387,0.0185,1.8499999999999999,340.0,85.57364634608103,1.037141535,214,214,0,182
271,2671,15816001.740206001,22970909569.111313,2590,2263,327,563495.047765,810641955.0087075,769,87.37451737451738,12.625482625482626,3.562816045552993,3.5289937151586166,0.018,1.7999999999999998,340.0,85.43616622987645,1.03598233664,247,247,0,174
272,2688,15917429.312296992,23020000415.780613,2604,2270,334,578024.6574210001,852856301.6689276,787,87.17357910906298,12.82642089093702,3.6313945303620585,3.704849201845712,0.0167,1.67,340.0,85.56547619047619,1.03499376704,286,286,0,193
273,2703,15872029.796227,23075664958.74651,2616,2286,330,596978.961993,854729881.8854371,812,87.38532110091744,12.614678899082568,3.7612011170424475,3.7040314262383314,0.015,1.5,340.0,85.71957084720681,1.0361232327,228,228,0,162
274,2740,15878394.992551027,23094302016.775856,2654,2313,341,608744.9393260002,869673136.939309,811,87.15146948003014,12.848530519969856,3.8337939043056837,3.765747656316145,0.015,1.5,340.0,85.51094890510949,1.0380647078925,230,230,0,177
275,2761,15813920.624094002,23006172979.540237,2673,2331,342,552547.325148,801886439.5071639,757,87.20538720538721,12.794612794612794,3.4940565232516847,3.485527298348554,0.015,1.5,340.0,85.65737051792829,1.03931482008,237,237,0,170
276,2774,15688656.313754996,23092420021.153866,2685,2345,340,593326.504728,865870446.4345319,790,87.33705772811918,12.66294227188082,3.781882226636594,3.749587291593299,0.015,1.5,340.0,85.79668348954577,1.0391107628,200,200,0,152
277,2794,15814860.364834981,23196615273.348488,2704,2366,338,544875.5660610001,790811597.5878416,744,87.5,12.5,3.4453390892565467,3.4091680543429823,0.015,1.5,340.0,85.68360773085183,1.0385849754803334,202,202,0,146
278,2818,15792059.187285976,23196379717.22826,2728,2375,353,592182.0150809999,844812789.8451036,800,87.06011730205279,12.939882697947214,3.7498720594826516,3.642002761394917,0.015,1.5,340.0,85.87650816181689,1.040325698371111,202,202,0,139
279,2822,15805104.451222023,23210733595.257263,2733,2385,348,538834.1019680002,788605383.4223785,740,87.26673984632272,12.733260153677278,3.409241005846934,3.397589223907672,0.015,1.5,340.0,85.89652728561305,1.0416296942833334,190,190,0,142
280,2836,15617219.001218013,23230827525.68359,2747,2400,347,598371.7626530002,857072233.7156998,804,87.36803785948307,12.631962140516928,3.8314873000521548,3.6893745294614924,0.015,1.5,340.0,85.75458392101551,1.0450993736076923,177,177,0,144
281,2843,15737984.247040978,23254470605.645172,2753,2411,342,579513.442612,852091086.7034557,783,87.57718852161278,12.422811478387214,3.6822596433908545,3.664203331709495,0.015,1.5,340.0,86.00070348223707,1.04585428976,185,185,0,142
282,2866,15681115.806301985,23244660857.359665,2777,2423,354,590475.385902,853515283.145862,797,87.25243068059056,12.747569319409436,3.7655189413542725,3.671876687655024,0.015,1.5,340.0,86.21772505233776,1.0450993736076923,181,181,0,133
283,2878,15640393.341776993,23277148789.435486,2789,2431,358,520632.21971599996,795314668.1467719,722,87.16385801362495,12.836141986375043,3.328766792107084,3.4167185824224817,0.015,1.5,340.0,86.27519110493398,1.0465673947375,160,160,0,132
284,2904,15685615.433816995,23275724668.51116,2815,2454,361,583513.8754070001,858659464.2313325,787,87.17584369449378,12.824156305506218,3.720057257995682,3.6890772530617713,0.015,1.5,340.0,86.36363636363636,1.0466511070714286,168,168,0,141
285,2922,15358193.263621029,23159940155.010082,2835,2471,364,519839.149079,842711841.5850776,761,87.1604938271605,12.839506172839506,3.3847675970476527,3.6386615679694567,0.015,1.5,340.0,86.5845311430527,1.0474089406,154,154,0,117
286,2934,15551020.738527015,23141094607.453682,2846,2478,368,577376.64763,857963937.4162775,789,87.0695713281799,12.9304286718201,3.71278938751315,3.707533943273063,0.015,1.5,340.0,86.43490115882754,1.0466031569307144,180,180,0,139
287,2946,15105692.20781999,23041097075.076717,2862,2478,384,517989.6384100001,785334992.098143,732,86.58280922431865,13.417190775681343,3.429102296562382,3.4084097191171967,0.015,1.5,340.0,86.45621181262729,1.045314519812043,191,191,0,128
288,2944,15158500.376478026,23136223153.98838,2855,2471,384,549653.6115509999,874634115.8294156,781,86.54991243432575,13.450087565674258,3.626042140711469,3.780366873227708,0.015,1.5,340.0,86.34510869565217,1.0430830365115384,207,207,0,158
289,2945,15272492.98364102,23311196777.53461,2856,2474,382,580037.0135700001,890098029.6419588,836,86.62464985994399,13.375350140056023,3.797919659817824,3.818328325810201,0.015,1.5,340.0,86.11205432937182,1.0440556601123077,179,179,0,159
290,2961,15360810.477726988,23253494675.755272,2873,2488,385,616471.4448400001,935961413.7675637,844,86.59937347720154,13.400626522798467,4.0132742066825005,4.025035491733734,0.015,1.5,340.0,86.35596082404592,1.0447999897666667,178,178,0,146
291,2984,15243574.379316993,23219858534.473045,2895,2502,393,607521.812263,960060747.9995258,856,86.42487046632125,13.575129533678757,3.985428857731075,4.134653734320494,0.015,1.5,340.0,86.09249329758714,1.0443526218,230,230,0,189
292,2987,15293705.932077022,23325839206.372475,2898,2504,394,655558.30416,1027141953.8857226,907,86.40441683919946,13.595583160800553,4.286458148675606,4.403451231907291,0.015,1.5,340.0,86.00602611315702,1.0472971639413635,236,236,0,193
293,2990,15279841.723871017,23395112387.18589,2903,2512,391,611525.581944,961755458.9627364,859,86.53117464691698,13.468825353083016,4.002172227927209,4.1109247224198615,0.015,1.5,340.0,85.9866220735786,1.0474089406,168,168,0,123
294,3007,15016693.276543973,23382668673.546524,2919,2534,385,648604.3214539998,1025842970.9889627,916,86.810551558753,13.189448441247004,4.319222011860079,4.387193717325892,0.015,1.5,340.0,85.99933488526771,1.04810931407,148,148,0,120
295,3024,15096030.980950007,23411124422.16434,2936,2549,387,616533.707985,934690794.0015012,869,86.81880108991825,13.181198910081743,4.084078184279143,3.9925070541105168,0.015,1.5,340.0,85.9126984126984,1.0458668757761904,177,177,0,129
296,3036,14912493.031910025,23445774697.795326,2947,2549,398,644833.1655750001,1010389700.605074,899,86.49474041398032,13.50525958601968,4.324113776249043,4.309474579656709,0.015,1.5,340.0,85.7707509881423,1.0436767536017544,130,130,0,114
297,3040,15122143.290846992,23478023193.51307,2949,2544,405,609195.654791,984035823.4659528,858,86.26653102746694,13.73346897253306,4.028500742746757,4.191306122134848,0.015,1.5,340.0,85.98684210526316,1.04357066076,152,152,0,127
298,3055,14340527.014847014,23511990337.86578,2959,2539,420,569370.1459760001,881560525.1398215,839,85.8060155457925,14.193984454207504,3.970357193891972,3.7494083336708366,0.015,1.5,340.0,85.92471358428804,1.0434785972903227,138,138,0,114
299,3050,14444813.685216002,23564534162.883224,2951,2528,423,597886.0771310001,939007262.5342546,863,85.66587597424602,14.33412402575398,4.139105495994907,3.9848326983407802,0.015,1.5,340.0,86.0655737704918,1.0454284575,164,164,0,122
300,3041,14794994.412611004,23882888816.746334,2942,2524,418,586057.929944,937076160.6762545,839,85.79197824609109,14.208021753908906,3.9611906135257073,3.923629875206681,0.015,1.5,340.0,85.79414666228215,1.0443360541754902,130,130,0,106
301,3050,14558302.466822993,23857504839.45495,2952,2526,426,587456.4127980002,974377561.1140028,887,85.56910569105692,14.43089430894309,4.0351985689042955,4.084155353507889,0.015,1.5,340.0,85.67213114754098,1.0459604392466693,124,124,0,113
302,3045,14715947.989909027,23848572589.189342,2947,2525,422,590504.9543130001,965262797.269981,874,85.68035290125552,14.319647098744486,4.012687152182919,4.047465707476089,0.015,1.5,340.0,85.68144499178982,1.0463403966,125,125,0,110
303,3045,14439707.945401995,23849267970.809715,2947,2535,412,575709.252368,957658362.2844597,876,86.01968103155751,13.980318968442484,3.986986818187842,4.015462291993971,0.015,1.5,340.0,85.8456486042693,1.0497624866,159,159,0,127
304,3059,14605901.317229,23856125875.170696,2961,2537,424,692242.9271379999,1208825653.593006,1034,85.6805133400878,14.319486659912192,4.739474217324992,5.067149879734429,0.015,1.5,340.0,85.68159529257927,1.050506049,119,119,0,97
305,3078,14454842.232334014,23854747611.96425,2980,2550,430,656119.4948590001,1141444491.4376307,999,85.57046979865773,14.429530201342283,4.539098278024283,4.784978277720884,0.015,1.5,340.0,86.02988953866146,1.050173227947436,117,117,0,102
306,3071,14466225.39816598,23836977371.261265,2972,2531,441,715740.4531200004,1201516585.6762793,1087,85.16150740242261,14.838492597577387,4.94766556873047,5.040557646897261,0.015,1.5,340.0,86.03060892217519,1.049290978327381,167,167,0,133
307,3094,14313439.042006018,23854464200.396248,2993,2542,451,695712.8291389999,1189755198.6828551,1028,84.93150684931507,15.068493150684931,4.860556761357445,4.987557836923003,0.015,1.5,340.0,86.03749191984487,1.0512520794153846,133,133,0,115
308,3089,14350297.414804006,23828103259.412354,2990,2548,442,654351.0944449999,1116559878.1054907,978,85.21739130434783,14.782608695652174,4.559843434115591,4.685894911356143,0.015,1.5,340.0,85.91777274198769,1.0505081831166667,117,117,0,100
309,3082,14135240.623401005,23765024934.948162,2982,2538,444,659684.0864499997,1110075813.0241542,978,85.11066398390342,14.88933601609658,4.666946280050496,4.671048383339622,0.015,1.5,340.0,85.91823491239455,1.0522384920937502,95,95,0,82
310,3090,14245904.328248993,23777625558.16979,2990,2550,440,621760.5804399996,1037906744.6914072,932,85.28428093645485,14.715719063545151,4.36448656479516,4.365056309564061,0.015,1.5,340.0,85.85760517799352,1.05366357794,105,105,0,83
311,3086,14210014.525258003,23732237106.487244,2986,2545,441,703397.7620590002,1092523683.784454,1040,85.23107836570664,14.768921634293369,4.9500143775977525,4.603542762876792,0.015,1.5,340.0,85.87167854828257,1.0551817795722223,112,112,0,103
312,3092,13952098.09543998,23741900713.307335,2994,2550,444,665036.665435,1149314806.650468,1032,85.17034068136272,14.829659318637276,4.766571026707134,4.840871084960258,0.015,1.5,340.0,85.89909443725745,1.0560486674444443,93,93,0,77
313,3094,13618267.211487014,23726880119.033787,2994,2550,444,701985.4702600002,1152598707.3139646,1044,85.17034068136272,14.829659318637276,5.15473414758579,4.857776081522601,0.015,1.5,340.0,85.87588881706529,1.0526728077,69,69,0,55
314,3086,13610780.729311997,23604987896.132526,2989,2539,450,645321.809709,1089902737.6211896,968,84.94479759116761,15.055202408832386,4.741254910669772,4.6172560749322,0.015,1.5,340.0,85.90408295528191,1.0500796880166667,103,103,0,83
315,3084,13469946.690640992,23537012833.083862,2987,2539,448,580457.301369,1016639797.5179106,886,85.0016739203214,14.998326079678606,4.309276901387483,4.319323801739665,0.015,1.5,340.0,85.83009079118028,1.0501726957615385,98,98,0,75
316,3079,13416769.955022994,23549369658.121777,2982,2532,450,634326.265196,1130131986.5651572,951,84.90945674044266,15.090543259557343,4.727861231298221,4.79899038900769,0.015,1.5,340.0,85.9045144527444,1.050772849425,113,113,0,86
317,3085,13544724.977472011,23582836244.979866,2985,2523,462,628805.2045759998,1118719427.6384945,954,84.52261306532664,15.477386934673367,4.642436119019377,4.743786608265318,0.015,1.5,340.0,85.76985413290113,1.04933312808,119,119,0,108
318,3087,13343056.949522007,23583277486.361115,2987,2519,468,584025.4722789999,1017729822.5700846,912,84.3321057917643,15.667894208235689,4.376999022700878,4.31547236451196,0.015,1.5,340.0,85.81146744412051,1.04690262142,133,133,0,105
319,3088,13429450.655423025,23565309681.268616,2988,2524,464,544492.8599219999,982440639.3039793,839,84.47121820615796,15.528781793842034,4.054468599593275,4.169012215803355,0.015,1.5,340.0,85.84844559585493,1.050772849425,124,124,0,94
320,3088,13336952.667600004,23561047526.582516,2988,2533,455,557443.6545619998,1043888801.6643884,847,84.77242302543507,15.227576974564927,4.1796928313033614,4.430570417069238,0.015,1.5,340.0,85.88082901554405,1.0522965934782218,107,107,0,93
321,3088,13173757.608074995,23537719498.083298,2989,2534,455,575850.240283,1042100519.8563545,874,84.77751756440281,15.22248243559719,4.371192012292882,4.427364001602678,0.015,1.5,340.0,86.01036269430051,1.05274091044,102,102,0,88
322,3096,13305137.414637012,23504746248.17418,2992,2530,462,577969.4392699999,1035190577.2587316,883,84.55882352941177,15.441176470588236,4.343956933764354,4.404176783398136,0.015,1.5,340.0,86.20801033591732,1.05531542725,120,120,0,102
323,3104,13367821.048331989,23487356050.894314,3003,2535,468,591818.2246889998,1058643954.2438966,933,84.4155844155844,15.584415584415584,4.427185421986523,4.5072929960696335,0.015,1.5,340.0,86.2757731958763,1.05432834,116,116,0,92
